"player_name","nationality","fbref_url","transfer_url","career_length","retired","retirement_age","age_current","debut_age","debut_year","injury_count_total","days_missed_total","games_missed_total","total_matches_club","seasons_club","foot","position_simple","height","debut_age_num","height_clean","debut_year_num","injuries_per_season","foot_clean","event","debut_band","height_group","inj_band","debut_decade","nationality_clean","region"
"John Stones","England","https://fbref.com/en/players/5eecec3d/John-Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590",14,"No",NA,31,"17 years","2011",22,620,143,402,17,"right","Defender","188",17,188,2011,1.29411764705882,"right",0,"[15,18)","(185,203]","(9,57]","2010s","England","UK_Ireland"
"John Swift","England","https://fbref.com/en/players/646ee278/John-Swift","https://www.transfermarkt.com/john-swift/profil/spieler/197693",12,"No",NA,30,"18 years","2013",7,423,67,388,13,"right","Attack","182",18,182,2013,0.538461538461538,"right",0,"[18,21)","(180,185]","(3,9]","2010s","England","UK_Ireland"
"Muamer Tanković","Sweden  Bosnia-Herzegovina","https://fbref.com/en/players/b44c39da/Muamer-Tankovic","https://www.transfermarkt.com/muamer-tankovi/profil/spieler/198513",12,"No",NA,30,"18 years","2013",4,39,5,213,11,"right","Attack","179",18,179,2013,0.363636363636364,"right",0,"[18,21)","[165,180]","(3,9]","2010s","Sweden Bosnia-Herzegovina","Rest_of_World"
"Andrew Taylor","England","https://fbref.com/en/players/fb67faf8/Andrew-Taylor","https://www.transfermarkt.com/andrew-taylor/profil/spieler/29158",13,"Yes",32,39,"18 years","2005",3,173,45,410,14,"left","Defender","178",18,178,2005,0.214285714285714,"left",1,"[18,21)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Kévin Théophile-Catherine","Martinique  France","https://fbref.com/en/players/6b994195/Kevin-Theophile-Catherine","https://www.transfermarkt.com/kvin-thophile-catherine/profil/spieler/60603",17,"No",NA,36,"19 years","2009",6,218,41,441,17,"right","Defender","183",19,183,2009,0.352941176470588,"right",0,"[18,21)","(180,185]","(3,9]","2000s","Martinique France","EU_Major"
"Aleksandar Tonev","Bulgaria","https://fbref.com/en/players/c15d1af9/Aleksandar-Tonev","https://www.transfermarkt.com/aleksandar-tonev/profil/spieler/87282",12,"Yes",30,35,"19 years","2009",9,210,33,210,11,"both","Attack","178",19,178,2009,0.818181818181818,"both",1,"[18,21)","[165,180]","(3,9]","2000s","Bulgaria","Rest_of_World"
"Lacina Traoré","Cote d'Ivoire","https://fbref.com/en/players/883f251e/Lacina-Traore","https://www.transfermarkt.com/lacina-traor/profil/spieler/69006",15,"Yes",33,35,"18 years","2008",10,407,74,240,12,"left","Attack","203",18,203,2008,0.833333333333333,"left",1,"[18,21)","(185,203]","(9,57]","2000s","Cote d'Ivoire","Rest_of_World"
"Ryan Tunnicliffe","England","https://fbref.com/en/players/534e83a0/Ryan-Tunnicliffe","https://www.transfermarkt.com/ryan-tunnicliffe/profil/spieler/110868",14,"No",NA,32,"18 years","2011",1,93,17,366,14,"right","Midfield","183",18,183,2011,0.0714285714285714,"right",0,"[18,21)","(180,185]","[0,3]","2010s","England","UK_Ireland"
"Ben Turner","England  Wales","https://fbref.com/en/players/b034ebe2/Ben-Turner","https://www.transfermarkt.com/ben-turner/profil/spieler/39518",17,"Yes",34,37,"18 years","2006",0,0,0,343,16,"left","Defender","193",18,193,2006,0,"left",1,"[18,21)","(185,203]","[0,3]","2000s","England Wales","UK_Ireland"
"Álvaro Vázquez","Spain","https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez","https://www.transfermarkt.com/lvaro-vzquez/profil/spieler/141835",15,"No",NA,34,"19 years","2010",8,336,38,333,14,"right","Attack","182",19,182,2010,0.571428571428571,"right",0,"[18,21)","(180,185]","(3,9]","2010s","Spain","EU_Major"
"Miloš Veljković","Serbia  Switzerland","https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic","https://www.transfermarkt.com/milo-veljkovi/profil/spieler/202228",12,"No",NA,30,"17 years","2013",34,738,114,267,13,"right","Defender","184",17,184,2013,2.61538461538462,"right",0,"[15,18)","(180,185]","(9,57]","2010s","Serbia Switzerland","Rest_of_World"
"Santiago Vergini","Argentina  Italy","https://fbref.com/en/players/6d041dd0/Santiago-Vergini","https://www.transfermarkt.com/santiago-vergini/profil/spieler/94783",10,"Yes",33,37,"24 years","2013",0,0,0,151,10,"right","Defender","191",24,191,2013,0,"right",1,"[24,30]","(185,203]","[0,3]","2010s","Argentina Italy","EU_Major"
"Matěj Vydra","Czech Republic","https://fbref.com/en/players/0d4ceb32/Matej-Vydra","https://www.transfermarkt.com/matj-vydra/profil/spieler/101500",17,"No",NA,33,"17 years","2009",8,385,100,451,17,"right","Attack","180",17,180,2009,0.470588235294118,"right",0,"[15,18)","[165,180]","(3,9]","2000s","Czech Republic","Rest_of_World"
"Victor Wanyama","Kenya","https://fbref.com/en/players/e0900238/Victor-Wanyama","https://www.transfermarkt.com/victor-wanyama/profil/spieler/77760",16,"No",NA,34,"18 years","2009",9,315,63,440,17,"right","Midfield","188",18,188,2009,0.529411764705882,"right",0,"[18,21)","(185,203]","(3,9]","2000s","Kenya","Rest_of_World"
"Joel Ward","England","https://fbref.com/en/players/8a7ff278/Joel-Ward","https://www.transfermarkt.com/joel-ward/profil/spieler/92572",16,"No",NA,36,"18 years","2008",8,273,43,469,17,"right","Defender","188",18,188,2008,0.470588235294118,"right",0,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"Peter Whittingham","England","https://fbref.com/en/players/f2286f20/Peter-Whittingham","https://www.transfermarkt.com/peter-whittingham/profil/spieler/3762",17,"No",NA,41,"17 years","2002",0,0,0,512,17,"left","Midfield","178",17,178,2002,0,"left",0,"[15,18)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Jonny Williams","Wales  England","https://fbref.com/en/players/49b8432c/Jonny-Williams","https://www.transfermarkt.com/jonny-williams/profil/spieler/170322",15,"No",NA,32,"17 years","2011",5,345,65,368,15,"both","Attack","168",17,168,2011,0.333333333333333,"both",0,"[15,18)","[165,180]","(3,9]","2010s","Wales England","UK_Ireland"
"Magnus Wolff Eikrem","Norway","https://fbref.com/en/players/3a770838/Magnus-Wolff-Eikrem","https://www.transfermarkt.com/magnus-wolff-eikrem/profil/spieler/54775",15,"No",NA,35,"20 years","Not found",5,227,25,389,22,"right","Attack","183",20,183,NA,0.227272727272727,"right",0,"[18,21)","(180,185]","(3,9]","NAs","Norway","Rest_of_World"
"Ricky van Wolfswinkel","Netherlands","https://fbref.com/en/players/dbe16ade/Ricky-van-Wolfswinkel","https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355",17,"No",NA,36,"18 years","2007",18,613,86,527,19,"right","Attack","185",18,185,2007,0.947368421052632,"right",0,"[18,21)","(180,185]","(9,57]","2000s","Netherlands","EU_Major"
"Cauley Woodrow","England","https://fbref.com/en/players/d3085b49/Cauley-Woodrow","https://www.transfermarkt.com/cauley-woodrow/profil/spieler/169801",12,"No",NA,31,"18 years","2013",2,87,19,373,13,"right","Attack","184",18,184,2013,0.153846153846154,"right",0,"[18,21)","(180,185]","[0,3]","2010s","England","UK_Ireland"
"Joseph Yobo","Nigeria  England","https://fbref.com/en/players/acd633df/Joseph-Yobo","https://www.transfermarkt.com/joseph-yobo/profil/spieler/3270",16,"Yes",35,45,"20 years","2001",7,138,28,360,13,"right","Defender","188",20,188,2001,0.538461538461538,"right",1,"[18,21)","(185,203]","(3,9]","2000s","Nigeria England","UK_Ireland"
"Wilfried Zaha","Cote d'Ivoire  England","https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha","https://www.transfermarkt.com/wilfried-zaha/profil/spieler/145988",16,"No",NA,33,"16 years","2009",24,478,73,532,17,"right","Attack","180",16,180,2009,1.41176470588235,"right",0,"[15,18)","[165,180]","(9,57]","2000s","Cote d'Ivoire England","UK_Ireland"
"Elsad Zverotić","Montenegro  Switzerland","https://fbref.com/en/players/e7fd18a4/Elsad-Zverotic","https://www.transfermarkt.com/elsad-zveroti/profil/spieler/25542",17,"Yes",34,39,"21 years","2008",5,163,24,264,10,"right","Defender","178",21,178,2008,0.5,"right",1,"[21,24)","[165,180]","(3,9]","2000s","Montenegro Switzerland","Rest_of_World"
"Rolando Aarons","Jamaica  England","https://fbref.com/en/players/c5942695/Rolando-Aarons","https://www.transfermarkt.com/rolando-aarons/profil/spieler/258188",12,"No",NA,30,"18 years","2014",7,678,130,103,10,"left","Attack","175",18,175,2014,0.7,"left",0,"[18,21)","[165,180]","(3,9]","2010s","Jamaica England","UK_Ireland"
"Mehdi Abeid","Algeria  France","https://fbref.com/en/players/a4c3f7af/Mehdi-Abeid","https://www.transfermarkt.com/mehdi-abeid/profil/spieler/111036",11,"No",NA,33,"19 years","2012",11,373,61,251,11,"right","Midfield","178",19,178,2012,1,"right",0,"[18,21)","[165,180]","(9,57]","2010s","Algeria France","EU_Major"
"Toby Alderweireld","Belgium","https://fbref.com/en/players/f7d50789/Toby-Alderweireld","https://www.transfermarkt.com/toby-alderweireld/profil/spieler/42710",17,"Yes",36,36,"19 years","2008",15,446,84,475,15,"right","Defender","187",19,187,2008,1,"right",1,"[18,21)","(185,203]","(9,57]","2000s","Belgium","EU_Major"
"Jak Alnwick","England","https://fbref.com/en/players/b0835fc0/Jak-Alnwick","https://www.transfermarkt.com/jak-alnwick/profil/spieler/128895",11,"No",NA,32,"18 years","2011",4,117,15,295,12,"left","Goalkeeper","187",18,187,2011,0.333333333333333,"left",0,"[18,21)","(185,203]","(3,9]","2010s","England","UK_Ireland"
"Ricky Álvarez","Argentina  Italy","https://fbref.com/en/players/92a5ac34/Ricky-Alvarez","https://www.transfermarkt.com/ricky-lvarez/profil/spieler/76077",13,"Yes",33,37,"23 years","2011",14,758,107,193,11,"left","Midfield","188",23,188,2011,1.27272727272727,"left",1,"[21,24)","(185,203]","(9,57]","2010s","Argentina Italy","EU_Major"
"Scott Arfield","Canada  Scotland","https://fbref.com/en/players/b1313ec4/Scott-Arfield","https://www.transfermarkt.com/scott-arfield/profil/spieler/55291",19,"No",NA,37,"18 years","2007",8,214,34,652,20,"right","Midfield","178",18,178,2007,0.4,"right",0,"[18,21)","[165,180]","(3,9]","2000s","Canada Scotland","UK_Ireland"
"Christian Atsu","Ghana","https://fbref.com/en/players/8816329f/Christian-Atsu","https://www.transfermarkt.com/christian-atsu/profil/spieler/186997",12,"No",NA,33,"19 years","2011",7,237,36,243,12,"left","Attack","172",19,172,2011,0.583333333333333,"left",0,"[18,21)","[165,180]","(3,9]","2010s","Ghana","Rest_of_World"
"Charlie Austin","England","https://fbref.com/en/players/8d228291/Charlie-Austin","https://www.transfermarkt.com/charlie-austin/profil/spieler/129627",15,"No",NA,36,"20 years","2009",7,443,71,481,15,"right","Attack","188",20,188,2009,0.466666666666667,"right",0,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"Ashley Barnes","England","https://fbref.com/en/players/2691c772/Ashley-Barnes","https://www.transfermarkt.com/ashley-barnes/profil/spieler/63200",17,"No",NA,36,"17 years","2007",10,816,80,550,19,"right","Attack","183",17,183,2007,0.526315789473684,"right",0,"[15,18)","(180,185]","(9,57]","2000s","England","UK_Ireland"
"Modou Barrow","The Gambia  Sweden","https://fbref.com/en/players/75783f5f/Modou-Barrow","https://www.transfermarkt.com/modou-barrow/profil/spieler/189070",14,"No",NA,33,"19 years","Not found",8,193,34,309,13,"left","Attack","176",19,176,NA,0.615384615384615,"left",0,"[18,21)","[165,180]","(3,9]","NAs","The Gambia Sweden","Rest_of_World"
"Héctor Bellerín","Spain","https://fbref.com/en/players/f874dd44/Hector-Bellerin","https://www.transfermarkt.com/hctor-bellern/profil/spieler/191217",12,"No",NA,30,"18 years","2013",11,558,107,354,13,"right","Defender","177",18,177,2013,0.846153846153846,"right",0,"[18,21)","[165,180]","(9,57]","2010s","Spain","EU_Major"
"Muhamed Bešić","Bosnia-Herzegovina  Germany","https://fbref.com/en/players/7ca9f0f0/Muhamed-Besic","https://www.transfermarkt.com/muhamed-bei/profil/spieler/93905",15,"No",NA,33,"17 years","2010",6,557,85,242,14,"right","Midfield","177",17,177,2010,0.428571428571429,"right",0,"[15,18)","[165,180]","(3,9]","2010s","Bosnia-Herzegovina Germany","EU_Major"
"Tyler Blackett","England  Barbados","https://fbref.com/en/players/a68a5466/Tyler-Blackett","https://www.transfermarkt.com/tyler-blackett/profil/spieler/134414",12,"No",NA,31,"19 years","2013",3,87,11,217,12,"left","Defender","186",19,186,2013,0.25,"left",0,"[18,21)","(185,203]","[0,3]","2010s","England Barbados","UK_Ireland"
"Sebastián Blanco","Argentina  Spain","https://fbref.com/en/players/4ddd0834/Sebastian-Blanco","https://www.transfermarkt.com/sebastin-blanco/profil/spieler/54576",20,"No",NA,37,"23 years","2011",6,575,65,382,17,"both","Attack","168",23,168,2011,0.352941176470588,"both",0,"[21,24)","[165,180]","(3,9]","2010s","Argentina Spain","EU_Major"
"Daley Blind","Netherlands","https://fbref.com/en/players/691bef82/Daley-Blind","https://www.transfermarkt.com/daley-blind/profil/spieler/12282",17,"No",NA,35,"18 years","2008",10,351,62,542,18,"left","Defender","180",18,180,2008,0.555555555555556,"left",0,"[18,21)","[165,180]","(9,57]","2000s","Netherlands","EU_Major"
"Tyias Browning","China  England","https://fbref.com/en/players/c4e180f0/Tyias-Browning","https://www.transfermarkt.com/tyias-browning/profil/spieler/156934",12,"No",NA,31,"19 years","2013",3,492,69,198,13,"right","Defender","181",19,181,2013,0.230769230769231,"right",0,"[18,21)","(180,185]","[0,3]","2010s","China England","UK_Ireland"
"Will Buckley","England  Ireland","https://fbref.com/en/players/b1929302/Will-Buckley","https://www.transfermarkt.com/will-buckley/profil/spieler/77329",10,"Yes",30,36,"17 years","2007",1,85,12,309,13,"Not found","Attack","183",17,183,2007,0.0769230769230769,"unknown",1,"[15,18)","(180,185]","[0,3]","2000s","England Ireland","UK_Ireland"
"Reece Burke","England","https://fbref.com/en/players/a681b7b7/Reece-Burke","https://www.transfermarkt.com/reece-burke/profil/spieler/264220",11,"No",NA,29,"17 years","2014",20,712,119,295,12,"right","Defender","188",17,188,2014,1.66666666666667,"right",0,"[15,18)","(185,203]","(9,57]","2010s","England","UK_Ireland"
"Willy Caballero","Argentina  Spain","https://fbref.com/en/players/a179d516/Willy-Caballero","https://www.transfermarkt.com/willy-caballero/profil/spieler/19948",21,"Yes",41,44,"22 years","2004",3,299,44,401,18,"right","Goalkeeper","185",22,185,2004,0.166666666666667,"right",1,"[21,24)","(180,185]","[0,3]","2000s","Argentina Spain","EU_Major"
"Rémy Cabella","France  Italy","https://fbref.com/en/players/148e136f/Remy-Cabella","https://www.transfermarkt.com/rmy-cabella/profil/spieler/113707",15,"No",NA,35,"20 years","2010",10,654,96,467,16,"right","Attack","171",20,171,2010,0.625,"right",0,"[18,21)","[165,180]","(9,57]","2010s","France Italy","EU_Major"
"Esteban Cambiasso","Argentina  Italy","https://fbref.com/en/players/4d801075/Esteban-Cambiasso","https://www.transfermarkt.com/esteban-cambiasso/profil/spieler/7520",20,"Yes",36,45,"21 years","2002",12,176,33,511,15,"left","Midfield","177",21,177,2002,0.8,"left",1,"[21,24)","[165,180]","(9,57]","2000s","Argentina Italy","EU_Major"
"Joel Campbell","Costa Rica","https://fbref.com/en/players/895ff3ca/Joel-Campbell","https://www.transfermarkt.com/joel-campbell/profil/spieler/131248",16,"No",NA,33,"19 years","2011",12,367,67,348,16,"left","Attack","178",19,178,2011,0.75,"left",0,"[18,21)","[165,180]","(9,57]","2010s","Costa Rica","Rest_of_World"
"Emre Can","Germany  Türkiye","https://fbref.com/en/players/a65ce836/Emre-Can","https://www.transfermarkt.com/emre-can/profil/spieler/119296",12,"No",NA,31,"18 years","2012",26,653,139,459,14,"right","Defender","184",18,184,2012,1.85714285714286,"right",0,"[18,21)","(180,185]","(9,57]","2010s","Germany Türkiye","EU_Major"
"Nathaniel Chalobah","England  Sierra Leone","https://fbref.com/en/players/422862ea/Nathaniel-Chalobah","https://www.transfermarkt.com/nathaniel-chalobah/profil/spieler/128900",13,"No",NA,30,"17 years","2012",14,560,91,299,14,"right","Midfield","185",17,185,2012,1,"right",0,"[15,18)","(180,185]","(9,57]","2010s","England Sierra Leone","UK_Ireland"
"Andreas Christensen","Denmark","https://fbref.com/en/players/1cb49278/Andreas-Christensen","https://www.transfermarkt.com/andreas-christensen/profil/spieler/196948",10,"No",NA,29,"18 years","2014",29,537,120,335,13,"right","Defender","188",18,188,2014,2.23076923076923,"right",0,"[18,21)","(185,203]","(9,57]","2010s","Denmark","Rest_of_World"
"Brandon Comley","Montserrat  England","https://fbref.com/en/players/caf7a176/Brandon-Comley","https://www.transfermarkt.com/brandon-comley/profil/spieler/362809",11,"No",NA,30,"18 years","2014",1,78,14,278,12,"right","Midfield","180",18,180,2014,0.0833333333333333,"right",0,"[18,21)","[165,180]","[0,3]","2010s","Montserrat England","UK_Ireland"
"Diego Costa","Spain  Brazil","https://fbref.com/en/players/a190d597/Diego-Costa","https://www.transfermarkt.com/diego-costa/profil/spieler/44779",20,"No",NA,37,"17 years","2006",30,769,143,512,19,"right","Attack","188",17,188,2006,1.57894736842105,"right",0,"[15,18)","(185,203]","(9,57]","2000s","Spain Brazil","EU_Major"
"Thibaut Courtois","Belgium","https://fbref.com/en/players/1840e36d/Thibaut-Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390",17,"No",NA,33,"16 years","2008",24,648,128,637,18,"left","Goalkeeper","199",16,199,2008,1.33333333333333,"left",0,"[15,18)","(185,203]","(9,57]","2000s","Belgium","EU_Major"
"Aaron Cresswell","England","https://fbref.com/en/players/4f974391/Aaron-Cresswell","https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571",14,"No",NA,35,"18 years","2008",16,252,36,582,18,"left","Defender","170",18,170,2008,0.888888888888889,"left",0,"[18,21)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Juan Cuadrado","Colombia  Italy","https://fbref.com/en/players/0ab1f153/Juan-Cuadrado","https://www.transfermarkt.com/juan-cuadrado/profil/spieler/91970",16,"No",NA,37,"21 years","2009",23,631,115,535,17,"right","Midfield","178",21,178,2009,1.35294117647059,"right",0,"[21,24)","[165,180]","(9,57]","2000s","Colombia Italy","EU_Major"
"Jason Davidson","Australia  Greece","https://fbref.com/en/players/46bcd68d/Jason-Davidson","https://www.transfermarkt.com/jason-davidson/profil/spieler/137669",16,"No",NA,34,"18 years","2009",6,219,26,251,15,"left","Defender","180",18,180,2009,0.4,"left",0,"[18,21)","[165,180]","(3,9]","2000s","Australia Greece","Rest_of_World"
"Ángel Di María","Argentina  Italy","https://fbref.com/en/players/19cda00b/Angel-Di-Maria","https://www.transfermarkt.com/ngel-di-mara/profil/spieler/45320",20,"No",NA,37,"19 years","2007",51,748,146,723,19,"left","Attack","180",19,180,2007,2.68421052631579,"left",0,"[18,21)","[165,180]","(9,57]","2000s","Argentina Italy","EU_Major"
"Eric Dier","England  Portugal","https://fbref.com/en/players/ac861941/Eric-Dier","https://www.transfermarkt.com/eric-dier/profil/spieler/175722",13,"No",NA,31,"18 years","2012",28,444,79,445,14,"right","Defender","188",18,188,2012,2,"right",0,"[18,21)","(185,203]","(9,57]","2010s","England Portugal","UK_Ireland"
"Michael Doughty","Wales  England","https://fbref.com/en/players/e98740ac/Michael-Doughty","https://www.transfermarkt.com/michael-doughty/profil/spieler/173832",7,"Yes",27,33,"18 years","2011",2,78,15,228,10,"left","Midfield","185",18,185,2011,0.2,"left",1,"[18,21)","(180,185]","[0,3]","2010s","Wales England","UK_Ireland"
"Danny Drinkwater","England","https://fbref.com/en/players/2649ff32/Danny-Drinkwater","https://www.transfermarkt.com/danny-drinkwater/profil/spieler/73491",15,"No",NA,35,"19 years","2009",12,465,80,358,13,"right","Midfield","178",19,178,2009,0.923076923076923,"right",0,"[18,21)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Eljero Elia","Netherlands  Suriname","https://fbref.com/en/players/05cb19c5/Eljero-Elia","https://www.transfermarkt.com/eljero-elia/profil/spieler/27805",21,"No",NA,38,"17 years","2004",22,627,108,444,18,"right","Attack","176",17,176,2004,1.22222222222222,"right",0,"[15,18)","[165,180]","(9,57]","2000s","Netherlands Suriname","EU_Major"
"Radamel Falcao","Colombia  Venezuela","https://fbref.com/en/players/66116290/Radamel-Falcao","https://www.transfermarkt.com/radamel-falcao/profil/spieler/39152",20,"No",NA,39,"23 years","2009",35,1480,283,480,17,"right","Attack","177",23,177,2009,2.05882352941176,"right",0,"[21,24)","[165,180]","(9,57]","2000s","Colombia Venezuela","Rest_of_World"
"Federico Fazio","Argentina  Italy","https://fbref.com/en/players/4e358a2d/Federico-Fazio","https://www.transfermarkt.com/federico-fazio/profil/spieler/45314",17,"Yes",37,38,"20 years","2007",22,463,82,431,17,"right","Defender","195",20,195,2007,1.29411764705882,"right",1,"[18,21)","(185,203]","(9,57]","2000s","Argentina Italy","EU_Major"
"Federico Fernández","Argentina  Italy","https://fbref.com/en/players/f25b010f/Federico-Fernandez","https://www.transfermarkt.com/federico-fernndez/profil/spieler/85475",15,"Yes",35,36,"22 years","2011",12,288,41,321,14,"right","Defender","189",22,189,2011,0.857142857142857,"right",1,"[21,24)","(185,203]","(9,57]","2010s","Argentina Italy","EU_Major"
"Fraser Forster","England","https://fbref.com/en/players/c3e39f12/Fraser-Forster","https://www.transfermarkt.com/fraser-forster/profil/spieler/52570",11,"No",NA,37,"20 years","2008",6,577,70,441,17,"right","Goalkeeper","201",20,201,2008,0.352941176470588,"right",0,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"Darnell Furlong","England  Montserrat","https://fbref.com/en/players/3ec9195b/Darnell-Furlong","https://www.transfermarkt.com/darnell-furlong/profil/spieler/351755",11,"No",NA,30,"18 years","2014",1,43,6,386,12,"right","Defender","180",18,180,2014,0.0833333333333333,"right",0,"[18,21)","[165,180]","[0,3]","2010s","England Montserrat","UK_Ireland"
"Brendan Galloway","Zimbabwe  England","https://fbref.com/en/players/321506b3/Brendan-Galloway","https://www.transfermarkt.com/brendan-galloway/profil/spieler/208244",10,"No",NA,29,"15 years","2011",13,1417,243,159,15,"left","Defender","186",15,186,2011,0.866666666666667,"left",0,"[15,18)","(185,203]","(9,57]","2010s","Zimbabwe England","UK_Ireland"
"Cristian Gamboa","Costa Rica","https://fbref.com/en/players/f27680d9/Cristian-Gamboa","https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686",17,"Yes",35,36,"21 years","Not found",10,281,38,246,17,"right","Defender","175",21,175,NA,0.588235294117647,"right",1,"[21,24)","[165,180]","(9,57]","NAs","Costa Rica","Rest_of_World"
"Dominic Gape","England","https://fbref.com/en/players/f744b4df/Dominic-Gape","https://www.transfermarkt.com/dominic-gape/profil/spieler/226964",11,"No",NA,31,"19 years","2014",2,131,19,236,11,"right","Midfield","180",19,180,2014,0.181818181818182,"right",0,"[18,21)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"Florin Gardoș","Romania","https://fbref.com/en/players/70eb7e9d/Florin-Gardos","https://www.transfermarkt.com/florin-gardo/profil/spieler/57423",13,"Yes",34,37,"21 years","2010",5,440,66,186,10,"right","Defender","194",21,194,2010,0.5,"right",1,"[21,24)","(185,203]","(3,9]","2010s","Romania","Rest_of_World"
"Carles Gil","Spain","https://fbref.com/en/players/11c30a46/Carles-Gil","https://www.transfermarkt.com/carles-gil/profil/spieler/127987",14,"No",NA,33,"19 years","2012",14,725,68,369,14,"left","Attack","170",19,170,2012,1,"left",0,"[18,21)","[165,180]","(9,57]","2010s","Spain","EU_Major"
"Bafétimbi Gomis","France  Senegal","https://fbref.com/en/players/3d6686f9/Bafetimbi-Gomis","https://www.transfermarkt.com/baftimbi-gomis/profil/spieler/22388",21,"Yes",39,40,"18 years","2004",6,97,14,657,22,"right","Attack","185",18,185,2004,0.272727272727273,"right",1,"[18,21)","(180,185]","(3,9]","2000s","France Senegal","EU_Major"
"Kenji Gorré","Curacao  Netherlands","https://fbref.com/en/players/52d1a4c6/Kenji-Gorre","https://www.transfermarkt.com/kenji-gorr/profil/spieler/374889",11,"No",NA,31,"19 years","2014",2,50,8,139,8,"right","Attack","178",19,178,2014,0.25,"right",0,"[18,21)","[165,180]","[0,3]","2010s","Curacao Netherlands","EU_Major"
"Reece Grego-Cox","Ireland  England","https://fbref.com/en/players/16f65d25/Reece-Grego-Cox","https://www.transfermarkt.com/reece-grego-cox/profil/spieler/264199",11,"No",NA,29,"17 years","2014",1,619,75,170,10,"right","Midfield","170",17,170,2014,0.1,"right",0,"[15,18)","[165,180]","[0,3]","2010s","Ireland England","UK_Ireland"
"Matt Grimes","England","https://fbref.com/en/players/81a487b9/Matt-Grimes","https://www.transfermarkt.com/matt-grimes/profil/spieler/265471",11,"No",NA,30,"18 years","2013",0,0,0,494,13,"left","Midfield","178",18,178,2013,0,"left",0,"[18,21)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"Ben Hamer","England","https://fbref.com/en/players/d822a850/Ben-Hamer","https://www.transfermarkt.com/ben-hamer/profil/spieler/67283",14,"No",NA,38,"18 years","2006",4,271,36,379,18,"right","Goalkeeper","180",18,180,2006,0.222222222222222,"right",0,"[18,21)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Dean Hammond","England","https://fbref.com/en/players/577c12e5/Dean-Hammond","https://www.transfermarkt.com/dean-hammond/profil/spieler/33065",18,"Yes",37,42,"19 years","2002",0,0,0,443,15,"right","Midfield","183",19,183,2002,0,"right",1,"[18,21)","(180,185]","[0,3]","2000s","England","UK_Ireland"
"Tom Heaton","England","https://fbref.com/en/players/a6de6361/Tom-Heaton","https://www.transfermarkt.com/tom-heaton/profil/spieler/34130",17,"No",NA,39,"19 years","2005",7,727,86,357,16,"right","Goalkeeper","187",19,187,2005,0.4375,"right",0,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"Rushian Hepburn-Murphy","England  Jamaica","https://fbref.com/en/players/1e2012a6/Rushian-Hepburn-Murphy","https://www.transfermarkt.com/rushian-hepburn-murphy/profil/spieler/314237",11,"No",NA,27,"15 years","2014",0,0,0,185,10,"right","Attack","187",15,187,2014,0,"right",0,"[15,18)","(185,203]","[0,3]","2010s","England Jamaica","UK_Ireland"
"Abel Hernández","Uruguay","https://fbref.com/en/players/a36da810/Abel-Hernandez","https://www.transfermarkt.com/abel-hernndez/profil/spieler/76608",19,"No",NA,35,"17 years","2008",21,1147,190,392,18,"left","Attack","185",17,185,2008,1.16666666666667,"left",0,"[15,18)","(180,185]","(9,57]","2000s","Uruguay","South_America"
"Ander Herrera","Spain","https://fbref.com/en/players/436a9dd0/Ander-Herrera","https://www.transfermarkt.com/ander-herrera/profil/spieler/99343",17,"No",NA,36,"18 years","2008",31,852,146,548,18,"right","Midfield","181",18,181,2008,1.72222222222222,"right",0,"[18,21)","(180,185]","(9,57]","2000s","Spain","EU_Major"
"Jake Hesketh","England","https://fbref.com/en/players/4c83c9f8/Jake-Hesketh","https://www.transfermarkt.com/jake-hesketh/profil/spieler/315185",11,"No",NA,29,"18 years","2014",2,157,17,159,8,"right","Attack","168",18,168,2014,0.25,"right",0,"[18,21)","[165,180]","[0,3]","2010s","England","UK_Ireland"
"Brown Ideye","Nigeria","https://fbref.com/en/players/f519b556/Brown-Ideye","https://www.transfermarkt.com/brown-ideye/profil/spieler/64308",17,"Yes",36,37,"18 years","2007",7,112,19,369,15,"right","Attack","180",18,180,2007,0.466666666666667,"right",1,"[18,21)","[165,180]","(3,9]","2000s","Nigeria","Rest_of_World"
