player_name,player_url,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury
Tom Davies,https://www.transfermarkt.com/tom-davies/profil/spieler/314210,21/22,Knee injury,19/11/2021,30/06/2022,224,224 days,26,26,N/A
Tom Davies,https://www.transfermarkt.com/tom-davies/profil/spieler/314210,20/21,bruise,28/10/2020,04/11/2020,8,8 days,1,1,N/A
Tom Davies,https://www.transfermarkt.com/tom-davies/profil/spieler/314210,19/20,Ill,30/01/2020,04/02/2020,6,6 days,1,1,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,20/21,Achilles tendon problems,14/02/2021,06/05/2021,82,82 days,16,16,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,20/21,Knee injury,28/09/2020,03/11/2020,37,37 days,6,6,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,20/21,Knee problems,01/09/2020,24/09/2020,24,24 days,4,4,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,19/20,Knee injury,12/07/2020,16/07/2020,5,5 days,0,-,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,19/20,Knee surgery,22/08/2019,05/11/2019,76,76 days,12,12,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,18/19,Hamstring injury,18/10/2018,08/11/2018,22,22 days,3,3,N/A
Troy Deeney,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,17/18,Groin injury,10/06/2017,19/08/2017,71,71 days,1,1,N/A
Joe Dodoo,https://www.transfermarkt.com/joe-dodoo/profil/spieler/261738,22/23,Ankle injury,10/07/2022,01/11/2022,115,115 days,0,-,N/A
Joe Dodoo,https://www.transfermarkt.com/joe-dodoo/profil/spieler/261738,16/17,Ankle injury,05/09/2016,30/09/2016,26,26 days,3,3,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,19/20,unknown injury,08/11/2019,28/11/2019,21,21 days,2,2,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,18/19,Ankle injury,17/12/2018,24/02/2019,70,70 days,7,7,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,17/18,flu,16/05/2018,22/05/2018,7,7 days,1,1,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,17/18,minor knock,01/03/2018,03/04/2018,34,34 days,5,5,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,17/18,Muscle injury,13/11/2017,04/12/2017,22,22 days,4,4,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,17/18,Muscle injury,28/09/2017,16/10/2017,19,19 days,3,3,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,16/17,Knock,08/12/2016,29/12/2016,22,22 days,2,2,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,14/15,minor knock,26/02/2015,02/03/2015,5,5 days,1,1,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,14/15,minor knock,29/09/2014,29/09/2014,1,1 days,0,-,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,14/15,Hamstring strain,14/08/2014,01/09/2014,19,19 days,3,3,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,13/14,Hamstring strain,25/11/2013,13/02/2014,81,81 days,4,4,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,13/14,Hip problems,29/08/2013,14/10/2013,47,47 days,9,9,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,13/14,Back problems,03/06/2013,18/07/2013,46,46 days,5,5,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,12/13,Herniated disc,06/08/2012,03/12/2012,120,120 days,23,23,N/A
Seydou Doumbia,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,10/11,Thigh problems,22/11/2010,20/12/2010,29,29 days,3,3,N/A
Kieran Dowell,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,23/24,surgery,16/01/2024,02/04/2024,78,78 days,15,15,N/A
Kieran Dowell,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,23/24,unknown injury,25/08/2023,22/10/2023,59,59 days,11,11,N/A
Kieran Dowell,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,20/21,Ankle surgery,20/09/2020,20/12/2020,92,92 days,14,14,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,22/23,Knee injury,14/01/2023,20/09/2023,250,250 days,43,43,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,22/23,Thigh problems,27/08/2022,01/11/2022,67,67 days,15,15,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,20/21,Virus,16/11/2020,28/11/2020,13,13 days,4,4,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,18/19,Hamstring injury,30/10/2018,24/11/2018,26,26 days,5,5,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,17/18,Ankle injury,22/04/2018,12/05/2018,21,21 days,5,5,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,16/17,Calf strain,26/01/2017,02/02/2017,8,8 days,4,4,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,13/14,Arm injury,12/09/2013,23/09/2013,12,12 days,3,3,N/A
Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,13/14,Shoulder injury,22/07/2013,25/07/2013,4,4 days,0,-,N/A
Tommy Elphick,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152,19/20,Cruciate ligament surgery,10/11/2019,10/01/2021,428,428 days,56,56,N/A
Tommy Elphick,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152,18/19,Bone edema,02/03/2019,22/04/2019,52,52 days,8,8,N/A
Tommy Elphick,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152,15/16,Achilles tendon problems,18/09/2015,08/01/2016,113,113 days,17,17,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,17/18,Knee injury,10/03/2018,21/05/2018,73,73 days,11,11,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,17/18,Adductor injury,10/08/2017,31/08/2017,22,22 days,4,4,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,16/17,unknown injury,20/02/2017,02/04/2017,42,42 days,7,7,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,14/15,unknown injury,21/05/2015,01/06/2015,12,12 days,2,2,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,14/15,unknown injury,09/05/2015,14/05/2015,6,6 days,1,1,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,14/15,Inner ligament injury,23/12/2014,01/01/2015,10,10 days,1,1,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,13/14,Partial muscle tear,27/01/2014,14/02/2014,19,19 days,4,4,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,12/13,Arthroscopy,28/04/2013,13/06/2013,47,47 days,7,7,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,12/13,Thigh problems,06/02/2013,20/03/2013,43,43 days,3,3,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,10/11,Bruised back,02/05/2011,23/05/2011,22,22 days,3,3,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,10/11,Internal ligament tear,14/02/2011,14/04/2011,60,60 days,8,8,N/A
Emmanuel Emenike,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,09/10,unknown injury,30/08/2009,05/10/2009,37,37 days,6,6,N/A
Sam Field,https://www.transfermarkt.com/sam-field/profil/spieler/387331,24/25,Ankle injury,23/02/2025,01/04/2025,38,38 days,5,5,N/A
Sam Field,https://www.transfermarkt.com/sam-field/profil/spieler/387331,21/22,Knee surgery,23/07/2021,04/11/2021,105,105 days,20,20,N/A
Sam Field,https://www.transfermarkt.com/sam-field/profil/spieler/387331,20/21,Knee injury,22/10/2020,15/01/2021,86,86 days,13,13,N/A
Sam Field,https://www.transfermarkt.com/sam-field/profil/spieler/387331,19/20,Knee injury,23/10/2019,23/02/2020,124,124 days,20,20,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,22/23,Calf injury,20/12/2022,09/02/2023,52,52 days,10,10,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,21/22,Foot injury,17/04/2022,08/05/2022,22,22 days,6,6,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,21/22,muscular problems,17/02/2022,10/03/2022,22,22 days,6,6,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,21/22,Corona virus,01/01/2022,08/01/2022,8,8 days,1,1,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,21/22,Hamstring injury,03/11/2021,12/12/2021,40,40 days,10,10,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,21/22,Muscle injury,29/08/2021,22/09/2021,25,25 days,6,6,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,20/21,Knee injury,05/03/2021,01/04/2021,28,28 days,3,3,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,18/19,Muscle injury,03/05/2019,21/05/2019,19,19 days,3,3,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,18/19,Groin strain,25/04/2019,30/04/2019,6,6 days,1,1,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,18/19,Ankle problems,24/02/2019,02/03/2019,7,7 days,1,1,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,18/19,Eye injury,16/09/2018,17/09/2018,2,2 days,0,-,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,16/17,muscular problems,12/05/2017,18/05/2017,7,7 days,1,1,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,16/17,Groin strain,11/09/2016,18/09/2016,8,8 days,1,1,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,15/16,Hamstring injury,17/03/2016,04/04/2016,19,19 days,4,4,N/A
Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,15/16,Back injury,24/09/2015,19/10/2015,26,26 days,6,6,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,23/24,Fitness,10/10/2023,31/12/2023,83,83 days,15,15,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,23/24,Knee injury,31/08/2023,09/10/2023,40,40 days,7,7,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,21/22,Hamstring injury,18/03/2022,29/07/2022,134,134 days,8,8,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,20/21,Cruciate ligament tear,01/03/2021,07/01/2022,313,313 days,36,36,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,19/20,Knee injury,12/01/2020,29/02/2020,49,49 days,10,10,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,18/19,Cruciate ligament surgery,13/04/2019,09/01/2020,272,272 days,35,35,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,18/19,Shoulder injury,29/09/2018,26/10/2018,28,28 days,2,2,N/A
Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,16/17,Shoulder injury,27/04/2017,20/05/2017,24,24 days,6,6,N/A
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,19/20,Knee injury,01/03/2020,30/06/2020,122,122 days,3,3,N/A
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,19/20,Head injury,22/12/2019,31/12/2019,10,10 days,2,2,N/A
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,18/19,Cruciate ligament tear,26/12/2018,21/09/2019,270,270 days,27,27,N/A
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,17/18,Hamstring injury,12/08/2017,09/09/2017,29,29 days,3,3,N/A
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,16/17,Hamstring injury,13/02/2017,11/03/2017,27,27 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,21/22,Hamstring injury,10/06/2022,20/06/2022,11,11 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,21/22,Thigh problems,08/05/2022,16/05/2022,9,9 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,20/21,Groin injury,18/07/2020,12/09/2020,57,57 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,17/18,Eye injury,13/09/2017,22/09/2017,10,10 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,15/16,bruise,24/10/2015,07/11/2015,15,15 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,14/15,minor knock,06/04/2015,09/04/2015,4,4 days,0,-,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,14/15,minor knock,15/09/2014,15/09/2014,1,1 days,0,-,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,13/14,Knee surgery,11/03/2014,25/07/2014,137,137 days,12,12,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,13/14,Knee problems,29/01/2014,13/02/2014,16,16 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,13/14,Knee problems,20/09/2013,07/10/2013,18,18 days,5,5,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,13/14,Cruciate ligament strain,13/09/2013,16/09/2013,4,4 days,1,1,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,12/13,Back injury,22/02/2013,05/03/2013,12,12 days,2,2,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,12/13,Ill,04/02/2013,07/02/2013,4,4 days,1,1,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,12/13,Dental surgery,17/07/2012,23/07/2012,7,7 days,0,-,N/A
Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,11/12,cold,03/04/2012,06/04/2012,4,4 days,1,1,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,23/24,Knee injury,29/02/2024,01/07/2024,124,124 days,21,21,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,22/23,Muscle injury,02/10/2022,10/10/2022,9,9 days,1,1,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,19/20,Achilles tendon problems,27/05/2020,27/08/2020,93,93 days,11,11,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,17/18,Knee surgery,17/07/2017,04/02/2018,203,203 days,45,45,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,16/17,Meniscus injury,29/03/2017,17/07/2017,111,111 days,11,11,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,12/13,Cruciate ligament tear,29/10/2012,23/05/2013,207,207 days,22,22,N/A
Ramiro Funes Mori,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,11/12,Appendicitis,08/11/2011,05/12/2011,28,28 days,4,4,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,21/22,Corona virus,12/01/2022,15/01/2022,4,4 days,1,1,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,21/22,Corona virus,01/08/2021,16/08/2021,16,16 days,3,3,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,20/21,Hamstring injury,20/10/2020,25/10/2020,6,6 days,1,1,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,20/21,Ankle injury,20/09/2020,02/10/2020,13,13 days,1,1,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,19/20,Hamstring injury,09/12/2019,01/01/2020,24,24 days,4,4,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,19/20,Groin injury,11/10/2019,28/10/2019,18,18 days,3,3,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,19/20,Rest,24/09/2019,26/09/2019,3,3 days,1,1,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,18/19,Groin strain,27/01/2019,05/02/2019,10,10 days,2,2,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,18/19,Groin strain,12/12/2018,25/12/2018,14,14 days,2,2,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,18/19,Ankle injury,15/10/2018,20/10/2018,6,6 days,1,1,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,18/19,Knee injury,25/08/2018,16/09/2018,23,23 days,3,3,N/A
Idrissa Gana Gueye,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,11/12,Hand injury,23/11/2011,08/12/2011,16,16 days,2,2,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,25/26,Hamstring injury,25/09/2025,16/10/2025,22,22 days,2,2,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,25/26,Hamstring injury,14/08/2025,11/09/2025,29,29 days,4,4,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,25/26,Hamstring injury,21/07/2025,31/07/2025,11,11 days,1,1,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,23/24,Fitness,27/12/2023,06/01/2024,11,11 days,1,1,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,23/24,Cruciate ligament injury,30/10/2023,27/12/2023,59,59 days,6,6,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,23/24,Fitness,15/10/2023,30/10/2023,16,16 days,2,2,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,22/23,Cruciate ligament tear,26/01/2023,15/10/2023,263,263 days,28,28,N/A
Manu García,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,15/16,unknown injury,13/12/2015,06/02/2016,56,56 days,4,4,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,25/26,Knock,25/01/2026,09/02/2026,16,16 days,3,3,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,25/26,Hamstring injury,14/12/2025,02/01/2026,20,20 days,3,3,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,25/26,Achilles tendon problems,14/07/2025,14/08/2025,32,32 days,1,1,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,24/25,Hamstring injury,09/02/2025,15/05/2025,96,96 days,16,16,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,24/25,Hamstring injury,29/12/2024,07/02/2025,41,41 days,10,10,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,23/24,Virus,08/02/2024,13/02/2024,6,6 days,1,1,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,22/23,Muscle injury,21/02/2023,14/03/2023,22,22 days,4,4,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,21/22,Calf injury,03/11/2021,05/12/2021,33,33 days,9,9,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,20/21,Patellar tendon problems,11/11/2020,30/06/2021,232,232 days,51,51,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,19/20,Knock,01/03/2020,02/03/2020,2,2 days,0,-,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,18/19,Ankle surgery,05/12/2018,08/04/2019,125,125 days,24,24,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,18/19,Knock,05/08/2018,11/08/2018,7,7 days,0,-,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,17/18,Ankle surgery,08/05/2018,01/07/2018,55,55 days,7,7,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,17/18,Ankle injury,23/03/2018,20/04/2018,29,29 days,6,6,N/A
Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,16/17,Achilles tendon problems,15/07/2016,20/11/2016,129,129 days,20,20,N/A
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,21/22,Hamstring injury,23/04/2022,11/06/2022,50,50 days,7,7,N/A
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,21/22,Ankle injury,01/02/2022,01/04/2022,60,60 days,10,10,N/A
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,21/22,Corona virus,01/08/2021,17/08/2021,17,17 days,2,2,N/A
Lewis Grabban,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,20/21,Hip injury,24/10/2020,24/11/2020,32,32 days,5,5,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,24/25,unknown injury,18/01/2025,31/05/2025,134,134 days,3,3,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,22/23,Outer ligament problems,24/05/2023,07/06/2023,15,15 days,2,2,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,22/23,Hamstring strain,27/12/2022,02/01/2023,7,7 days,1,1,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,22/23,Foot injury,17/10/2022,20/10/2022,4,4 days,1,1,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,19/20,Hamstring strain,10/12/2019,15/02/2020,68,68 days,9,9,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,17/18,Leg injury,07/09/2017,16/10/2017,40,40 days,6,6,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,16/17,Hamstring injury,31/10/2016,07/11/2016,8,8 days,1,1,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,16/17,Hamstring injury,03/10/2016,17/10/2016,15,15 days,1,1,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,15/16,Cruciate ligament tear,03/09/2015,25/02/2016,176,176 days,37,37,N/A
Max Gradel,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,12/13,Cruciate ligament tear,28/03/2013,26/09/2013,183,183 days,28,28,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,24/25,Muscle injury,24/01/2025,03/02/2025,11,11 days,2,2,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,23/24,Shoulder injury,10/05/2024,20/06/2024,42,42 days,5,5,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,21/22,Ill,03/03/2022,08/03/2022,6,6 days,2,2,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,21/22,Hip injury,08/02/2022,25/02/2022,18,18 days,2,2,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,21/22,Ill,15/12/2021,17/12/2021,3,3 days,1,1,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,20/21,Ill,25/09/2020,02/10/2020,8,8 days,1,1,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,18/19,Ankle injury,25/09/2018,26/10/2018,32,32 days,5,5,N/A
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,16/17,Calf injury,11/11/2016,16/11/2016,6,6 days,1,1,N/A
André Green,https://www.transfermarkt.com/andr-green/profil/spieler/309841,21/22,unknown injury,11/03/2022,17/03/2022,7,7 days,2,2,N/A
André Green,https://www.transfermarkt.com/andr-green/profil/spieler/309841,21/22,unknown injury,30/09/2021,18/10/2021,19,19 days,3,3,N/A
André Green,https://www.transfermarkt.com/andr-green/profil/spieler/309841,17/18,Hamstring injury,09/09/2017,05/01/2018,119,119 days,21,21,N/A
Jakob Haugaard,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,24/25,unknown injury,13/07/2024,30/07/2024,18,18 days,3,3,N/A
Jakob Haugaard,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,20/21,unknown injury,19/06/2021,31/10/2021,135,135 days,18,18,N/A
Jakob Haugaard,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,20/21,unknown injury,29/01/2021,25/03/2021,56,56 days,3,3,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,20/21,Ill,12/01/2021,13/01/2021,2,2 days,0,-,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,19/20,Foot injury,01/06/2020,19/06/2020,19,19 days,0,-,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,19/20,Ankle injury,01/12/2019,31/12/2019,31,31 days,6,6,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,18/19,Hamstring injury,08/04/2019,26/04/2019,19,19 days,3,3,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,18/19,Calf injury,11/11/2018,30/11/2018,20,20 days,1,1,N/A
José Holebas,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,14/15,unknown injury,23/03/2015,01/04/2015,10,10 days,1,1,N/A
