player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
Jonathan Woodgate,3224,https://www.transfermarkt.com/jonathan-woodgate/profil/spieler/3224,17/10/1998,18 years 08 months 25 days,18,Premier League,18/08/2012,32,32,Championship,18
Nico Yennaris,122721,https://www.transfermarkt.com/nico-yennaris/profil/spieler/122721,22/01/2012,18 years 07 months 29 days,18,Premier League,14/02/2015,21,21,Championship,18
Karim El Ahmadi,25523,https://www.transfermarkt.com/karim-el-ahmadi/profil/spieler/25523,21/03/2004,19 years 01 month 23 days,19,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19
Nathan Aké,177476,https://www.transfermarkt.com/nathan-ak/profil/spieler/177476,26/12/2012,17 years 10 months 08 days,17,Premier League,4/4/2015,20,20,Championship,17
Hope Akpan,61559,https://www.transfermarkt.com/hope-akpan/profil/spieler/61559,19/01/2013,21 years 05 months 05 days,21,Premier League,25/04/2011,19,19,Championship,19
Vurnon Anita,30670,https://www.transfermarkt.com/vurnon-anita/profil/spieler/30670,19/03/2006,16 years 11 months 15 days,16,VriendenLoterij Eredivisie,5/8/2016,27,27,Championship,16
Oussama Assaidi,57275,https://www.transfermarkt.com/oussama-assaidi/profil/spieler/57275,4/10/2008,20 years 01 month 19 days,20,VriendenLoterij Eredivisie,23/02/2007,18,18,Keuken Kampioen Divisie,18
César Azpilicueta,57500,https://www.transfermarkt.com/csar-azpilicueta/profil/spieler/57500,8/4/2007,17 years 07 months 11 days,17,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,17
Kyle Bartley,67421,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421,12/2/2011,19 years 08 months 21 days,19,Scottish Premiership,9/2/2010,18,18,Championship,18
Luciano Becchio,71020,https://www.transfermarkt.com/luciano-becchio/profil/spieler/71020,2/2/2013,29 years 01 month 05 days,29,Premier League,30/01/2005,21,21,Segunda División,21
Joe Bennett,90964,https://www.transfermarkt.com/joe-bennett/profil/spieler/90964,24/05/2009,19 years 01 month 26 days,19,Premier League,26/09/2009,19,19,Championship,19
Christian Benteke,50201,https://www.transfermarkt.com/christian-benteke/profil/spieler/50201,22/02/2008,17 years 02 months 19 days,17,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,17
Gaël Bigirimana,158697,https://www.transfermarkt.com/gal-bigirimana/profil/spieler/158697,2/9/2012,18 years 10 months 11 days,18,Premier League,6/8/2011,17,17,Championship,17
Fabio Borini,96754,https://www.transfermarkt.com/fabio-borini/profil/spieler/96754,20/09/2009,18 years 05 months 22 days,18,Premier League,19/03/2011,19,19,Championship,18
Artur Boruc,15220,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,8/3/2002,22 years 16 days,22,Lotto Ekstraklasa,20/09/2014,34,34,Championship,22
Jordan Bowery,94655,https://www.transfermarkt.com/jordan-bowery/profil/spieler/94655,17/11/2012,21 years 04 months 15 days,21,Premier League,15/02/2014,22,22,Championship,21
Izzy Brown,245805,https://www.transfermarkt.com/izzy-brown/profil/spieler/245805,4/5/2013,16 years 03 months 27 days,16,Premier League,20/08/2016,19,19,Championship,16
Alexander Büttner,38003,https://www.transfermarkt.com/alexander-bttner/profil/spieler/38003,15/03/2008,19 years 01 month 04 days,19,VriendenLoterij Eredivisie,12/10/2016,27,27,1.Division,19
Geoff Cameron,31642,https://www.transfermarkt.com/geoff-cameron/profil/spieler/31642,29/03/2008,22 years 08 months 18 days,22,Major League Soccer,1/9/2018,33,33,Championship,22
Lee Camp,42411,https://www.transfermarkt.com/lee-camp/profil/spieler/42411,19/08/2007,19 years 11 months 06 days,19,Premier League,23/08/2006,18,18,Challenger Pro League,18
Eduard Campabadal,126722,https://www.transfermarkt.com/eduard-campabadal/profil/spieler/126722,19/05/2013,20 years 03 months 23 days,20,Premier League,8/12/2013,20,20,Segunda División,20
Adam Campbell,204354,https://www.transfermarkt.com/adam-campbell/profil/spieler/204354,10/3/2013,18 years 02 months 06 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Daniel Carriço,37712,https://www.transfermarkt.com/daniel-carrio/profil/spieler/37712,13/01/2008,19 years 05 months 09 days,19,Protathlima Cyta,18/08/2007,19,19,Ledman Liga Pro,19
Tom Carroll,121279,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,3/11/2012,20 years 05 months 06 days,20,Premier League,31/01/2012,19,19,Championship,19
Santi Cazorla,15799,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,30/11/2003,18 years 11 months 17 days,18,LaLiga,24/09/2023,38,38,Segunda División,18
Júlio César,22412,https://www.transfermarkt.com/jlio-csar/profil/spieler/22412,9/9/1998,19 years 06 days,19,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,19
Richard Chaplow,9975,https://www.transfermarkt.com/richard-chaplow/profil/spieler/9975,19/03/2005,20 years 01 month 17 days,20,Premier League,12/4/2003,18,18,First Division (until 03/04),18
Nathaniel Clyne,85177,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,19/08/2012,21 years 04 months 14 days,21,Premier League,18/10/2008,17,17,Championship,17
Conor Coady,128901,https://www.transfermarkt.com/conor-coady/profil/spieler/128901,12/5/2013,20 years 02 months 17 days,20,Premier League,9/8/2014,21,21,Championship,20
Jack Cork,40613,https://www.transfermarkt.com/jack-cork/profil/spieler/40613,9/2/2010,20 years 07 months 15 days,20,Premier League,25/08/2007,18,18,Championship,18
Philippe Coutinho,80444,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,9/5/2010,17 years 10 months 27 days,17,Campeonato Brasileiro Série A,19/06/2009,17,17,Campeonato Brasileiro Série B,17
Shaun Cummings,40614,https://www.transfermarkt.com/shaun-cummings/profil/spieler/40614,29/09/2012,23 years 07 months 04 days,23,Premier League,18/08/2009,20,20,Championship,20
Ben Davies,192765,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,25/08/2012,19 years 04 months 01 day,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Kelvin Davis,13640,https://www.transfermarkt.com/kelvin-davis/profil/spieler/13640,13/08/2005,28 years 10 months 15 days,28,Premier League,13/08/1995,18,18,,18
Steven Davis,28973,https://www.transfermarkt.com/steven-davis/profil/spieler/28973,18/09/2004,19 years 08 months 17 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Simon Dawkins,57488,https://www.transfermarkt.com/simon-dawkins/profil/spieler/57488,20/03/2011,23 years 03 months 17 days,23,Major League Soccer,19/10/2013,25,25,Championship,23
Steve De Ridder,41818,https://www.transfermarkt.com/steve-de-ridder/profil/spieler/41818,20/08/2006,19 years 05 months 26 days,19,Jupiler Pro League,21/01/2007,19,19,Challenger Pro League,19
Mathieu Debuchy,27306,https://www.transfermarkt.com/mathieu-debuchy/profil/spieler/27306,31/01/2004,18 years 06 months 03 days,18,Ligue 1,21/08/2021,36,36,Ligue 2,18
Ashkan Dejagah,13979,https://www.transfermarkt.com/ashkan-dejagah/profil/spieler/13979,7/8/2004,18 years 01 month 02 days,18,Bundesliga,3/2/2018,31,31,Championship,18
Guy Demel,1368,https://www.transfermarkt.com/guy-demel/profil/spieler/1368,1/3/2003,21 years 08 months 16 days,21,1.Bundesliga,11/3/2000,18,18,Ligue 2,18
Alou Diarra,1327,https://www.transfermarkt.com/alou-diarra/profil/spieler/1327,17/08/2002,21 years 01 month 02 days,21,Ligue 1,15/04/2000,18,18,Ligue 2,18
Maurice Edu,50987,https://www.transfermarkt.com/maurice-edu/profil/spieler/50987,25/04/2007,21 years 07 days,21,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,21
Rob Elliot,39037,https://www.transfermarkt.com/rob-elliot/profil/spieler/39037,24/02/2013,26 years 09 months 25 days,26,Premier League,5/4/2008,21,21,Championship,21
Urby Emanuelson,20586,https://www.transfermarkt.com/urby-emanuelson/profil/spieler/20586,10/4/2005,18 years 09 months 25 days,18,Eredivisie,7/5/2017,30,30,Championship,18
Eyong Enoh,47344,https://www.transfermarkt.com/eyong-enoh/profil/spieler/47344,15/08/2007,21 years 04 months 23 days,21,DStv Premiership,15/09/2013,27,27,Keuken Kampioen Divisie,21
Roger Espinoza,71096,https://www.transfermarkt.com/roger-espinoza/profil/spieler/71096,9/4/2008,21 years 05 months 15 days,21,Major League Soccer,25/08/2013,26,26,Championship,21
Iago Falque,59340,https://www.transfermarkt.com/iago-falque/profil/spieler/59340,31/08/2014,24 years 07 months 27 days,24,Serie A,27/08/2010,20,20,Segunda División,20
Adam Federici,4233,https://www.transfermarkt.com/adam-federici/profil/spieler/4233,1/4/2007,22 years 02 months 01 day,22,Premier League,9/12/2008,23,23,Championship,22
Chico Flores,51681,https://www.transfermarkt.com/chico-flores/profil/spieler/51681,31/08/2008,21 years 05 months 25 days,21,LaLiga,14/10/2017,30,30,Segunda División,21
José Fonte,33829,https://www.transfermarkt.com/jos-fonte/profil/spieler/33829,20/08/2005,21 years 07 months 29 days,21,Liga Portugal,12/9/2004,20,20,Ledman Liga Pro,20
Danny Fox,31553,https://www.transfermarkt.com/danny-fox/profil/spieler/31553,15/08/2009,23 years 02 months 17 days,23,Scottish Premiership,29/01/2008,21,21,Championship,21
Fraser Fyvie,107350,https://www.transfermarkt.com/fraser-fyvie/profil/spieler/107350,22/08/2009,16 years 04 months 26 days,16,Scottish Premiership,19/10/2013,20,20,Championship,16
Javi García,36350,https://www.transfermarkt.com/javi-garca/profil/spieler/36350,28/11/2004,17 years 09 months 20 days,17,LaLiga,27/08/2005,18,18,Segunda División,17
Javier Garrido,7571,https://www.transfermarkt.com/javier-garrido/profil/spieler/7571,4/10/2001,22 years 03 months 03 days,22,LaLiga,8/2/2003,23,23,Segunda División,22
Paulo Gazzaniga,195488,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,22/09/2012,20 years 08 months 20 days,20,Premier League,20/08/2016,24,24,Segunda División,20
Olivier Giroud,82442,https://www.transfermarkt.com/olivier-giroud/profil/spieler/82442,8/8/2010,23 years 10 months 09 days,23,Ligue 1,24/03/2006,19,19,Ligue 2,19
Serge Gnabry,159471,https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,20/10/2012,17 years 03 months 06 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17
Román Golobart,90273,https://www.transfermarkt.com/romn-golobart/profil/spieler/90273,29/01/2013,20 years 10 months 08 days,20,Premier League,20/07/2013,21,21,2.Bundesliga,20
Kaspars Gorkšs,30379,https://www.transfermarkt.com/kaspars-gorks/profil/spieler/30379,7/4/2002,20 years 05 months 01 day,20,Virsliga,18/08/2007,25,25,Championship,20
Yoan Gouffran,23825,https://www.transfermarkt.com/yoan-gouffran/profil/spieler/23825,6/11/2004,18 years 05 months 12 days,18,Ligue 1,3/4/2004,17,17,Ligue 2,17
Esteban Granero,44065,https://www.transfermarkt.com/esteban-granero/profil/spieler/44065,16/09/2007,20 years 02 months 14 days,20,LaLiga,27/11/2005,18,18,Segunda División,18
Chris Gunter,43853,https://www.transfermarkt.com/chris-gunter/profil/spieler/43853,30/01/2008,18 years 06 months 09 days,18,Premier League,17/11/2006,17,17,Championship,17
Jonathan de Guzmán,31067,https://www.transfermarkt.com/jonathan-de-guzmn/profil/spieler/31067,18/09/2005,18 years 05 days,18,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Massadio Haïdara,170929,https://www.transfermarkt.com/massadio-hadara/profil/spieler/170929,11/12/2010,18 years 09 days,18,Ligue 1,7/5/2017,24,24,Championship,18
Robert Hall,121236,https://www.transfermarkt.com/robert-hall/profil/spieler/121236,1/9/2012,18 years 10 months 12 days,18,Premier League,31/12/2011,18,18,Championship,18
Ian Harte,3634,https://www.transfermarkt.com/ian-harte/profil/spieler/3634,13/01/1996,18 years 04 months 13 days,18,Premier League,27/08/2005,27,27,Segunda División,18
Eden Hazard,50202,https://www.transfermarkt.com/eden-hazard/profil/spieler/50202,24/11/2007,16 years 10 months 17 days,16,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,16
Ángelo Henríquez,189740,https://www.transfermarkt.com/ngelo-henrquez/profil/spieler/189740,16/07/2012,18 years 03 months 03 days,18,Primera División Clausura,31/08/2013,19,19,Segunda División,18
Pablo Hernández,46220,https://www.transfermarkt.com/pablo-hernndez/profil/spieler/46220,16/05/2006,21 years 01 month 05 days,21,LaLiga,21/01/2007,21,21,Segunda División,21
Brett Holman,21496,https://www.transfermarkt.com/brett-holman/profil/spieler/21496,17/08/2002,18 years 04 months 21 days,18,Eredivisie,15/08/2003,19,19,Keuken Kampioen Divisie,18
Lewis Holtby,55508,https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508,8/8/2009,18 years 10 months 21 days,18,1.Bundesliga,7/12/2007,17,17,2.Bundesliga,17
Jos Hooiveld,4624,https://www.transfermarkt.com/jos-hooiveld/profil/spieler/4624,3/5/2003,20 years 11 days,20,Eredivisie,18/02/2005,21,21,Keuken Kampioen Divisie,20
Noel Hunt,12628,https://www.transfermarkt.com/noel-hunt/profil/spieler/12628,11/7/2002,19 years 06 months 15 days,19,SSE Airtricity League Premier Division,16/08/2008,25,25,Championship,19
Jordon Ibe,195652,https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652,19/05/2013,17 years 05 months 11 days,17,Premier League,22/02/2014,18,18,Championship,17
Shinji Kagawa,81785,https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785,7/3/2010,20 years 11 months 18 days,20,J1 League,7/4/2007,18,18,J2 League,18
Kei Kamara,39049,https://www.transfermarkt.com/kei-kamara/profil/spieler/39049,1/4/2006,21 years 07 months 00 days,21,Major League Soccer,14/09/2013,29,29,Championship,21
Harry Kane,132098,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,18/08/2012,19 years 21 days,19,Premier League,3/1/2012,18,18,Championship,18
Jem Karacan,61447,https://www.transfermarkt.com/jem-karacan/profil/spieler/61447,22/08/2012,23 years 06 months 01 day,23,Premier League,30/08/2008,19,19,Championship,19
Giorgos Karagounis,6106,https://www.transfermarkt.com/giorgos-karagounis/profil/spieler/6106,8/9/1996,19 years 06 months 02 days,19,Stoiximan Super League,No second tier career,No second tier career,No second tier career,No second tier career,19
Jimmy Kébé,33822,https://www.transfermarkt.com/jimmy-kb/profil/spieler/33822,9/2/2008,24 years 21 days,24,Premier League,28/07/2006,22,22,Ligue 2,22
Billy Knott,133392,https://www.transfermarkt.com/billy-knott/profil/spieler/133392,19/05/2013,20 years 05 months 21 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20
Arouna Koné,8552,https://www.transfermarkt.com/arouna-kon/profil/spieler/8552,10/8/2002,18 years 08 months 30 days,18,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,18
Adam Lallana,43530,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,19/08/2012,24 years 03 months 09 days,24,Premier League,26/08/2006,18,18,Championship,18
Roland Lamah,35035,https://www.transfermarkt.com/roland-lamah/profil/spieler/35035,5/8/2006,18 years 07 months 05 days,18,Jupiler Pro League,18/01/2004,16,16,Challenger Pro League,16
Rickie Lambert,49655,https://www.transfermarkt.com/rickie-lambert/profil/spieler/49655,19/08/2012,30 years 06 months 03 days,30,Premier League,6/8/2011,29,29,Championship,29
Adam le Fondre,46106,https://www.transfermarkt.com/adam-le-fondre/profil/spieler/46106,18/08/2012,25 years 08 months 16 days,25,Premier League,10/9/2011,24,24,Championship,24
Mikele Leigertwood,14041,https://www.transfermarkt.com/mikele-leigertwood/profil/spieler/14041,6/11/2004,21 years 11 months 25 days,21,Premier League,21/04/2002,19,19,First Division (until 03/04),19
Hugo Lloris,17965,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965,18/03/2006,19 years 02 months 20 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19
Matthew Lowton,102258,https://www.transfermarkt.com/matthew-lowton/profil/spieler/102258,1/8/2009,20 years 01 month 23 days,20,Nemzeti Bajnokság,24/03/2010,20,20,Championship,20
Modibo Maïga,46831,https://www.transfermarkt.com/modibo-maga/profil/spieler/46831,25/08/2007,19 years 11 months 22 days,19,Ligue 1,1/2/2014,26,26,Championship,19
Mikael Mandron,218144,https://www.transfermarkt.com/mikael-mandron/profil/spieler/218144,29/04/2013,18 years 06 months 18 days,18,Premier League,21/02/2017,22,22,Championship,18
Kader Mangane,4796,https://www.transfermarkt.com/kader-mangane/profil/spieler/4796,4/8/2001,18 years 04 months 12 days,18,Raiffeisen Super League,28/07/2006,23,23,Brack.ch Challenge League,18
Vito Mannone,33781,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781,24/05/2009,21 years 02 months 22 days,21,Premier League,22/09/2006,18,18,Championship,18
Stanislav Manolev,36233,https://www.transfermarkt.com/stanislav-manolev/profil/spieler/36233,20/03/2004,18 years 03 months 04 days,18,efbet Liga,19/08/2013,27,27,Keuken Kampioen Divisie,18
Adrian Mariappa,38145,https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145,19/08/2006,19 years 10 months 16 days,19,Premier League,14/02/2006,19,19,Championship,19
Marko Marin,35251,https://www.transfermarkt.com/marko-marin/profil/spieler/35251,31/03/2007,18 years 18 days,18,1.Bundesliga,13/08/2007,18,18,2.Bundesliga,18
Emmanuel Mayuka,55709,https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709,15/11/2008,17 years 11 months 25 days,17,Ligat ha'Al,11/9/2015,24,24,Ligue 2,17
Stéphane Mbia,27470,https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470,19/02/2005,18 years 08 months 30 days,18,Ligue 1,10/10/2021,35,35,Segunda División,18
Jobi McAnuff,14047,https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047,18/08/2012,30 years 09 months 09 days,30,Premier League,25/08/2001,19,19,First Division (until 03/04),19
Alex McCarthy,95976,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976,16/09/2012,22 years 09 months 13 days,22,Premier League,19/02/2011,21,21,Championship,21
George McCartney,3775,https://www.transfermarkt.com/george-mccartney/profil/spieler/3775,24/02/2001,19 years 09 months 26 days,19,Premier League,9/8/2003,22,22,First Division (until 03/04),19
Garath McCleary,69653,https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653,18/08/2012,25 years 03 months 03 days,25,Premier League,10/8/2008,21,21,Championship,21
Michu,70789,https://www.transfermarkt.com/michu/profil/spieler/70789,28/08/2011,25 years 05 months 07 days,25,LaLiga,16/03/2008,21,21,Segunda División,21
Kevin Mirallas,33639,https://www.transfermarkt.com/kevin-mirallas/profil/spieler/33639,7/5/2005,17 years 07 months 02 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Adam Mitchell,154293,https://www.transfermarkt.com/adam-mitchell/profil/spieler/154293,NA,NA,NA,NA,No second tier career,No second tier career,No second tier career,No second tier career,NA
Nacho Monreal,43003,https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003,22/10/2006,20 years 07 months 26 days,20,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,20
Sean Morrison,79723,https://www.transfermarkt.com/sean-morrison/profil/spieler/79723,4/11/2012,21 years 09 months 27 days,21,Premier League,3/8/2013,22,22,Championship,21
Ján Mucha,33195,https://www.transfermarkt.com/jn-mucha/profil/spieler/33195,7/8/2004,21 years 08 months 02 days,21,Nike Liga,No second tier career,No second tier career,No second tier career,No second tier career,21
Alfred N'Diaye,77737,https://www.transfermarkt.com/alfred-ndiaye/profil/spieler/77737,9/8/2008,18 years 05 months 03 days,18,Ligue 1,24/08/2014,24,24,Segunda División,18
Steven Naismith,12763,https://www.transfermarkt.com/steven-naismith/profil/spieler/12763,10/4/2004,17 years 06 months 27 days,17,Scottish Premiership,6/8/2016,29,29,Championship,17
Matija Nastasić,143559,https://www.transfermarkt.com/matija-nastasi/profil/spieler/143559,11/9/2011,18 years 05 months 14 days,18,Serie A,7/4/2010,17,17,Prva liga,17
Joey O'Brien,34672,https://www.transfermarkt.com/joey-obrien/profil/spieler/34672,15/05/2005,19 years 02 months 28 days,19,Premier League,7/8/2011,25,25,Championship,19
Oscar,85314,https://www.transfermarkt.com/oscar/profil/spieler/85314,21/06/2009,17 years 09 months 12 days,17,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,17
Bryan Oviedo,124983,https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983,23/11/2008,18 years 09 months 05 days,18,Primera División Invierno,26/08/2017,27,27,Championship,18
Alex Pearce,47768,https://www.transfermarkt.com/alex-pearce/profil/spieler/47768,18/08/2012,23 years 09 months 09 days,23,Premier League,23/02/2008,19,19,Championship,19
Mladen Petrić,2874,https://www.transfermarkt.com/mladen-petri/profil/spieler/2874,2/6/2000,19 years 05 months 01 day,19,Raiffeisen Super League,15/08/1998,17,17,Brack.ch Challenge League,17
Lucas Piazon,176485,https://www.transfermarkt.com/lucas-piazon/profil/spieler/176485,23/12/2012,18 years 11 months 03 days,18,Premier League,11/9/2015,21,21,Championship,18
Lukas Podolski,15185,https://www.transfermarkt.com/lukas-podolski/profil/spieler/15185,22/11/2003,18 years 05 months 18 days,18,1.Bundesliga,8/8/2004,19,19,2.Bundesliga,18
Emanuel Pogatetz,1094,https://www.transfermarkt.com/emanuel-pogatetz/profil/spieler/1094,21/08/2010,27 years 07 months 05 days,27,1.Bundesliga,4/7/2000,17,17,Erste Liga,17
Goran Popov,19721,https://www.transfermarkt.com/goran-popov/profil/spieler/19721,1/2/2004,19 years 03 months 30 days,19,Stoiximan Super League,No second tier career,No second tier career,No second tier career,No second tier career,19
Dan Potts,207037,https://www.transfermarkt.com/dan-potts/profil/spieler/207037,12/1/2013,18 years 08 months 30 days,18,Premier League,17/12/2011,17,17,Championship,17
Nick Powell,134424,https://www.transfermarkt.com/nick-powell/profil/spieler/134424,15/09/2012,18 years 05 months 23 days,18,Premier League,14/09/2013,19,19,Championship,18
Guly do Prado,22801,https://www.transfermarkt.com/guly-do-prado/profil/spieler/22801,31/08/2003,21 years 08 months 00 days,21,Serie A,18/11/2002,20,20,Serie B,20
Gastón Ramírez,123742,https://www.transfermarkt.com/gastn-ramrez/profil/spieler/123742,21/03/2009,18 years 03 months 19 days,18,Primera División Clausura,9/2/2016,25,25,Championship,18
Iván Ramis,26066,https://www.transfermarkt.com/ivn-ramis/profil/spieler/26066,15/02/2004,19 years 03 months 21 days,19,LaLiga,28/08/2005,20,20,Segunda División,19
Ben Reeves,171234,https://www.transfermarkt.com/ben-reeves/profil/spieler/171234,29/09/2012,20 years 10 months 10 days,20,Premier League,2/1/2012,20,20,Championship,20
Karim Rekik,182579,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579,22/12/2012,18 years 20 days,18,Premier League,27/03/2012,17,17,Championship,17
Loïc Rémy,45121,https://www.transfermarkt.com/loc-rmy/profil/spieler/45121,14/10/2006,19 years 09 months 12 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19
Frazer Richardson,4094,https://www.transfermarkt.com/frazer-richardson/profil/spieler/4094,26/08/2003,20 years 09 months 28 days,20,Premier League,11/1/2003,20,20,First Division (until 03/04),20
Sascha Riether,1662,https://www.transfermarkt.com/sascha-riether/profil/spieler/1662,2/8/2003,20 years 04 months 10 days,20,1.Bundesliga,11/8/2002,19,19,2.Bundesliga,19
Joel Robles,101118,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,8/5/2010,19 years 10 months 21 days,19,LaLiga,15/08/2023,33,33,,19
Hal Robson-Kanu,65976,https://www.transfermarkt.com/hal-robson-kanu/profil/spieler/65976,18/08/2012,23 years 02 months 28 days,23,Premier League,8/8/2009,20,20,Championship,20
Jay Rodriguez,53360,https://www.transfermarkt.com/jay-rodriguez/profil/spieler/53360,19/08/2012,23 years 21 days,23,Premier League,19/01/2008,18,18,Scottish Championship,18
Markus Rosenberg,27505,https://www.transfermarkt.com/markus-rosenberg/profil/spieler/27505,9/4/2001,18 years 06 months 13 days,18,,No second tier career,No second tier career,No second tier career,No second tier career,18
Nuri Şahin,31095,https://www.transfermarkt.com/nuri-ahin/profil/spieler/31095,6/8/2005,16 years 11 months 01 day,16,1.Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,16
Dominic Samuel,203784,https://www.transfermarkt.com/dominic-samuel/profil/spieler/203784,11/12/2012,18 years 08 months 00 days,18,Premier League,8/8/2015,21,21,Championship,18
Morgan Schneiderlin,56818,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,8/3/2008,18 years 04 months 00 days,18,Ligue 1,27/10/2006,16,16,Ligue 2,16
Billy Sharp,49542,https://www.transfermarkt.com/billy-sharp/profil/spieler/49542,19/08/2012,26 years 06 months 14 days,26,Premier League,13/11/2004,18,18,Championship,18
Luke Shaw,183288,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,5/11/2012,17 years 03 months 24 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17
Brek Shea,71107,https://www.transfermarkt.com/brek-shea/profil/spieler/71107,20/04/2008,18 years 01 month 23 days,18,Major League Soccer,1/1/2014,23,23,Championship,18
Itay Shechter,44760,https://www.transfermarkt.com/itay-shechter/profil/spieler/44760,29/08/2005,18 years 06 months 07 days,18,Ligat ha'Al,No second tier career,No second tier career,No second tier career,No second tier career,18
Maicon Sisenando,18301,https://www.transfermarkt.com/maicon-sisenando/profil/spieler/18301,26/08/2001,20 years 01 month 00 days,20,Campeonato Brasileiro Série A,27/04/2019,37,37,Campeonato Brasileiro Série B,20
Moussa Sissoko,46001,https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001,4/8/2007,17 years 11 months 19 days,17,Ligue 1,10/8/2024,34,34,,17
Alex Smith,33754,https://www.transfermarkt.com/alex-smith/profil/spieler/33754,NA,NA,NA,NA,17/08/2012,22,22,Championship,22
Robert Snodgrass,22614,https://www.transfermarkt.com/robert-snodgrass/profil/spieler/22614,11/9/2004,17 years 04 days,17,Scottish Premiership,25/11/2006,19,19,Scottish Championship,17
Enda Stevens,85706,https://www.transfermarkt.com/enda-stevens/profil/spieler/85706,25/07/2008,18 years 16 days,18,League of Ireland Premier Division,30/11/2013,23,23,Championship,18
Ki Sung-yueng,81796,https://www.transfermarkt.com/ki-sung-yueng/profil/spieler/81796,4/3/2007,18 years 01 month 08 days,18,K League 1,No second tier career,No second tier career,No second tier career,No second tier career,18
Suso,111961,https://www.transfermarkt.com/suso/profil/spieler/111961,23/09/2012,18 years 10 months 04 days,18,Premier League,17/08/2025,31,31,LaLiga2,18
Yacouba Sylla,160080,https://www.transfermarkt.com/yacouba-sylla/profil/spieler/160080,2/2/2013,22 years 02 months 04 days,22,Premier League,19/10/2010,19,19,Ligue 2,19
Jay Tabb,42284,https://www.transfermarkt.com/jay-tabb/profil/spieler/42284,6/10/2012,28 years 07 months 15 days,28,Premier League,12/8/2006,22,22,Championship,22
James Tavernier,62094,https://www.transfermarkt.com/james-tavernier/profil/spieler/62094,29/09/2012,20 years 10 months 29 days,20,Premier League,9/8/2014,22,22,Championship,20
Stuart Taylor,3190,https://www.transfermarkt.com/stuart-taylor/profil/spieler/3190,25/11/2001,20 years 11 months 28 days,20,Premier League,12/8/2000,19,19,,19
Alexander Tettey,12384,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,9/6/2004,18 years 02 months 05 days,18,Eliteserien,7/8/2005,19,19,OBOS-ligaen,18
Dwight Tiendalli,29356,https://www.transfermarkt.com/dwight-tiendalli/profil/spieler/29356,19/12/2004,19 years 01 month 28 days,19,Eredivisie,6/4/2015,29,29,Championship,19
