player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
Andros Townsend,61842,https://www.transfermarkt.com/andros-townsend/profil/spieler/61842,16/09/2012,21 years 02 months 00 days,21,Premier League,14/08/2010,19,19,Championship,19
Ricardo Vaz Tê,9413,https://www.transfermarkt.com/ricardo-vaz-t/profil/spieler/9413,3/4/2004,17 years 06 months 03 days,17,Premier League,10/3/2007,20,20,Championship,17
Jan Vertonghen,43250,https://www.transfermarkt.com/jan-vertonghen/profil/spieler/43250,3/12/2006,19 years 07 months 09 days,19,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19
Ron Vlaar,30697,https://www.transfermarkt.com/ron-vlaar/profil/spieler/30697,23/04/2005,20 years 02 months 07 days,20,Eredivisie,12/2/2018,32,32,Keuken Kampioen Divisie,20
James Ward-Prowse,181579,https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579,19/08/2012,17 years 09 months 18 days,17,Premier League,4/8/2023,28,28,,17
Ashley Westwood,91317,https://www.transfermarkt.com/ashley-westwood/profil/spieler/91317,15/09/2012,22 years 05 months 14 days,22,Premier League,7/8/2016,26,26,Championship,22
Steven Whittaker,12704,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,3/8/2002,18 years 01 month 18 days,18,,10/8/2014,30,30,Championship,18
Derrick Williams,128287,https://www.transfermarkt.com/derrick-williams/profil/spieler/128287,1/12/2012,19 years 10 months 14 days,19,Premier League,8/8/2015,22,22,Championship,19
Andre Wisdom,128912,https://www.transfermarkt.com/andre-wisdom/profil/spieler/128912,29/09/2012,19 years 04 months 20 days,19,Premier League,26/10/2013,20,20,Championship,19
Claudio Yacob,45330,https://www.transfermarkt.com/claudio-yacob/profil/spieler/45330,11/3/2007,19 years 07 months 21 days,19,Torneo Final,3/11/2018,31,31,Championship,19
Mapou Yanga-Mbiwa,57480,https://www.transfermarkt.com/mapou-yanga-mbiwa/profil/spieler/57480,8/8/2009,20 years 02 months 24 days,20,Ligue 1,23/02/2007,17,17,Ligue 2,17
Maya Yoshida,81789,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,3/5/2007,18 years 08 months 09 days,18,J1 League,No second tier career,No second tier career,No second tier career,No second tier career,18
Adrián,34495,https://www.transfermarkt.com/adrin/profil/spieler/34495,21/08/2002,17 years 09 months 26 days,17,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,17
Chuba Akpom,197642,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642,14/09/2013,17 years 11 months 05 days,17,Premier League,3/4/2015,19,19,Championship,17
Luis Alberto,44352,https://www.transfermarkt.com/luis-alberto/profil/spieler/44352,28/06/2006,19 years 05 months 04 days,19,,No second tier career,No second tier career,No second tier career,No second tier career,19
Jozy Altidore,39378,https://www.transfermarkt.com/jozy-altidore/profil/spieler/39378,9/9/2006,16 years 10 months 03 days,16,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,16
Sone Aluko,42198,https://www.transfermarkt.com/sone-aluko/profil/spieler/42198,28/10/2007,18 years 08 months 09 days,18,Scottish Premiership,9/8/2008,19,19,Championship,18
Morgan Amalfitano,39883,https://www.transfermarkt.com/morgan-amalfitano/profil/spieler/39883,6/8/2006,21 years 04 months 17 days,21,Ligue 1,14/01/2004,18,18,Ligue 2,18
Jordi Amat,85289,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,24/01/2010,17 years 10 months 03 days,17,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,17
Fernando Amorebieta,35548,https://www.transfermarkt.com/fernando-amorebieta/profil/spieler/35548,7/1/2006,20 years 09 months 09 days,20,LaLiga,17/09/2014,29,29,Championship,20
Pablo Armero,73786,https://www.transfermarkt.com/pablo-armero/profil/spieler/73786,17/05/2009,22 years 06 months 15 days,22,Campeonato Brasileiro Série A,7/6/2019,32,32,Campeonato Brasileiro Série B,22
Adam Armstrong,250426,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,15/03/2014,17 years 01 month 05 days,17,Premier League,5/8/2016,19,19,Championship,17
Marko Arnautović,41384,https://www.transfermarkt.com/marko-arnautovi/profil/spieler/41384,14/04/2007,17 years 11 months 26 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17
Iago Aspas,72047,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,18/08/2012,25 years 17 days,25,LaLiga,8/6/2008,20,20,Segunda División,20
El-Hadji Ba,169090,https://www.transfermarkt.com/el-hadji-ba/profil/spieler/169090,11/5/2014,21 years 02 months 06 days,21,Premier League,24/02/2012,18,18,Ligue 2,18
Leandro Bacuna,126014,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,30/08/2009,18 years 09 days,18,VriendenLoterij Eredivisie,7/8/2016,24,24,Championship,18
Nabil Bentaleb,245537,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,22/12/2013,19 years 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Saido Berahino,128897,https://www.transfermarkt.com/saido-berahino/profil/spieler/128897,1/9/2013,20 years 28 days,20,Premier League,2/10/2012,19,19,Championship,19
Thievy Bifouma,181477,https://www.transfermarkt.com/thievy-bifouma/profil/spieler/181477,13/03/2011,18 years 10 months 00 days,18,LaLiga,8/9/2012,20,20,Segunda División,18
Kim Bo-kyung,128375,https://www.transfermarkt.com/kim-bo-kyung/profil/spieler/128375,5/3/2011,21 years 04 months 27 days,21,J1 League,7/3/2010,20,20,J2 League,20
Derek Boateng,18091,https://www.transfermarkt.com/derek-boateng/profil/spieler/18091,19/09/1999,16 years 04 months 17 days,16,Stoiximan Super League,3/4/2016,32,32,NASL Spring Championship,16
Yannick Bolasie,75471,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,27/08/2007,18 years 03 months 03 days,18,Premier League,13/02/2010,20,20,Championship,18
Wilfried Bony,81808,https://www.transfermarkt.com/wilfried-bony/profil/spieler/81808,2/8/2008,19 years 07 months 23 days,19,Fortuna Liga,6/9/2008,19,19,Chance Narodni Liga,19
Marco Borriello,5825,https://www.transfermarkt.com/marco-borriello/profil/spieler/5825,21/09/2002,20 years 03 months 03 days,20,Serie A,No second tier career,No second tier career,No second tier career,No second tier career,20
George Boyd,45623,https://www.transfermarkt.com/george-boyd/profil/spieler/45623,18/08/2013,27 years 10 months 16 days,27,Premier League,8/8/2009,23,23,Championship,23
Robbie Brady,128229,https://www.transfermarkt.com/robbie-brady/profil/spieler/128229,18/08/2013,21 years 07 months 04 days,21,Premier League,5/8/2011,19,19,Championship,19
Liam Bridcutt,40612,https://www.transfermarkt.com/liam-bridcutt/profil/spieler/40612,1/2/2014,24 years 08 months 24 days,24,Premier League,29/11/2008,19,19,Championship,19
Alex Bruce,37957,https://www.transfermarkt.com/alex-bruce/profil/spieler/37957,31/01/2006,21 years 04 months 03 days,21,Premier League,5/8/2006,21,21,Championship,21
Dan Burn,134270,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,18/01/2014,21 years 08 months 09 days,21,Premier League,3/8/2013,21,21,Championship,21
Jack Butland,128899,https://www.transfermarkt.com/jack-butland/profil/spieler/128899,1/1/2014,20 years 09 months 22 days,20,Premier League,18/08/2012,19,19,Championship,19
Cabral,231572,https://www.transfermarkt.com/cabral/profil/spieler/231572,16/08/2015,21 years 09 months 00 days,21,Liga Portugal,10/8/2013,19,19,Ledman Liga Pro,19
Cala,237686,https://www.transfermarkt.com/cala/profil/spieler/237686,NA,NA,NA,NA,No second tier career,No second tier career,No second tier career,No second tier career,NA
José Campaña,120095,https://www.transfermarkt.com/jos-campaa/profil/spieler/120095,28/08/2011,18 years 02 months 28 days,18,LaLiga,17/09/2014,21,21,Ledman Liga Pro,18
José Cañas,7657,https://www.transfermarkt.com/jos-caas/profil/spieler/7657,NA,NA,NA,NA,No second tier career,No second tier career,No second tier career,No second tier career,NA
Étienne Capoue,63494,https://www.transfermarkt.com/tienne-capoue/profil/spieler/63494,8/12/2007,19 years 04 months 27 days,19,Ligue 1,21/10/2020,32,32,,19
João Carlos Teixeira,132214,https://www.transfermarkt.com/joo-carlos-teixeira/profil/spieler/132214,12/2/2014,21 years 25 days,21,Premier League,16/08/2014,21,21,Championship,21
Ondřej Čelůstka,70131,https://www.transfermarkt.com/ondej-elstka/profil/spieler/70131,10/5/2008,18 years 10 months 22 days,18,Fortuna Liga,29/08/2014,25,25,2.Bundesliga,18
Nacer Chadli,59631,https://www.transfermarkt.com/nacer-chadli/profil/spieler/59631,6/8/2010,21 years 04 days,21,VriendenLoterij Eredivisie,7/9/2007,18,18,Keuken Kampioen Divisie,18
Calum Chambers,215118,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,17/08/2013,18 years 06 months 28 days,18,Premier League,10/8/2024,29,29,,18
James Chester,73482,https://www.transfermarkt.com/james-chester/profil/spieler/73482,18/08/2013,24 years 06 months 26 days,24,Premier League,27/09/2009,20,20,Championship,20
Vlad Chiricheș,123261,https://www.transfermarkt.com/vlad-chiriche/profil/spieler/123261,31/07/2009,19 years 08 months 17 days,19,SuperLiga,No second tier career,No second tier career,No second tier career,No second tier career,19
Aly Cissokho,57515,https://www.transfermarkt.com/aly-cissokho/profil/spieler/57515,22/08/2008,20 years 11 months 07 days,20,Liga Portugal,25/05/2007,19,19,Ligue 2,19
Larnell Cole,141650,https://www.transfermarkt.com/larnell-cole/profil/spieler/141650,9/2/2014,20 years 11 months 00 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20
Andreas Cornelius,203412,https://www.transfermarkt.com/andreas-cornelius/profil/spieler/203412,9/4/2012,19 years 24 days,19,Superligaen,No second tier career,No second tier career,No second tier career,No second tier career,19
Don Cowie,14746,https://www.transfermarkt.com/don-cowie/profil/spieler/14746,4/8/2007,24 years 05 months 20 days,24,Scottish Premiership,5/5/2001,18,18,,18
Luke Daniels,45921,https://www.transfermarkt.com/luke-daniels/profil/spieler/45921,3/5/2008,20 years 03 months 28 days,20,Scottish Premiership,6/5/2018,30,30,Championship,20
Chris David,187285,https://www.transfermarkt.com/chris-david/profil/spieler/187285,11/5/2014,21 years 02 months 05 days,21,Premier League,6/2/2015,21,21,Keuken Kampioen Divisie,21
Kevin De Bruyne,88755,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,9/5/2009,17 years 10 months 11 days,17,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,17
Damien Delaney,36861,https://www.transfermarkt.com/damien-delaney/profil/spieler/36861,13/08/2000,19 years 24 days,19,SSE Airtricity League Premier Division,15/11/2001,20,20,First Division (until 03/04),19
Moussa Dembélé,229004,https://www.transfermarkt.com/moussa-dembl/profil/spieler/229004,30/11/2013,17 years 04 months 18 days,17,Premier League,9/8/2014,18,18,Championship,17
Martín Demichelis,2963,https://www.transfermarkt.com/martn-demichelis/profil/spieler/2963,10/2/2002,21 years 01 month 21 days,21,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,21
Gerard Deulofeu,129476,https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476,29/10/2011,17 years 07 months 16 days,17,LaLiga,1/3/2011,16,16,Segunda División,16
Modibo Diakité,41749,https://www.transfermarkt.com/modibo-diakit/profil/spieler/41749,1/4/2007,20 years 30 days,20,Serie A,13/05/2006,19,19,Serie B,19
Andrea Dossena,21863,https://www.transfermarkt.com/andrea-dossena/profil/spieler/21863,18/11/2001,20 years 02 months 07 days,20,Serie A,14/09/2002,21,21,Serie B,20
Paul Dummett,170321,https://www.transfermarkt.com/paul-dummett/profil/spieler/170321,15/09/2012,20 years 11 months 20 days,20,Scottish Premiership,5/8/2016,24,24,Championship,20
Marvin Emnes,37787,https://www.transfermarkt.com/marvin-emnes/profil/spieler/37787,11/12/2005,17 years 06 months 14 days,17,VriendenLoterij Eredivisie,7/8/2009,21,21,Championship,17
Christian Eriksen,69633,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,17/01/2010,17 years 11 months 03 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17
Samuel Eto'o,4257,https://www.transfermarkt.com/samuel-etoo/profil/spieler/4257,5/12/1998,17 years 08 months 25 days,17,LaLiga,30/08/1997,16,16,Segunda División,16
Leroy Fer,63342,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,2/12/2007,17 years 10 months 27 days,17,VriendenLoterij Eredivisie,16/08/2014,24,24,Championship,17
Fernandinho,26267,https://www.transfermarkt.com/fernandinho/profil/spieler/26267,6/4/2003,17 years 11 months 02 days,17,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,17
Mathieu Flamini,17396,https://www.transfermarkt.com/mathieu-flamini/profil/spieler/17396,20/12/2003,19 years 09 months 13 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19
Matty Fryatt,14013,https://www.transfermarkt.com/matty-fryatt/profil/spieler/14013,21/12/2013,27 years 09 months 16 days,27,Premier League,14/10/2003,17,17,First Division (until 03/04),17
Jay Fulton,171260,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,26/04/2014,20 years 25 days,20,Premier League,12/4/2011,17,17,Scottish Championship,17
Sam Gallagher,227183,https://www.transfermarkt.com/sam-gallagher/profil/spieler/227183,14/12/2013,18 years 02 months 29 days,18,Premier League,8/8/2015,19,19,Championship,18
Luke Garbutt,110860,https://www.transfermarkt.com/luke-garbutt/profil/spieler/110860,26/04/2014,20 years 11 months 05 days,20,Premier League,4/10/2015,22,22,Championship,20
Owen Garvan,33249,https://www.transfermarkt.com/owen-garvan/profil/spieler/33249,18/08/2013,25 years 06 months 20 days,25,Premier League,6/8/2005,17,17,Championship,17
Dwight Gayle,196522,https://www.transfermarkt.com/dwight-gayle/profil/spieler/196522,18/08/2013,23 years 10 months 01 day,23,Premier League,24/11/2012,23,23,Championship,23
Mohamed Gedo,104941,https://www.transfermarkt.com/mohamed-gedo/profil/spieler/104941,12/8/2005,20 years 09 months 13 days,20,Egyptian Premier League,9/2/2013,28,28,Championship,20
Rudy Gestede,39908,https://www.transfermarkt.com/rudy-gestede/profil/spieler/39908,24/11/2007,19 years 01 month 14 days,19,Ligue 1,1/8/2008,19,19,Ligue 2,19
Emanuele Giaccherini,84835,https://www.transfermarkt.com/emanuele-giaccherini/profil/spieler/84835,28/08/2010,25 years 03 months 23 days,25,Serie A,24/08/2009,24,24,Serie B,24
Marco van Ginkel,147034,https://www.transfermarkt.com/marco-van-ginkel/profil/spieler/147034,9/4/2010,17 years 04 months 09 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17
Jack Grealish,203460,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460,7/5/2014,18 years 07 months 27 days,18,Premier League,7/8/2016,20,20,Championship,18
John Guidetti,98596,https://www.transfermarkt.com/john-guidetti/profil/spieler/98596,19/04/2010,18 years 04 days,18,Allsvenskan,9/6/2008,16,16,Superettan,16
Aron Gunnarsson,63821,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,10/2/2008,18 years 09 months 19 days,18,VriendenLoterij Eredivisie,9/8/2008,19,19,Championship,18
Rhys Healey,238185,https://www.transfermarkt.com/rhys-healey/profil/spieler/238185,25/08/2012,17 years 08 months 19 days,17,Cymru Premier,21/01/2017,22,22,Championship,17
Nicklas Helenius,102132,https://www.transfermarkt.com/nicklas-helenius/profil/spieler/102132,16/05/2010,19 years 08 days,19,Superligaen,5/2/2016,24,24,2.Bundesliga,19
Gary Hooper,42513,https://www.transfermarkt.com/gary-hooper/profil/spieler/42513,25/09/2010,22 years 07 months 30 days,22,Scottish Premiership,9/9/2006,18,18,Championship,18
Mark Hudson,3640,https://www.transfermarkt.com/mark-hudson/profil/spieler/3640,14/08/2004,22 years 04 months 15 days,22,Premier League,17/01/2004,21,21,First Division (until 03/04),21
Tom Ince,157368,https://www.transfermarkt.com/tom-ince/profil/spieler/157368,8/2/2014,22 years 09 days,22,Premier League,17/08/2011,19,19,Championship,19
Jo Inge Berget,73323,https://www.transfermarkt.com/jo-inge-berget/profil/spieler/73323,23/09/2007,17 years 12 days,17,Eliteserien,No second tier career,No second tier career,No second tier career,No second tier career,17
Eldin Jakupović,2857,https://www.transfermarkt.com/eldin-jakupovi/profil/spieler/2857,8/8/2004,19 years 10 months 06 days,19,Super League,21/12/2012,28,28,Championship,19
Tom James,325105,https://www.transfermarkt.com/tom-james/profil/spieler/325105,11/5/2014,18 years 26 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
