player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Cristian Herrera,es ESP,https://fbref.com/en/players/f814e5d3/Cristian-Herrera,34,"March 13, 1991 (Age: 34-227d)","Las Palmas de Gran Canaria, Spain",186cm,NA,FW-MF (AM),Both,Deportivo La Coruña,2013-2014,22,Elche,2013,https://www.transfermarkt.com/cristian-herrera/profil/spieler/237617,cristian-herrera,237617,Cristian Herrera,13/03/1991,1991,Las Palmas de Gran Canaria,1.82,Spain,Attack - Centre-Forward,both,Dep. La Coruña,31/08/2024,30/06/2026,NA,"24/11/2013	",22,LaLiga,"06/09/2015	",24,Segunda División,22,1,7,1,1,No,NA,NA,No,NA,NA,NA,12,17,No,0,Not_national_team,Not_national_team,Not_national_team,389,21893,70
Cristian Hidalgo,es ESP,https://fbref.com/en/players/262b9f04/Cristian-Hidalgo,41,9/21/1983,NA,171cm,NA,"FW-MF (AM-WM, right)",NA,NA,2006-2007,22,La Coruña,2006,https://www.transfermarkt.com/cristian-hidalgo/profil/spieler/8155,cristian-hidalgo,8155,Cristian Hidalgo,21/09/1983,1983,Barcelona,1.71,Spain,Attack - Left Winger,right,Gramenet,1/7/2021,NA,NA,6/28/1905,22,LaLiga,7/1/1905,25,1/0/1900,22,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2021,2021,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,123,5592,6
Cristian Lobato,es ESP,https://fbref.com/en/players/a7ac9c6d/Cristian-Lobato,36,3/7/1989,NA,180cm,NA,FW-MF (WM),NA,NA,2011-2012,22,Barcelona B,2011,https://www.transfermarkt.com/cristian-lobato/profil/spieler/175787,cristian-lobato,175787,Cristian Lobato,7/3/1989,1989,Esparreguera,1.74,Spain,Attack - Left Winger,left,CF Igualada,8/7/2024,30/06/2025,NA,3/2/2014,24,LaLiga,27/08/2011,22,Segunda División,22,4,370,51,3,No,NA,NA,No,NA,NA,NA,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,138,8397,13
Cristian Portilla,es ESP,https://fbref.com/en/players/2f09542a/Cristian-Portilla,36,8/28/1988,NA,180cm,Spain,MF (AM),Left,NA,2005-2006,16,Racing Sant,2005,https://www.transfermarkt.com/cristian-portilla/profil/spieler/35538,cristian-portilla,35538,Cristian Portilla,28/08/1988,1988,Santander,1.8,Spain,Midfield - Central Midfield,left,CD Tropezón,1/7/2022,NA,NA,27/10/2005,17,LaLiga,13/01/2008,19,Segunda División,17,1,213,26,1,No,NA,NA,Yes,1/7/2022,2022,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,89,5765,6
Cristian Pulhac,ro ROU,https://fbref.com/en/players/b68a705d/Cristian-Pulhac,40,8/17/1984,NA,176cm,Romania,"DF (FB, left)",NA,NA,2006-2007,21,Dinamo,2006,https://www.transfermarkt.com/cristian-pulhac/profil/spieler/34781,cristian-pulhac,34781,Cristian Pulhac,17/08/1984,1984,Iaşi,1.76,Romania,Defender - Left-Back,left,Academica Clince,1/1/2018,NA,NA,31/10/2004,20,SuperLiga,25/02/2017,32,Liga 2,20,1,183,15,1,No,NA,NA,Yes,1/1/2018,2018,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,177,14588,1
Cristian Rodríguez,uy URU,https://fbref.com/en/players/dcd67568/Cristian-Rodriguez,39,9/30/1985,NA,178cm,Uruguay,"MF (AM-WM, left)",Left,NA,2005-2006,19,Paris S-G,2005,https://www.transfermarkt.com/cristian-rodriguez/profil/spieler/33448,cristian-rodriguez,33448,Cristian Rodríguez,30/09/1985,1985,Juan Lacaze,1.76,Uruguay  Italy,Midfield - Left Midfield,left,Plaza Colonia,1/1/2023,NA,Puma,6/27/1905,20,Ligue 1,NA,NA,NA,20,28,471,77,12,No,NA,NA,Yes,1/1/2023,2023,18,18,NA,Yes,10,43,2528,3,445,23753,66
Cristian Săpunaru,ro ROU,https://fbref.com/en/players/906d58bc/Cristian-Sapunaru,41,4/5/1984,NA,187cm,Romania,DF (CB-FB),Right,NA,2006-2007,22,Rapid București,2006,https://www.transfermarkt.com/cristian-sapunaru/profil/spieler/25942,cristian-sapunaru,25942,Cristian Săpunaru,5/4/1984,1984,Bukarest,1.87,Romania,Defender - Centre-Back,right,FC Rapid 1923,1/7/2025,NA,NA,26/09/2003,19,SuperLiga,No second tier career,NA,No second tier career,19,9,122,26,5,No,NA,NA,Yes,1/7/2025,2025,19,19,NA,Yes,12,33,2886,0,487,40632,38
Cristian Tello,es ESP,https://fbref.com/en/players/72a99e38/Cristian-Tello,33,"August 11, 1991 (Age: 34-076d)","Sabadell, Spain",178cm,Spain,"FW-MF (AM-WM, left)",Right,Al Oruba,2010-2011,18,Barcelona B,2010,https://www.transfermarkt.com/cristian-tello/profil/spieler/141834,cristian-tello,141834,Cristian Tello,11/8/1991,1991,Sabadell,1.78,Spain,Attack - Left Winger,both,Palm City,1/7/2025,NA,adidas,28/01/2012,20,LaLiga,3/10/2010,19,Segunda División,19,11,227,42,7,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,455,23795,82
Cristiano Ronaldo,pt POR,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,40,"February 5, 1985 (Age: 40-263d)","Funchal, Portugal",187cm,Portugal,FW-MF (WM),Right,Al Nasr (KSA),2002-2003,17,Sporting CP,2002,https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198,cristiano-ronaldo,8198,Cristiano Ronaldo,5/2/1985,1985,Funchal,1.88,Portugal,Attack - Centre-Forward,right,Al-Nassr,1/1/2023,30/06/2027,Nike,29/09/2002,17,Liga Portugal,No second tier career,NA,No second tier career,17,29,482,85,16,No,NA,NA,No,NA,NA,NA,23,7,Yes,35,190,15733,134,946,77548,731
Dídac Vilà,es ESP,https://fbref.com/en/players/bad38a94/Didac-Vila,36,6/9/1989,NA,184cm,Spain,"DF (FB, left)",Left,NA,2009-2010,20,Espanyol,2009,https://www.transfermarkt.com/didac-vila/profil/spieler/67090,didac-vila,67090,Dídac Vilà,9/6/1989,1989,Barcelona,1.85,Spain,Defender - Left-Back,left,Espanyol,1/7/2022,NA,NA,30/01/2010,20,LaLiga,12/9/2020,31,Segunda División,20,8,486,51,6,No,NA,NA,Yes,1/7/2022,2022,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,259,20632,5
Damià Abella,es ESP,https://fbref.com/en/players/e35b4a15/Damia-Abella,43,4/15/1982,NA,188cm,NA,"DF-MF (FB-WM, right)",NA,NA,2004-2005,22,Barcelona,2004,https://www.transfermarkt.com/damia-abella/profil/spieler/28002,damia-abella,28002,Damià Abella,15/04/1982,1982,Olot,1.88,Spain,Defender - Right-Back,both,Middlesbrough,1/7/2016,NA,NA,30/10/2004,22,LaLiga,29/08/2009,27,Segunda División,22,2,502,80,2,No,NA,NA,Yes,1/7/2016,2016,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,233,17730,5
Damián Suárez,uy URU,https://fbref.com/en/players/ba5004e1/Damian-Suarez,37,"April 27, 1988 (Age: 37-182d)","Montevideo, Uruguay",172cm,Uruguay,"DF-MF (FB, right)",Right,Penarol,2011-2012,23,Sporting Gijón,2011,https://www.transfermarkt.com/damian-suarez/profil/spieler/76746,damian-suarez,76746,Damián Suárez,27/04/1988,1988,Montevideo,1.73,Uruguay  Spain,Defender - Right-Back,right,Peñarol,16/09/2024,31/12/2025,NA,18/08/2007,19,Primera División Apertura,19/08/2012,24,Segunda División,19,12,117,18,7,No,NA,NA,No,NA,NA,NA,14,22,Yes,2,6,182,0,452,37235,7
Damien Perquis,pl POL,https://fbref.com/en/players/c33b3de1/Damien-Perquis,41,4/10/1984,NA,184cm,Poland pl  Other: France,DF (CB),Right,NA,2005-2006,21,Saint-Étienne,2005,https://www.transfermarkt.com/damien-perquis/profil/spieler/31050,damien-perquis,31050,Damien Perquis,10/4/1984,1984,Troyes,1.84,Poland  France,Defender - Centre-Back,right,G. Ajaccio,1/7/2019,NA,NA,30/07/2005,21,Ligue 1,2/8/2003,19,Ligue 2,19,8,372,63,4,No,NA,NA,Yes,1/7/2019,2019,14,14,NA,Yes,2,3,270,0,327,25655,19
Dani Alves,br BRA,https://fbref.com/en/players/c9e99e49/Dani-Alves,42,5/6/1983,NA,172cm,Brazil,"DF-MF (CM-FB, right)",Right,NA,2002-2003,19,Sevilla,2002,https://www.transfermarkt.com/dani-alves/profil/spieler/15951,dani-alves,15951,Dani Alves,6/5/1983,1983,Juazeiro,1.72,Brazil  Spain,Defender - Right-Back,right,UNAM Pumas,21/01/2023,NA,adidas,4/8/2001,18,Campeonato Brasileiro Série A,No second tier career,NA,No second tier career,18,16,501,91,9,No,NA,NA,Yes,21/01/2023,2023,21,21,NA,Yes,13,54,4276,3,763,63007,55
Dani Aquino,es ESP,https://fbref.com/en/players/060a66fb/Dani-Aquino,35,"July 27, 1990 (Age: 35-091d)","Murcia, Spain",174cm,Spain,"FW-MF (WM, left)",Left,AD Ceuta FC,2007-2008,17,Real Murcia,2007,https://www.transfermarkt.com/dani-aquino/profil/spieler/59335,dani-aquino,59335,Dani Aquino,27/07/1990,1990,Murcia,1.78,Spain  Argentina,Attack - Second Striker,left,UCAM Murcia,21/07/2025,30/06/2026,NA,20/01/2008,17,LaLiga,17/06/2007,16,Segunda División,16,9,325,61,4,No,NA,NA,No,NA,NA,NA,18,11,No,0,Not_national_team,Not_national_team,Not_national_team,94,4490,8
Dani Benítez,es ESP,https://fbref.com/en/players/51c34a32/Dani-Benitez,38,4/7/1987,NA,181cm,NA,"MF (WM, left)",Left,NA,2008-2009,21,Elche,2008,https://www.transfermarkt.com/dani-benitez/profil/spieler/63695,dani-benitez,63695,Dani Benítez,7/4/1987,1987,Palma de Mallorca,1.82,Spain,Attack - Left Winger,left,Without Club,1/7/2025,NA,NA,27/08/2011,24,LaLiga,31/08/2008,21,Segunda División,21,4,171,22,3,No,NA,NA,No,NA,NA,NA,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,113,7935,13
Dani Carvajal,es ESP,https://fbref.com/en/players/4958bfb2/Dani-Carvajal,33,"January 11, 1992 (Age: 33-288d)","Leganés, Spain",173cm,Spain,"DF (FB, right)",Right,Real Madrid,2012-2013,20,Leverkusen,2012,https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927,daniel-carvajal,138927,Daniel Carvajal,11/1/1992,1992,Leganés,1.73,Spain,Defender - Right-Back,right,Real Madrid,1/7/2013,30/06/2026,Puma,1/9/2012,20,1.Bundesliga,No second tier career,NA,No second tier career,20,32,1181,239,13,No,NA,NA,No,NA,NA,NA,13,2,Yes,20,51,4167,1,457,36309,15
Dani Ceballos,es ESP,https://fbref.com/en/players/c0617e2b/Dani-Ceballos,28,"August 7, 1996 (Age: 29-080d)","Utrera, Spain",176cm,Spain,MF (CM-WM),Right,Real Madrid,2013-2014,16,Betis,2013,https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745,dani-ceballos,319745,Dani Ceballos,7/8/1996,1996,Utrera,1.79,Spain,Midfield - Central Midfield,right,Real Madrid,14/07/2017,30/06/2027,Nike,26/04/2014,17,LaLiga,21/09/2014,18,Segunda División,17,13,440,80,8,No,NA,NA,No,NA,NA,NA,12,19,Yes,6,13,870,1,380,20215,16
Dani Estrada,es ESP,https://fbref.com/en/players/519412fd/Dani-Estrada,38,1/3/1987,NA,178cm,NA,"DF-MF (FB-WM, right)",Right,NA,2006-2007,19,Real Sociedad,2006,https://www.transfermarkt.com/dani-estrada/profil/spieler/47648,dani-estrada,47648,Dani Estrada,3/1/1987,1987,Zarautz,1.79,Spain,Defender - Right-Back,right,Without Club,1/7/2021,NA,NA,10/2/2007,20,LaLiga,26/08/2007,20,Segunda División,20,2,116,20,2,No,NA,NA,No,NA,NA,NA,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,162,9923,4
Dani Güiza,es ESP,https://fbref.com/en/players/d863ea53/Dani-Guiza,44,8/17/1980,NA,180cm,Spain,FW,NA,NA,1999-2000,18,Mallorca,1999,https://www.transfermarkt.com/dani-guiza/profil/spieler/8186,dani-guiza,8186,Dani Güiza,17/08/1980,1980,Jerez de la Frontera,1.83,Spain,Attack - Centre-Forward,right,Rayo Sanluqueño,29/07/2025,NA,NA,2/4/2000,19,LaLiga,31/08/2003,23,Segunda División,19,2,104,14,2,No,NA,NA,No,NA,NA,NA,26,NA,Yes,4,12,404,4,320,22376,120
Dani García,es ESP,https://fbref.com/en/players/240d3a0b/Dani-Garcia,35,"May 24, 1990 (Age: 35-155d)","Zumarraga, Spain",180cm,NA,MF (CM-DM),Right,Olympiacos,2013-2014,23,Eibar,2013,https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,dani-garcia,178425,Dani García,24/05/1990 (35),1990,Zumarraga,1.8,Spain,Midfield - Defensive Midfield,right,Olympiacos,5/7/2024,30/06/2026,adidas,24/08/2014,24,LaLiga,18/08/2013,23,Segunda División,23,11,289,34,6,No,NA,NA,No,NA,NA,NA,12,14,No,0,Not_national_team,Not_national_team,Not_national_team,414,31469,3
Dani Giménez,es ESP,https://fbref.com/en/players/7c218bf9/Dani-Gimenez,42,7/30/1983,NA,182cm,NA,GK,Right,NA,2009-2010,26,Rayo Vallecano,2009,https://www.transfermarkt.com/dani-gimenez/profil/spieler/71801,dani-gimenez,71801,Dani Giménez,30/07/1983,1983,Vigo,1.85,Spain,Goalkeeper,right,UD Logroñés,1/7/2021,NA,Joma,"28/08/2011	",28,LaLiga,"26/02/2010	",26,Segunda División,26,2,60,9,1,No,NA,NA,Yes,1/7/2021,2021,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,191,17000,0
Dani Hernández,ve VEN,https://fbref.com/en/players/ba02295e/Dani-Hernandez,39,10/21/1985,NA,197cm,Venezuela,GK,Right,NA,2011-2012,25,Valladolid,2011,https://www.transfermarkt.com/dani-hernandez/profil/spieler/88528,dani-hernandez,88528,Dani Hernández,21/10/1985,1985,Caracas,1.96,Venezuela  Spain,Goalkeeper,right,CF Fuenlabrada,31/01/2023,NA,NA,20/10/2012,26,LaLiga,14/01/2012,26,Segunda División,26,3,125,6,3,No,NA,NA,Yes,31/01/2023,2023,12,12,NA,Yes,5,13,1170,0,260,23259,0
Dani Iglesias,es ESP,https://fbref.com/en/players/ad857853/Dani-Iglesias,30,7/17/1995,NA,175cm,Spain,FW,Right,NA,2014-2015,19,La Coruña,2014,https://www.transfermarkt.com/dani-iglesias/profil/spieler/199348,dani-iglesias,199348,Dani Iglesias,17/07/1995,1995,Santiago de Compostela,1.73,Spain,Midfield - Central Midfield,right,Sepsi OSK,1/7/2025,30/06/2026,NA,3/8/2018,23,1.HNL,24/08/2013,18,Segunda División,18,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,11,34,No,0,Not_national_team,Not_national_team,Not_national_team,59,2703,1
Dani Nieto,es ESP,https://fbref.com/en/players/d7d46f3b/Dani-Nieto,34,5/4/1991,NA,173cm,Spain,"FW-MF (WM, left)",Left,NA,2011-2012,20,Girona,2011,https://www.transfermarkt.com/dani-nieto/profil/spieler/67544,dani-nieto,67544,Dani Nieto,4/5/1991,1991,Palmanova,1.74,Spain,Attack - Right Winger,left,UD Poblense,17/01/2025,30/06/2026,NA,30/08/2014,23,LaLiga,26/08/2011,20,Segunda División,20,2,21,4,1,No,NA,NA,No,NA,NA,NA,14,21,No,0,Not_national_team,Not_national_team,Not_national_team,202,9108,27
Dani Osvaldo,it ITA,https://fbref.com/en/players/3f0eba4f/Dani-Osvaldo,39,1/12/1986,NA,182cm,Italy it  Other: Argentina,FW,Right,NA,2005-2006,19,Atalanta,2005,https://www.transfermarkt.com/daniel-osvaldo/profil/spieler/37389,daniel-osvaldo,37389,Daniel Osvaldo,12/1/1986,1986,Lanús,1.82,Italy  Argentina,Attack - Centre-Forward,right,Banfield,1/7/2020,NA,NA,29/09/2007,21,Serie A,8/4/2006,20,Serie B,20,9,261,47,6,No,NA,NA,Yes,1/7/2020,2020,15,15,NA,Yes,3,9,584,4,269,16101,83
Dani Romera,es ESP,https://fbref.com/en/players/b2855ce9/Dani-Romera,29,8/23/1995,NA,171cm,NA,FW,Right,NA,2013-2014,17,Almería,2013,https://www.transfermarkt.com/dani-romera/profil/spieler/271451,dani-romera,271451,Dani Romera,23/08/1995,1995,Almería,1.72,Spain,Attack - Centre-Forward,right,Arenteiro,17/07/2025,30/06/2026,NA,30/11/2013,18,LaLiga,27/08/2017,22,Segunda División,18,5,252,20,4,No,NA,NA,No,NA,NA,NA,12,23,No,0,Not_national_team,Not_national_team,Not_national_team,123,5257,15
Daniel Aranzubia,es ESP,https://fbref.com/en/players/0e9ce3e0/Daniel-Aranzubia,45,9/18/1979,NA,186cm,Spain,GK,NA,NA,2000-2001,20,Athletic Club,2000,https://www.transfermarkt.com/daniel-aranzubia/profil/spieler/7612,daniel-aranzubia,7612,Daniel Aranzubia,18/09/1979,1979,Logroño,1.84,Spain,Goalkeeper,right,Atlético,1/7/2014,NA,NA,6/23/1905,21,LaLiga,7/3/1905,31,1/0/1900,21,1,10,0,1,No,NA,NA,Yes,1/7/2014,2014,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,354,31600,0
Daniel Candeias,pt POR,https://fbref.com/en/players/0366fc78/Daniel-Candeias,37,"February 25, 1988 (Age: 37-243d)","Fornos de Algodres, Portugal",180cm,Portugal,"FW-MF (AM-WM, right)",Right,Adanaspor,2008-2009,20,Rio Ave,2008,https://www.transfermarkt.com/daniel-candeias/profil/spieler/56046,daniel-candeias,56046,Daniel Candeias,25/02/1988,1988,Fornos de Algodres,1.77,Portugal,Attack - Right Winger,right,Coimbra,1/10/2025,30/06/2026,NA,30/08/2008,20,Liga Portugal,19/08/2007,19,Ledman Liga Pro,19,5,67,14,3,No,NA,NA,No,NA,NA,NA,17,21,No,0,Not_national_team,Not_national_team,Not_national_team,434,30012,48
Daniel Carriço,pt POR,https://fbref.com/en/players/e1deea75/Daniel-Carrico,36,8/4/1988,NA,182cm,Portugal,DF-MF (CB-DM),Right,NA,2008-2009,19,Sporting CP,2008,https://www.transfermarkt.com/daniel-carrico/profil/spieler/37712,daniel-carrico,37712,Daniel Carriço,04/08/1988 (37),1988,Cascais,1.83,Portugal,Defender - Centre-Back,right,UD Almería,14/04/2023,NA,NA,6/30/1905,19,Protathlima Cyta,6/29/1905,19,1/0/1900,19,30,989,177,12,No,NA,NA,Yes,14/04/2023,2023,15,15,NA,Yes,3,1,32,0,303,24398,11
Daniel Larsson,se SWE,https://fbref.com/en/players/43833b31/Daniel-Larsson,38,1/25/1987,NA,176cm,Sweden,FW-MF (AM-WM),Right,NA,2005,18,Häcken,2005,https://www.transfermarkt.com/daniel-larsson/profil/spieler/27292,daniel-larsson,27292,Daniel Larsson,25/01/1987,1987,Göteborg,1.75,Sweden,Attack - Left Winger,right,Akropolis IF,1/1/2023,NA,NA,9/4/2006,19,Allsvenskan,15/04/2007,20,Superettan,19,6,178,26,6,No,NA,NA,Yes,1/1/2023,2023,18,20,NA,No,0,Not_national_team,Not_national_team,Not_national_team,394,27322,69
Daniel Pacheco,es ESP,https://fbref.com/en/players/5b2a4b8d/Daniel-Pacheco,34,"January 5, 1991 (Age: 34-294d)","Málaga, Spain",168cm,Spain,FW-MF (AM-WM),NA,Wisła Płock,2009-2010,18,Liverpool,2009,https://www.transfermarkt.com/dani-pacheco/profil/spieler/28285,dani-pacheco,28285,Dani Pacheco,5/1/1991,1991,Málaga,1.68,Spain,Midfield - Central Midfield,both,Wisla Plock,16/07/2024,30/06/2026,NA,7/1/1905,18,Premier League,7/3/1905,20,1/0/1900,18,6,234,32,3,No,NA,NA,No,NA,NA,NA,16,8,No,0,Not_national_team,Not_national_team,Not_national_team,314,18579,25
Daniel Parejo,es ESP,https://fbref.com/en/players/7460ca0d/Daniel-Parejo,36,"April 16, 1989 (Age: 36-193d)","Madrid, Spain",180cm,Spain,MF (AM-CM-DM),Right,Villarreal,2006-2007,17,Real Madrid B,2006,https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,dani-parejo,59561,Dani Parejo,16/04/1989,1989,Coslada,1.82,Spain,Midfield - Central Midfield,right,Villarreal,12/8/2020,30/06/2026,NA,15/02/2009,19,LaLiga,21/01/2007,17,Segunda División,17,6,109,24,6,No,NA,NA,No,NA,NA,NA,19,10,Yes,2,4,265,0,696,52860,88
Daniel Pinillos,es ESP,https://fbref.com/en/players/09d26c80/Daniel-Pinillos,32,10/22/1992,NA,183cm,NA,"DF (FB, left)",Left,NA,2013-2014,20,Córdoba,2013,https://www.transfermarkt.com/dani-pinillos/profil/spieler/240039,dani-pinillos,240039,Dani Pinillos,22/10/1992,1992,Logroño,1.83,Spain,Defender - Left-Back,left,Without Club,1/7/2024,NA,NA,25/08/2014,21,LaLiga,2/3/2014,21,Segunda División,21,1,387,56,1,No,NA,NA,No,NA,NA,NA,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,129,10333,3
Daniel Sotres,es ESP,https://fbref.com/en/players/0a02a8fa/Daniel-Sotres,32,5/21/1993,NA,186cm,Spain,GK,NA,NA,2011-2012,18,Racing Sant,2011,https://www.transfermarkt.com/dani-sotres/profil/spieler/171170,dani-sotres,171170,Dani Sotres,21/05/1993,1993,Santiago de Cudeyo,1.85,Spain,Goalkeeper,right,Gimnástica,1/7/2025,30/06/2026,NA,9/4/2012,18,LaLiga,15/09/2012,19,Segunda División,18,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,45,3961,0
Danijel Pranjić,hr CRO,https://fbref.com/en/players/38929ff9/Danijel-Pranjic,43,12/2/1981,NA,172cm,Croatia,"DF-MF (FB-WM, left)",Left,NA,2005-2006,23,Heerenveen,2005,https://www.transfermarkt.com/danijel-pranjic/profil/spieler/25617,danijel-pranjic,25617,Danijel Pranjic,02/12/1981 (43),1981,Našice,1.72,Croatia,Defender - Left-Back,left,Omonia Psevda,1/7/2021,NA,NA,25/07/2004,22,SuperSport HNL,No second tier career,NA,No second tier career,22,9,151,22,5,No,NA,NA,Yes,1/7/2021,2021,16,16,NA,Yes,11,38,2857,1,335,25951,45
Dany Nounkeu,cm CMR,https://fbref.com/en/players/819a94a2/Dany-Nounkeu,39,4/11/1986,NA,184cm,Cameroon,DF (CB-FB),Right,NA,2009-2010,23,Toulouse,2009,https://www.transfermarkt.com/dany-nounkeu/profil/spieler/113938,dany-nounkeu,113938,Dany Nounkeu,11/4/1986,1986,Yaoundé,1.84,Cameroon  France,Defender - Centre-Back,right,AS Arta/Solar7,1/7/2022,NA,NA,12/9/2009,23,Ligue 1,No second tier career,NA,No second tier career,23,7,321,57,6,No,NA,NA,Yes,1/7/2022,2022,13,13,NA,Yes,3,10,612,0,206,17147,2
Dariusz Dudka,pl POL,https://fbref.com/en/players/afe5aff7/Dariusz-Dudka,41,12/9/1983,NA,183cm,Poland,DF-MF (DM-FB),Right,NA,2002-2003,18,Amica Wronki,2002,https://www.transfermarkt.com/dariusz-dudka/profil/spieler/24502,dariusz-dudka,24502,Dariusz Dudka,9/12/1983,1983,Kostrzyn nad Odrą,1.84,Poland,Midfield - Defensive Midfield,right,Lech Poznan II,1/7/2019,NA,adidas,15/04/2000,16,PKO BP Ekstraklasa,23/11/2013,29,Championship,16,4,162,27,3,No,NA,NA,Yes,1/7/2019,2019,17,17,NA,Yes,5,20,1688,1,323,26632,11
Darwin Machís,ve VEN,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis,32,"February 7, 1993 (Age: 32-261d)","Tucupita, Venezuela",174cm,Venezuela,"FW-MF (AM-WM, left)",Right,Universidad Central de Venezuela FC,2012-2013,19,Granada,2012,https://www.transfermarkt.com/darwin-machis/profil/spieler/211251,darwin-machis,211251,Darwin Machís,7/2/1993,1993,Tucupita,1.71,Venezuela  Spain,Attack - Left Winger,right,UCV FC,7/8/2025,31/12/2025,NA,21/08/2011,18,0,10/2/2013,20,Ledman Liga Pro,18,4,142,22,4,No,NA,NA,No,NA,NA,NA,13,11,Yes,9,43,2648,9,322,18906,61
David Abraham,ar ARG,https://fbref.com/en/players/565bf0da/David-Abraham,39,7/15/1986,NA,188cm,Argentina,"DF (CB, right)",Right,NA,2007-2008,21,Gimnàstic,2007,https://www.transfermarkt.com/david-abraham/profil/spieler/58178,david-abraham,58178,David Abraham,15/07/1986,1986,Chabás,NA,Argentina  Italy,Defender - Centre-Back,NA,CA Huracán,1/1/2022,NA,adidas,29/05/2004,17,Torneo Final,26/08/2007,21,Segunda División,17,34,502,62,12,No,NA,NA,Yes,1/1/2022,2022,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,395,33568,19
David Albelda,es ESP,https://fbref.com/en/players/def14f68/David-Albelda,47,9/1/1977,NA,181cm,Spain,DF-MF (DM),NA,NA,1997-1998,19,Valencia,1997,https://www.transfermarkt.com/david-albelda/profil/spieler/7575,david-albelda,7575,David Albelda,1/9/1977,1977,Pobla Llarga,1.82,Spain,Midfield - Defensive Midfield,right,Valencia,7/8/2013,NA,NA,15/03/1998,20,LaLiga,27/10/1996,19,Segunda División,19,4,105,19,4,No,NA,NA,Yes,7/8/2013,2013,16,16,NA,Yes,5,26,1925,0,474,36464,11
David Barral,es ESP,https://fbref.com/en/players/d99f9282/David-Barral,42,5/10/1983,NA,183cm,NA,FW,Right,NA,2005-2006,22,Real Madrid B,2005,https://www.transfermarkt.com/david-barral/profil/spieler/20346,david-barral,20346,David Barral,10/5/1983,1983,San Fernando,1.8,Spain,Attack - Centre-Forward,right,Inter de Madrid,1/7/2022,NA,NA,31/08/2008,25,LaLiga,27/08/2005,22,Segunda División,22,9,181,26,4,No,NA,NA,Yes,1/7/2022,2022,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,413,25219,94
David Cerrajería,es ESP,https://fbref.com/en/players/2ebb9df6/David-Cerrajeria,42,6/4/1983,NA,177cm,NA,"DF (FB, left & right)",NA,NA,2006-2007,23,Valencia,2006,https://www.transfermarkt.com/david-cerra/profil/spieler/25041,david-cerra,25041,David Cerra,4/8/1983,1983,Valencia,1.77,Spain,Defender - Right-Back,right,Ceahlăul,19/04/2016,NA,NA,5/11/2006,23,LaLiga,26/08/2007,24,Segunda División,23,NA,NA,NA,1/0/1900,No,NA,NA,Yes,19/04/2016,2016,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,108,8359,0
