player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Alejandro Alfaro,https://fbref.com/en/players/7c293728/Alejandro-Alfaro,https://www.transfermarkt.com/alejandro-alfaro/profil/spieler/39783,Spain,15,Yes,34,38,19,2005,2,282,43,351,351,0,right,Attack,1.75,19,1.75,2005,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Alejandro Arribas,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,https://www.transfermarkt.com/alejandro-arribas/profil/spieler/137174,Spain,17,No,NA,36,20,2009,7,118,19,365,365,0,right,Defender,1.82,20,1.82,2009,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Alejandro Martinuccio,https://fbref.com/en/players/72b206f3/Alejandro-Martinuccio,https://www.transfermarkt.com/alejandro-martinuccio/profil/spieler/68558,Argentina  Italy,16,Yes,37,37,21,2011,2,93,15,63,63,0,left,Attack,1.74,21,1.74,2011,0,left,1,"[21,24)","[1.6,1.78]","[1,3]",2010s,Argentina Italy,EU_Major
Alejandro Pozuelo,https://fbref.com/en/players/5e1280ff/Alejandro-Pozuelo,https://www.transfermarkt.com/alejandro-pozuelo/profil/spieler/188853,Spain,14,No,NA,33,20,2011,4,344,39,362,362,0,both,Attack,1.72,20,1.72,2011,0,both,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Aleksandar Pantić,https://fbref.com/en/players/70e5566a/Aleksandar-Pantic,https://www.transfermarkt.com/aleksandar-pantic/profil/spieler/167093,Serbia,15,No,NA,33,19,2010,5,145,19,151,151,0,right,Defender,1.88,19,1.88,2010,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Serbia,Rest_of_World
Alessio Cerci,https://fbref.com/en/players/5370cba7/Alessio-Cerci,https://www.transfermarkt.com/alessio-cerci/profil/spieler/21748,Italy,20,Yes,36,38,16,2003,28,987,132,298,306,6,left,Attack,1.8,16,1.8,2003,4.666666667,left,1,"[15,18)","(1.78,1.83]","(8,56]",2000s,Italy,EU_Major
Alex Felip,https://fbref.com/en/players/90c022f3/Alex-Felip,https://www.transfermarkt.com/alex-felip/profil/spieler/285957,Spain,12,No,NA,33,22,2014,1,214,20,22,22,0,right,Midfield,1.8,22,1.8,2014,0,right,0,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Alexandre Coeff,https://fbref.com/en/players/c4065f40/Alexandre-Coeff,https://www.transfermarkt.com/alexandre-coeff/profil/spieler/89450,France  Algeria,14,No,NA,33,19,2010,NA,NA,NA,315,315,0,right,Defender,1.85,19,1.85,2010,0,right,0,"[18,21)","(1.83,2]",NA,2010s,France Algeria,EU_Major
Alexandre Geijo,https://fbref.com/en/players/c0787e61/Alexandre-Geijo,https://www.transfermarkt.com/alex-geijo/profil/spieler/15981,Spain  Switzerland,21,Yes,39,43,18,2002,5,371,45,417,417,0,both,Attack,1.88,18,1.88,2002,0,both,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain Switzerland,EU_Major
Alexandre Song,https://fbref.com/en/players/1c32281d/Alexandre-Song,https://www.transfermarkt.com/alex-song/profil/spieler/27394,Cameroon  France,20,Yes,36,37,16,2004,9,264,40,355,373,5,right,Midfield,1.85,16,1.85,2004,1.8,right,1,"[15,18)","(1.83,2]","(8,56]",2000s,Cameroon France,EU_Major
Alexis,https://fbref.com/en/players/db0cd1ae/Alexis,https://www.transfermarkt.com/alexis-ruano/profil/spieler/7781,Spain,17,Yes,35,39,18,2003,13,411,78,417,417,0,right,Defender,1.83,18,1.83,2003,0,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Alexis Sánchez,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,https://www.transfermarkt.com/alexis-sanchez/profil/spieler/40433,Chile,21,No,NA,36,16,2008,33,872,160,631,718,16,right,Attack,1.69,16,1.69,2008,2.0625,right,0,"[15,18)","[1.6,1.78]","(8,56]",2000s,Chile,Rest_of_World
Alfonso Pedraza,https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza,https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,Spain,11,No,NA,29,18,2014,12,525,83,303,304,1,left,Defender,1.84,18,1.84,2014,12,left,0,"[18,21)","(1.83,2]","(8,56]",2010s,Spain,EU_Major
Alfreð Finnbogason,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason,https://www.transfermarkt.com/alfred-finnbogason/profil/spieler/90024,Iceland,18,No,NA,36,19,2010,34,1182,153,308,374,17,right,Attack,1.84,19,1.84,2010,2,right,0,"[18,21)","(1.83,2]","(8,56]",2010s,Iceland,Rest_of_World
Alfred N'Diaye,https://fbref.com/en/players/7789bf63/Alfred-NDiaye,https://www.transfermarkt.com/alfred-ndiaye/profil/spieler/77737,Senegal,17,No,NA,35,18,2008,3,75,14,415,440,13,right,Midfield,1.89,18,1.89,2008,0.230769231,right,0,"[18,21)","(1.83,2]","[1,3]",2000s,Senegal,Rest_of_World
Alfredo Ortuño,https://fbref.com/en/players/b5077003/Alfredo-Ortuno,https://www.transfermarkt.com/alfredo-ortuno/profil/spieler/96540,Spain,18,No,NA,34,17,2008,NA,NA,NA,424,424,0,left,Attack,1.84,17,1.84,2008,0,left,0,"[15,18)","(1.83,2]",NA,2000s,Spain,EU_Major
Allan Nyom,https://fbref.com/en/players/97572117/Allan-Nyom,https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,Cameroon  France,16,No,NA,37,22,2010,2,61,9,499,511,9,right,Defender,1.89,22,1.89,2010,0.222222222,right,0,"[21,24)","(1.83,2]","[1,3]",2010s,Cameroon France,EU_Major
Aloys Nong,https://fbref.com/en/players/570de35e/Aloys-Nong,https://www.transfermarkt.com/aloys-nong/profil/spieler/18416,Cameroon  Belgium,19,Yes,37,41,18,2004,NA,NA,NA,212,212,0,right,Attack,1.8,18,1.8,2004,0,right,1,"[18,21)","(1.78,1.83]",NA,2000s,Cameroon Belgium,EU_Major
Aly Cissokho,https://fbref.com/en/players/83a2bb30/Aly-Cissokho,https://www.transfermarkt.com/aly-cissokho/profil/spieler/57515,France  Senegal,19,No,NA,37,19,2008,5,352,37,318,318,0,left,Defender,1.87,19,1.87,2008,0,left,0,"[18,21)","(1.83,2]","(3,8]",2000s,France Senegal,EU_Major
Anaitz Arbilla,https://fbref.com/en/players/850c0a0d/Anaitz-Arbilla,https://www.transfermarkt.com/anaitz-arbilla/profil/spieler/71548,Spain,15,No,NA,38,23,2010,15,732,98,436,436,0,right,Defender,1.78,23,1.78,2010,0,right,0,"[21,24)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Ander Capa,https://fbref.com/en/players/37f1cf47/Ander-Capa,https://www.transfermarkt.com/ander-capa/profil/spieler/197545,Spain,12,Yes,33,33,21,2013,16,238,35,307,307,0,right,Defender,1.75,21,1.75,2013,0,right,1,"[21,24)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Ander Herrera,https://fbref.com/en/players/436a9dd0/Ander-Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,Spain,17,No,NA,35,19,2008,31,852,146,544,546,3,right,Midfield,1.82,19,1.82,2008,10.33333333,right,0,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Ander Iturraspe,https://fbref.com/en/players/6dce77a5/Ander-Iturraspe,https://www.transfermarkt.com/ander-iturraspe/profil/spieler/71571,Spain,12,Yes,31,36,19,2008,8,400,59,305,307,2,right,Midfield,1.87,19,1.87,2008,4,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Anderson Conceição,https://fbref.com/en/players/d50b1371/Anderson-Conceicao,https://www.transfermarkt.com/anderson-conceicao/profil/spieler/187759,Brazil,15,No,NA,35,21,2012,1,6,1,189,189,0,left,Defender,1.88,21,1.88,2012,0,left,0,"[21,24)","(1.83,2]","[1,3]",2010s,Brazil,South_America
Andoni Iraola,https://fbref.com/en/players/f4bbed41/Andoni-Iraola,https://www.transfermarkt.com/andoni-iraola/profil/spieler/15804,Spain,14,Yes,35,43,21,2003,9,122,18,490,493,2,right,Defender,1.82,21,1.82,2003,4.5,right,1,"[21,24)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
André Castro,https://fbref.com/en/players/37d0048f/Andre-Castro,https://www.transfermarkt.com/castro/profil/spieler/58267,Portugal,18,Yes,37,37,19,2007,8,242,47,429,429,0,right,Midfield,1.81,19,1.81,2007,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Portugal,EU_Major
André Gomes,https://fbref.com/en/players/1961b2aa/Andre-Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,Portugal,13,No,NA,32,19,2012,18,684,85,352,381,11,right,Midfield,1.9,19,1.9,2012,1.636363636,right,0,"[18,21)","(1.83,2]","(8,56]",2010s,Portugal,EU_Major
André Santos,https://fbref.com/en/players/4e6642e1/Andre-Santos,https://www.transfermarkt.com/andre-santos/profil/spieler/61743,Portugal,18,No,NA,36,19,2009,4,173,23,265,265,0,right,Midfield,1.8,19,1.8,2009,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2000s,Portugal,EU_Major
Andrés Fernández,https://fbref.com/en/players/307fcd26/Andres-Fernandez,https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522,Spain,19,No,NA,38,20,2007,4,255,44,425,425,0,right,Goalkeeper,1.85,20,1.85,2007,0,right,0,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Andrés Guardado,https://fbref.com/en/players/ef322658/Andres-Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,Mexico  Spain,20,Yes,39,38,19,2005,22,502,93,615,724,23,left,Midfield,1.67,19,1.67,2005,0.956521739,left,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Mexico Spain,EU_Major
Andrés Iniesta,https://fbref.com/en/players/cfd65a29/Andres-Iniesta,https://www.transfermarkt.com/andres-iniesta/profil/spieler/7600,Spain,22,Yes,40,41,18,2002,35,736,147,715,806,19,both,Midfield,1.71,18,1.71,2002,1.842105263,both,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Andrés Túñez,https://fbref.com/en/players/6520cb34/Andres-Tunez,https://www.transfermarkt.com/andres-tunez/profil/spieler/72087,Venezuela  Spain,14,Yes,36,38,22,2009,3,80,14,99,104,3,left,Defender,1.91,22,1.91,2009,1,left,1,"[21,24)","(1.83,2]","[1,3]",2000s,Venezuela Spain,EU_Major
Andreas Ivanschitz,https://fbref.com/en/players/d045ccb2/Andreas-Ivanschitz,https://www.transfermarkt.com/andreas-ivanschitz/profil/spieler/2923,Austria,23,Yes,39,41,16,2003,13,215,33,379,405,6,left,Attack,1.83,16,1.83,2003,2.166666667,left,1,"[15,18)","(1.78,1.83]","(8,56]",2000s,Austria,Rest_of_World
Andreu Fontàs,https://fbref.com/en/players/0f138d5a/Andreu-Fontas,https://www.transfermarkt.com/andreu-fontas/profil/spieler/65237,Spain,17,Yes,36,35,19,2009,11,1010,122,302,302,0,left,Defender,1.86,19,1.86,2009,0,left,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Andrija Delibašić,https://fbref.com/en/players/4de03033/Andrija-Delibasic,https://www.transfermarkt.com/andrija-delibasic/profil/spieler/10289,Montenegro  Serbia,21,No,NA,44,22,2003,2,79,17,257,268,3,right,Attack,1.88,22,1.88,2003,0.666666667,right,0,"[21,24)","(1.83,2]","[1,3]",2000s,Montenegro Serbia,Rest_of_World
Anthony Annan,https://fbref.com/en/players/1c524d4a/Anthony-Annan,https://www.transfermarkt.com/anthony-annan/profil/spieler/29122,Ghana,19,No,NA,39,20,2007,2,303,47,262,278,5,right,Midfield,1.75,20,1.75,2007,0.4,right,0,"[18,21)","[1.6,1.78]","[1,3]",2000s,Ghana,Rest_of_World
Antoine Griezmann,https://fbref.com/en/players/df69b544/Antoine-Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,France,16,No,NA,34,18,2009,8,143,25,744,881,25,left,Attack,1.76,18,1.76,2009,0.32,left,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,France,EU_Major
Antonio Adán,https://fbref.com/en/players/65d62814/Antonio-Adan,https://www.transfermarkt.com/antonio-adan/profil/spieler/44062,Spain,19,No,NA,38,19,2006,3,189,25,338,338,0,left,Goalkeeper,1.9,19,1.9,2006,0,left,0,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Antonio Amaya,https://fbref.com/en/players/cfe5ba41/Antonio-Amaya,https://www.transfermarkt.com/antonio-amaya/profil/spieler/71904,Spain,11,Yes,36,42,25,2008,9,427,48,205,205,0,right,Defender,1.92,25,1.92,2008,0,right,1,"[24,30]","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Antonio Barragán,https://fbref.com/en/players/487d9b09/Antonio-Barragan,https://www.transfermarkt.com/antonio-barragan/profil/spieler/32522,Spain,16,Yes,35,38,19,2006,7,323,46,347,347,0,right,Defender,1.86,19,1.86,2006,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Antonio Cotán,https://fbref.com/en/players/d92dd30e/Antonio-Cotan,https://www.transfermarkt.com/antonio-cotan/profil/spieler/199330,Spain,12,No,NA,29,18,2013,3,238,29,92,92,0,right,Midfield,1.75,18,1.75,2013,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Antonio Floro Flores,https://fbref.com/en/players/d6846501/Antonio-Floro-Flores,https://www.transfermarkt.com/antonio-floro-flores/profil/spieler/16893,Italy,20,Yes,37,42,17,2000,12,285,81,507,507,0,right,Attack,1.83,17,1.83,2000,0,right,1,"[15,18)","(1.78,1.83]","(8,56]",2000s,Italy,EU_Major
Antonio López,https://fbref.com/en/players/e55190d5/Antonio-Lopez,https://www.transfermarkt.com/antonio-lopez/profil/spieler/7723,Spain,14,Yes,33,43,19,2001,1,20,4,333,341,3,left,Defender,1.76,19,1.76,2001,0.333333333,left,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Antonio Luna,https://fbref.com/en/players/ed239245/Antonio-Luna,https://www.transfermarkt.com/antonio-luna/profil/spieler/126516,Spain,15,No,NA,34,19,2009,19,450,68,280,280,0,left,Defender,1.78,19,1.78,2009,0,left,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Antonio Marín,https://fbref.com/en/players/27383431/Antonio-Marin,https://www.transfermarkt.com/antonio-marin/profil/spieler/217149,Spain,12,No,NA,29,18,2014,NA,NA,NA,16,16,0,right,Defender,1.78,18,1.78,2014,0,right,0,"[18,21)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Antonio Tomás,https://fbref.com/en/players/668d4e93/Antonio-Tomas,https://www.transfermarkt.com/antonio-tomas/profil/spieler/37340,Spain,13,Yes,33,40,20,2005,7,182,23,232,232,0,right,Midfield,1.79,20,1.79,2005,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Apoño,https://fbref.com/en/players/02503ca3/Apono,https://www.transfermarkt.com/apono/profil/spieler/58013,Spain,16,Yes,39,41,23,2007,3,122,7,199,199,0,right,Midfield,1.74,23,1.74,2007,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Arda Turan,https://fbref.com/en/players/017ab4d4/Arda-Turan,https://www.transfermarkt.com/arda-turan/profil/spieler/21369,Türkiye,17,Yes,35,38,18,2005,51,1075,228,461,529,12,right,Attack,1.77,18,1.77,2005,4.25,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Türkiye,Rest_of_World
Ariel Nahuelpán,https://fbref.com/en/players/3334db7c/Ariel-Nahuelpan,https://www.transfermarkt.com/ariel-nahuelpan/profil/spieler/68562,Argentina  Chile,19,No,NA,37,19,2010,4,272,36,309,309,0,left,Attack,1.87,19,1.87,2010,0,left,0,"[18,21)","(1.83,2]","(3,8]",2010s,Argentina Chile,South_America
Aritz Aduriz,https://fbref.com/en/players/293211e1/Aritz-Aduriz,https://www.transfermarkt.com/aritz-aduriz/profil/spieler/29124,Spain,18,Yes,39,44,21,2002,18,445,64,572,585,4,right,Attack,1.81,21,1.81,2002,4.5,right,1,"[21,24)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Aritz Elustondo,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,Spain,11,No,NA,31,20,2014,16,376,55,295,295,0,right,Defender,1.8,20,1.8,2014,0,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Aritz López Garai,https://fbref.com/en/players/59b0c4a0/Aritz-Lopez-Garai,https://www.transfermarkt.com/aritz-lopez-garai/profil/spieler/51489,Spain,12,Yes,37,44,25,2006,NA,NA,NA,350,350,0,right,Midfield,1.82,25,1.82,2006,0,right,1,"[24,30]","(1.78,1.83]",NA,2000s,Spain,EU_Major
Arouna Koné,https://fbref.com/en/players/f9a72ca4/Arouna-Kone,https://www.transfermarkt.com/arouna-kone/profil/spieler/8552,Cote d'Ivoire,22,Yes,40,41,18,2003,9,795,128,434,439,3,right,Attack,1.81,18,1.81,2003,3,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Cote d'Ivoire,Rest_of_World
Asier del Horno,https://fbref.com/en/players/eb525f4a/Asier-del-Horno,https://www.transfermarkt.com/asier-del-horno/profil/spieler/7617,Spain,12,Yes,31,44,19,2000,5,315,23,235,241,1,left,Defender,1.81,19,1.81,2000,5,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Asier Illarramendi,https://fbref.com/en/players/5ce0b5ba/Asier-Illarramendi,https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,Spain,16,No,NA,35,20,2009,12,781,126,370,373,2,right,Midfield,1.79,20,1.79,2009,6,right,0,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Asier Riesgo,https://fbref.com/en/players/581c5276/Asier-Riesgo,https://www.transfermarkt.com/asier-riesgo/profil/spieler/23338,Spain,21,Yes,40,41,19,2002,4,136,24,409,409,0,right,Goalkeeper,1.85,19,1.85,2002,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Augusto Fernández,https://fbref.com/en/players/78c40e94/Augusto-Fernandez,https://www.transfermarkt.com/augusto-fernandez/profil/spieler/39151,Argentina  Italy,16,Yes,35,39,19,2009,9,546,83,214,219,4,right,Midfield,1.77,19,1.77,2009,2.25,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Argentina Italy,EU_Major
Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,Spain  France,13,No,NA,31,18,2012,17,641,133,445,485,14,left,Defender,1.91,18,1.91,2012,1.214285714,left,0,"[18,21)","(1.83,2]","(8,56]",2010s,Spain France,EU_Major
Ayoze Díaz Díaz,https://fbref.com/en/players/b7209bcc/Ayoze-Diaz-Diaz,https://www.transfermarkt.com/ayoze-diaz/profil/spieler/16124,Spain,15,Yes,32,43,17,2002,5,145,20,288,288,0,left,Defender,1.75,17,1.75,2002,0,left,1,"[15,18)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Ayoze García,https://fbref.com/en/players/e94dfdc6/Ayoze-Garcia,https://www.transfermarkt.com/ayoze-garcia/profil/spieler/51518,Spain,21,Yes,39,39,18,2003,NA,NA,NA,431,431,0,left,Defender,1.72,18,1.72,2003,0,left,1,"[18,21)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Aythami Artiles,https://fbref.com/en/players/01ae64cd/Aythami-Artiles,https://www.transfermarkt.com/aythami-artiles/profil/spieler/44735,Spain,19,No,NA,39,20,2006,5,180,26,390,390,0,right,Defender,1.85,20,1.85,2006,0,right,0,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Baba Diawara,https://fbref.com/en/players/09b7100a/Baba-Diawara,https://www.transfermarkt.com/baba/profil/spieler/69819,Senegal,18,No,NA,37,20,2007,1,69,13,242,242,0,right,Attack,1.82,20,1.82,2007,0,right,0,"[18,21)","(1.78,1.83]","[1,3]",2000s,Senegal,Rest_of_World
Bacari,https://fbref.com/en/players/318ad79c/Bacari,https://www.transfermarkt.com/bacari/profil/spieler/182257,The Gambia  Spain,14,Yes,37,37,23,2010,3,502,55,85,86,1,left,Attack,1.78,23,1.78,2010,3,left,1,"[21,24)","[1.6,1.78]","[1,3]",2010s,The Gambia Spain,EU_Major
Baltasar Rigo,https://fbref.com/en/players/b80570db/Baltasar-Rigo,https://www.transfermarkt.com/baltasar-rigo/profil/spieler/70910,Spain,17,No,NA,40,23,2008,NA,NA,NA,40,40,0,left,Defender,1.85,23,1.85,2008,0,left,0,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Bartłomiej Pawłowski,https://fbref.com/en/players/232ac943/Bartlomiej-Pawlowski,https://www.transfermarkt.com/bartlomiej-pawlowski/profil/spieler/153667,Poland,16,No,NA,32,17,2010,5,409,45,282,282,0,right,Attack,1.78,17,1.78,2010,0,right,0,"[15,18)","[1.6,1.78]","(3,8]",2010s,Poland,Rest_of_World
Beñat Etxebarria,https://fbref.com/en/players/b037bd4f/Benat-Etxebarria,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888,Spain,15,Yes,34,38,19,2006,7,185,31,353,353,0,right,Midfield,1.76,19,1.76,2006,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Bebé,https://fbref.com/en/players/d8712bf9/Bebe,https://www.transfermarkt.com/bebe/profil/spieler/153427,Cape Verde  Portugal,16,No,NA,35,20,2010,3,601,92,333,355,6,right,Attack,1.9,20,1.9,2010,0.5,right,0,"[18,21)","(1.83,2]","[1,3]",2010s,Cape Verde Portugal,EU_Major
Benoît Trémoulinas,https://fbref.com/en/players/37a24709/Benoit-Tremoulinas,https://www.transfermarkt.com/benoit-tremoulinas/profil/spieler/43264,France,13,Yes,34,39,21,2007,17,323,59,284,287,1,left,Defender,1.73,21,1.73,2007,17,left,1,"[21,24)","[1.6,1.78]","(8,56]",2000s,France,EU_Major
Bernardo Espinosa,https://fbref.com/en/players/4242011c/Bernardo-Espinosa,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598,Colombia  Spain,18,Yes,36,36,18,2007,4,270,27,384,384,0,right,Defender,1.92,18,1.92,2007,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Colombia Spain,EU_Major
Beto,https://fbref.com/en/players/3b4941e4/Beto,https://www.transfermarkt.com/beto/profil/spieler/35242,Portugal,17,Yes,40,43,23,2007,10,387,118,320,330,16,right,Goalkeeper,1.82,23,1.82,2007,0.625,right,1,"[21,24)","(1.78,1.83]","(8,56]",2000s,Portugal,EU_Major
Bobley Anderson,https://fbref.com/en/players/f691678c/Bobley-Anderson,https://www.transfermarkt.com/bobley-anderson/profil/spieler/221076,Cote d'Ivoire,4,Yes,24,33,20,2013,NA,NA,NA,30,30,0,right,Attack,1.85,20,1.85,2013,0,right,1,"[18,21)","(1.83,2]",NA,2010s,Cote d'Ivoire,Rest_of_World
Bojan Jokić,https://fbref.com/en/players/8ac44cc2/Bojan-Jokic,https://www.transfermarkt.com/bojan-jokic/profil/spieler/44317,Slovenia,19,Yes,38,39,19,2007,9,419,86,280,353,13,left,Defender,1.76,19,1.76,2007,0.692307692,left,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Slovenia,Rest_of_World
Bojan Krkić,https://fbref.com/en/players/9fa0a0b8/Bojan-Krkic,https://www.transfermarkt.com/bojan-krkic/profil/spieler/44675,Spain  Serbia,16,Yes,33,34,17,2007,8,515,82,374,375,1,right,Attack,1.7,17,1.7,2007,8,right,1,"[15,18)","[1.6,1.78]","(3,8]",2000s,Spain Serbia,EU_Major
Borja Ekiza,https://fbref.com/en/players/6465e1c9/Borja-Ekiza,https://www.transfermarkt.com/borja-ekiza/profil/spieler/89318,Spain,12,Yes,34,37,22,2010,3,113,16,105,105,0,right,Defender,1.82,22,1.82,2010,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Borja Fernández,https://fbref.com/en/players/3ebe8651/Borja-Fernandez,https://www.transfermarkt.com/borja-fernandez/profil/spieler/271988,Spain,12,No,NA,29,19,2014,NA,NA,NA,109,109,0,right,Midfield,1.78,19,1.78,2014,0,right,0,"[18,21)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Borja Fernández,https://fbref.com/en/players/9127f9ce/Borja-Fernandez,https://www.transfermarkt.com/borja-fernandez/profil/spieler/7512,Spain,16,Yes,38,44,22,2003,2,77,9,393,393,0,right,Midfield,1.89,22,1.89,2003,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Borja Gómez Pérez,https://fbref.com/en/players/95abfdfd/Borja-Gomez-Perez,https://www.transfermarkt.com/borja-gomez/profil/spieler/65060,Spain,12,Yes,34,37,22,2010,2,233,32,147,147,0,left,Defender,1.83,22,1.83,2010,0,left,1,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Borja García,https://fbref.com/en/players/13c3bec9/Borja-Garcia,https://www.transfermarkt.com/borja-garcia/profil/spieler/89368,Spain,15,No,NA,35,21,2011,2,227,30,14,14,0,right,Defender,1.85,21,1.85,2011,0,right,0,"[21,24)","(1.83,2]","[1,3]",2010s,Spain,EU_Major
