transfermarkt_id,player_name,player_url,status,name_home_country_fbref,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_url
110868,Ryan Tunnicliffe,https://fbref.com/en/players/534e83a0/Ryan-Tunnicliffe,Success,Not found,30-Dec-92,Not found,183,England eng,MF (CM-DM),Right,2011-2012,18 years,P'borough Utd,2011,https://www.transfermarkt.com/ryan-tunnicliffe/profil/spieler/110868
39518,Ben Turner,https://fbref.com/en/players/b034ebe2/Ben-Turner,Success,Not found,21-Jan-88,Not found,193,England eng,DF (CB),Right,2006-2007,18 years,P'borough Utd,2006,https://www.transfermarkt.com/ben-turner/profil/spieler/39518
141835,Álvaro Vázquez,https://fbref.com/en/players/d2d8675a/Alvaro-Vazquez,Success,Not found,"April 27, 1991 (Age: 34-212d)","Badalona, Spain",182,Spain,FW,Right,2010-2011,19 years,Espanyol,2010,https://www.transfermarkt.com/lvaro-vzquez/profil/spieler/141835
202228,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,Success,Not found,"September 26, 1995 (Age: 30-060d)","Belgrade, Serbia",184,Serbia rs  Other: Switzerland,DF (CB),Right,2013-2014,17 years,Tottenham,2013,https://www.transfermarkt.com/milo-veljkovi/profil/spieler/202228
94783,Santiago Vergini,https://fbref.com/en/players/6d041dd0/Santiago-Vergini,Success,Not found,3-Aug-88,Not found,191,Argentina,"DF (CB, right)",Right,2013-2014,24 years,Sunderland,2013,https://www.transfermarkt.com/santiago-vergini/profil/spieler/94783
101500,Matěj Vydra,https://fbref.com/en/players/0d4ceb32/Matej-Vydra,Success,Not found,"May 1, 1992 (Age: 33-208d)","Chotěboř, Czech Republic",180,Czech Republic,FW-MF (AM),Right,2009-2010,17 years,Baník Ostrava,2009,https://www.transfermarkt.com/matj-vydra/profil/spieler/101500
77760,Victor Wanyama,https://fbref.com/en/players/e0900238/Victor-Wanyama,Success,Not found,"June 25, 1991 (Age: 34-153d)","Nairobi, Kenya",188,Kenya,MF (CM-DM),Right,2009-2010,18 years,Beerschot,2009,https://www.transfermarkt.com/victor-wanyama/profil/spieler/77760
92572,Joel Ward,https://fbref.com/en/players/8a7ff278/Joel-Ward,Success,Not found,29-Oct-89,Not found,188,Not found,"DF-MF (DM-FB, right)",Right,2008-2009,18 years,Bournemouth,2008,https://www.transfermarkt.com/joel-ward/profil/spieler/92572
3762,Peter Whittingham,https://fbref.com/en/players/f2286f20/Peter-Whittingham,Success,Not found,8-Sep-84,Not found,178,England eng,MF (WM),Left,2002-2003,17 years,Aston Villa,2002,https://www.transfermarkt.com/peter-whittingham/profil/spieler/3762
170322,Jonny Williams,https://fbref.com/en/players/49b8432c/Jonny-Williams,Success,Not found,"October 9, 1993 (Age: 32-047d)","Pembury, England, United Kingdom",168,Wales wls,FW-MF (AM-CM),Left,2011-2012,17 years,Crystal Palace,2011,https://www.transfermarkt.com/jonny-williams/profil/spieler/170322
661171,Willian,https://fbref.com/en/players/f4dfafb8/Willian,Success,Not found,21-May-99,Not found,Not found,Not found,DF,Not found,2020-2021,21 years,Ourense CF,2020,https://www.transfermarkt.com/willian/profil/spieler/661171
39033,James Wilson,https://fbref.com/en/players/77621175/James-Wilson,Success,Not found,"February 26, 1989 (Age: 36-272d)","Chepstow, Wales, United Kingdom",191,Wales wls,DF (CB),Right,2008-2009,19 years,Bristol City,2008,https://www.transfermarkt.com/james-wilson/profil/spieler/39033
54775,Magnus Wolff Eikrem,https://fbref.com/en/players/3a770838/Magnus-Wolff-Eikrem,Success,Not found,"August 8, 1990 (Age: 35-109d)","Molde, Norway",183,Norway,FW-MF (AM),Right,2011,20 years,Molde,Not found,https://www.transfermarkt.com/magnus-wolff-eikrem/profil/spieler/54775
41355,Ricky van Wolfswinkel,https://fbref.com/en/players/dbe16ade/Ricky-van-Wolfswinkel,Success,Not found,"January 27, 1989 (Age: 36-302d)","Woudenberg, Netherlands",185,Netherlands,FW-MF,Right,2007-2008,18 years,Vitesse,2007,https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355
169801,Cauley Woodrow,https://fbref.com/en/players/d3085b49/Cauley-Woodrow,Success,Not found,"December 2, 1994 (Age: 30-358d)","Hemel Hempstead, England, United Kingdom",184,England eng,FW-MF,Right,2013-2014,18 years,Southend United,2013,https://www.transfermarkt.com/cauley-woodrow/profil/spieler/169801
3270,Joseph Yobo,https://fbref.com/en/players/acd633df/Joseph-Yobo,Success,Not found,6-Sep-80,Not found,188,Nigeria,DF (CB),Right,2001-2002,20 years,Marseille,2001,https://www.transfermarkt.com/joseph-yobo/profil/spieler/3270
145988,Wilfried Zaha,https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha,Success,Not found,"November 10, 1992 (Age: 33-015d)","Abidjan, Côte d'Ivoire",180,Côte d'Ivoire ci  Other: England,FW-MF (AM-WM),Right,2009-2010,16 years,Crystal Palace,2009,https://www.transfermarkt.com/wilfried-zaha/profil/spieler/145988
25542,Elsad Zverotić,https://fbref.com/en/players/e7fd18a4/Elsad-Zverotic,Success,Not found,31-Oct-86,Not found,178,Montenegro,"DF-MF (CB-DM-FB, right)",Right,2008-2009,21 years,Luzern,2008,https://www.transfermarkt.com/elsad-zveroti/profil/spieler/25542
258188,Rolando Aarons,https://fbref.com/en/players/c5942695/Rolando-Aarons,Success,Not found,"November 16, 1995 (Age: 30-009d)","Kingston, Jamaica",175,England eng  Other: Jamaica,MF (WM),Left,2014-2015,18 years,Newcastle Utd,2014,https://www.transfermarkt.com/rolando-aarons/profil/spieler/258188
111036,Mehdi Abeid,https://fbref.com/en/players/a4c3f7af/Mehdi-Abeid,Success,Not found,"August 6, 1992 (Age: 33-111d)","Montreuil, France",178,Algeria dz  Other: France,MF (CM-DM),Right,2012-2013,19 years,St Johnstone,2012,https://www.transfermarkt.com/mehdi-abeid/profil/spieler/111036
42710,Toby Alderweireld,https://fbref.com/en/players/f7d50789/Toby-Alderweireld,Success,Not found,2-Mar-89,Not found,187,Belgium,DF (CB-FB),Right,2008-2009,19 years,Ajax,2008,https://www.transfermarkt.com/toby-alderweireld/profil/spieler/42710
128895,Jak Alnwick,https://fbref.com/en/players/b0835fc0/Jak-Alnwick,Success,Not found,"June 17, 1993 (Age: 32-161d)","Hexham, England, United Kingdom",187,England eng,GK,Right,2011-2012,18 years,Gateshead,2011,https://www.transfermarkt.com/jak-alnwick/profil/spieler/128895
76077,Ricky Álvarez,https://fbref.com/en/players/92a5ac34/Ricky-Alvarez,Success,Not found,12-Apr-88,Not found,188,Argentina,MF (AM-WM),Left,2011-2012,23 years,Inter,2011,https://www.transfermarkt.com/ricky-lvarez/profil/spieler/76077
55291,Scott Arfield,https://fbref.com/en/players/b1313ec4/Scott-Arfield,Success,Not found,"November 1, 1988 (Age: 37-024d)","Livingston, Scotland, United Kingdom",178,Canada ca  Other: Scotland,MF (AM-CM-WM),Right,2007-2008,18 years,Falkirk,2007,https://www.transfermarkt.com/scott-arfield/profil/spieler/55291
186997,Christian Atsu,https://fbref.com/en/players/8816329f/Christian-Atsu,Success,Not found,10-Jan-92,Not found,172,Ghana,"FW-MF (WM, left)",Left,2011-2012,19 years,Rio Ave,2011,https://www.transfermarkt.com/christian-atsu/profil/spieler/186997
129627,Charlie Austin,https://fbref.com/en/players/8d228291/Charlie-Austin,Success,Not found,5-Jul-89,Not found,188,Not found,FW,Right,2009-2010,20 years,Swindon Town,2009,https://www.transfermarkt.com/charlie-austin/profil/spieler/129627
63200,Ashley Barnes,https://fbref.com/en/players/2691c772/Ashley-Barnes,Success,Not found,"October 30, 1989 (Age: 36-026d)","Bath, England, United Kingdom",183,England eng  Other: Austria,FW-MF,Right,2007-2008,17 years,Salisbury City,2007,https://www.transfermarkt.com/ashley-barnes/profil/spieler/63200
189070,Modou Barrow,https://fbref.com/en/players/75783f5f/Modou-Barrow,Success,Not found,"October 13, 1992 (Age: 33-043d)","Banjul, Gambia",176,Gambia,FW-MF (AM),Right,2012,19 years,Norrköping,Not found,https://www.transfermarkt.com/modou-barrow/profil/spieler/189070
191217,Héctor Bellerín,https://fbref.com/en/players/f874dd44/Hector-Bellerin,Success,Not found,"March 19, 1995 (Age: 30-251d)","Barcelona, Spain",177,Spain,"DF-MF (FB, right)",Right,2013-2014,18 years,Watford,2013,https://www.transfermarkt.com/hctor-bellern/profil/spieler/191217
93905,Muhamed Bešić,https://fbref.com/en/players/7ca9f0f0/Muhamed-Besic,Success,Not found,"September 10, 1992 (Age: 33-076d)","Berlin, Germany",177,Bosnia and Herzegovina ba  Other: Germany,DF-MF (CM-DM),Right,2010-2011,17 years,Hamburger SV,2010,https://www.transfermarkt.com/muhamed-bei/profil/spieler/93905
134414,Tyler Blackett,https://fbref.com/en/players/a68a5466/Tyler-Blackett,Success,Not found,2-Apr-94,Not found,186,England eng,"DF (CB-FB, left)",Left,2013-2014,19 years,Blackpool,2013,https://www.transfermarkt.com/tyler-blackett/profil/spieler/134414
54576,Sebastián Blanco,https://fbref.com/en/players/4ddd0834/Sebastian-Blanco,Success,Not found,"March 15, 1988 (Age: 37-255d)","Lomas de Zamora, Argentina",168,Argentina,FW-MF (AM),Right,2011-2012,23 years,Metalist,2011,https://www.transfermarkt.com/sebastin-blanco/profil/spieler/54576
12282,Daley Blind,https://fbref.com/en/players/691bef82/Daley-Blind,Success,Not found,"March 9, 1990 (Age: 35-261d)","Amsterdam, Netherlands",180,Netherlands,"DF-MF (CB-DM-FB, left)",Left,2008-2009,18 years,Ajax,2008,https://www.transfermarkt.com/daley-blind/profil/spieler/12282
156934,Tyias Browning,https://fbref.com/en/players/c4e180f0/Tyias-Browning,Success,Not found,"May 27, 1994 (Age: 31-182d)","Liverpool, England, United Kingdom",181,China PR cn  Other: England,DF (CB),Right,2013-2014,19 years,Wigan Athletic,2013,https://www.transfermarkt.com/tyias-browning/profil/spieler/156934
77329,Will Buckley,https://fbref.com/en/players/b1929302/Will-Buckley,Success,Not found,21-Nov-89,Not found,183,Not found,"FW-MF (WM, left)",Both,2007-2008,17 years,Rochdale,2007,https://www.transfermarkt.com/will-buckley/profil/spieler/77329
264220,Reece Burke,https://fbref.com/en/players/a681b7b7/Reece-Burke,Success,Not found,"September 2, 1996 (Age: 29-084d)","Newham, England, United Kingdom",188,England eng,"DF (CB, right)",Right,2014-2015,17 years,West Ham,2014,https://www.transfermarkt.com/reece-burke/profil/spieler/264220
19948,Willy Caballero,https://fbref.com/en/players/a179d516/Willy-Caballero,Success,Not found,28-Sep-81,Not found,185,Argentina,GK,Right,2004-2005,22 years,Elche,2004,https://www.transfermarkt.com/willy-caballero/profil/spieler/19948
113707,Rémy Cabella,https://fbref.com/en/players/148e136f/Remy-Cabella,Success,Not found,"March 8, 1990 (Age: 35-262d)","Ajaccio, France",171,France,FW-MF (AM),Right,2010-2011,20 years,Arles-Avignon,2010,https://www.transfermarkt.com/rmy-cabella/profil/spieler/113707
7520,Esteban Cambiasso,https://fbref.com/en/players/4d801075/Esteban-Cambiasso,Success,Not found,18-Aug-80,Not found,177,Argentina,MF (DM),Left,2002-2003,21 years,Real Madrid,2002,https://www.transfermarkt.com/esteban-cambiasso/profil/spieler/7520
131248,Joel Campbell,https://fbref.com/en/players/895ff3ca/Joel-Campbell,Success,Not found,"June 26, 1992 (Age: 33-152d)","San José, Costa Rica",178,Costa Rica,FW-MF (AM),Left,2011-2012,19 years,Lorient,2011,https://www.transfermarkt.com/joel-campbell/profil/spieler/131248
119296,Emre Can,https://fbref.com/en/players/d2515542/Emre-Can-Agil,Success,Not found,16-Oct-03,Not found,Not found,Not found,MF,Not found,2019-2020,15 years,Arminia,2019,https://www.transfermarkt.com/emre-can/profil/spieler/119296
128900,Nathaniel Chalobah,https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,Success,Not found,"December 12, 1994 (Age: 30-348d)","Freetown, Sierra Leone",185,England eng  Other: Sierra Leone,DF-MF (CM),Right,2012-2013,17 years,Watford,2012,https://www.transfermarkt.com/nathaniel-chalobah/profil/spieler/128900
196948,Andreas Christensen,https://fbref.com/en/players/1cb49278/Andreas-Christensen,Success,Not found,"April 10, 1996 (Age: 29-229d)","Lillerød, Denmark",188,Denmark,DF-MF (CB),Right,2014-2015,18 years,Chelsea,2014,https://www.transfermarkt.com/andreas-christensen/profil/spieler/196948
362809,Brandon Comley,https://fbref.com/en/players/caf7a176/Brandon-Comley,Success,Not found,"November 18, 1995 (Age: 30-007d)","Islington, England, United Kingdom",180,Montserrat ms  Other: England,MF (CM-DM),Right,2014-2015,18 years,QPR,2014,https://www.transfermarkt.com/brandon-comley/profil/spieler/362809
44779,Diego Costa,https://fbref.com/en/players/a190d597/Diego-Costa,Success,Not found,7-Oct-88,Not found,188,Spain es  Other: Brazil,FW,Right,2006-2007,17 years,Braga,2006,https://www.transfermarkt.com/diego-costa/profil/spieler/44779
108390,Thibaut Courtois,https://fbref.com/en/players/1840e36d/Thibaut-Courtois,Success,Not found,"May 11, 1992 (Age: 33-198d)","Bree, Belgium",199,Belgium,GK,Left,2008-2009,16 years,Genk,2008,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390
92571,Aaron Cresswell,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Success,Not found,"December 15, 1989 (Age: 35-345d)","Liverpool, England, United Kingdom",170,England eng,"DF-MF (CB-FB, left)",Left,2008-2009,18 years,Tranmere Rovers,2008,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571
91970,Juan Cuadrado,https://fbref.com/en/players/0ab1f153/Juan-Cuadrado,Success,Not found,"May 26, 1988 (Age: 37-183d)","Bogotá, Colombia",178,Colombia,"DF-FW-MF (AM-FB-WM, right)",Right,2009-2010,21 years,Udinese,2009,https://www.transfermarkt.com/juan-cuadrado/profil/spieler/91970
137669,Jason Davidson,https://fbref.com/en/players/46bcd68d/Jason-Davidson,Success,Not found,"June 29, 1991 (Age: 34-149d)","Melbourne, Australia",180,Australia,"DF-MF (FB, left)",Left,2009-2010,18 years,Paços de Ferreira,2009,https://www.transfermarkt.com/jason-davidson/profil/spieler/137669
45320,Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,Success,Not found,"February 14, 1988 (Age: 37-284d)","Rosario, Argentina",180,Argentina,FW-MF (AM-CM-WM),Left,2007-2008,19 years,Benfica,2007,https://www.transfermarkt.com/ngel-di-mara/profil/spieler/45320
175722,Eric Dier,https://fbref.com/en/players/ac861941/Eric-Dier,Success,Not found,"January 15, 1994 (Age: 31-314d)","Cheltenham, England, United Kingdom",188,England eng,DF-MF (CB-DM),Right,2012-2013,18 years,Sporting CP,2012,https://www.transfermarkt.com/eric-dier/profil/spieler/175722
173832,Michael Doughty,https://fbref.com/en/players/e98740ac/Michael-Doughty,Success,Not found,20-Nov-92,Not found,185,Wales wls  Other: England,MF (CM-WM),Right,2011-2012,18 years,Crawley Town,2011,https://www.transfermarkt.com/michael-doughty/profil/spieler/173832
73491,Danny Drinkwater,https://fbref.com/en/players/2649ff32/Danny-Drinkwater,Success,Not found,5-Mar-90,Not found,178,England eng,MF (CM-DM),Right,2009-2010,19 years,Huddersfield,2009,https://www.transfermarkt.com/danny-drinkwater/profil/spieler/73491
119269,Michael Duff,https://fbref.com/en/players/eabdc970/Michael-Duff,Success,Not found,11-Jan-78,Not found,185,Northern Ireland nir,DF (CB),Right,2002-2003,24 years,Cheltenham,2002,https://www.transfermarkt.com/michael-duff/profil/spieler/119269
27805,Eljero Elia,https://fbref.com/en/players/05cb19c5/Eljero-Elia,Success,Not found,13-Feb-87,Not found,176,Netherlands,"FW-MF (WM, left)",Right,2004-2005,17 years,ADO Den Haag,2004,https://www.transfermarkt.com/eljero-elia/profil/spieler/27805
39152,Radamel Falcao,https://fbref.com/en/players/66116290/Radamel-Falcao,Success,Not found,"February 10, 1986 (Age: 39-288d)","Santa Marta, Colombia",177,Colombia,FW,Right,2009-2010,23 years,Porto,2009,https://www.transfermarkt.com/radamel-falcao/profil/spieler/39152
45314,Federico Fazio,https://fbref.com/en/players/4e358a2d/Federico-Fazio,Success,Not found,17-Mar-87,Not found,195,Argentina,DF (CB),Right,2007-2008,20 years,Sevilla B,2007,https://www.transfermarkt.com/federico-fazio/profil/spieler/45314
85475,Federico Fernández,https://fbref.com/en/players/f25b010f/Federico-Fernandez,Success,Not found,21-Feb-89,Not found,189,Argentina,DF (CB),Right,2011-2012,22 years,Napoli,2011,https://www.transfermarkt.com/federico-fernndez/profil/spieler/85475
7767,Fernando,https://fbref.com/en/players/1aa72854/Fernando-Soriano,Success,Not found,24-Sep-79,Not found,189,Spain,MF (CM-DM),Right,2001-2002,21 years,Recreativo,2001,https://www.transfermarkt.com/fernando/profil/spieler/7767
52570,Fraser Forster,https://fbref.com/en/players/c3e39f12/Fraser-Forster,Success,Not found,17-Mar-88,Not found,201,England eng,GK,Right,2008-2009,20 years,Stockport,2008,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570
351755,Darnell Furlong,https://fbref.com/en/players/3ec9195b/Darnell-Furlong,Success,Not found,"October 31, 1995 (Age: 30-025d)","Luton, England, United Kingdom",180,Not found,"DF-MF (FB, right)",Right,2014-2015,18 years,QPR,2014,https://www.transfermarkt.com/darnell-furlong/profil/spieler/351755
208244,Brendan Galloway,https://fbref.com/en/players/321506b3/Brendan-Galloway,Success,Not found,"March 17, 1996 (Age: 29-253d)","Harare, Zimbabwe",186,Zimbabwe zw  Other: England,DF,Left,2011-2012,15 years,MK Dons,2011,https://www.transfermarkt.com/brendan-galloway/profil/spieler/208244
121686,Cristian Gamboa,https://fbref.com/en/players/f27680d9/Cristian-Gamboa,Success,Not found,24-Oct-89,Not found,175,Costa Rica,"DF-MF (DM-FB, right)",Right,2011,21 years,Fredrikstad,Not found,https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686
226964,Dominic Gape,https://fbref.com/en/players/f744b4df/Dominic-Gape,Success,Not found,"September 9, 1994 (Age: 31-077d)","Burton Bradstock, England, United Kingdom",180,Not found,MF (CM),Right,2014-2015,19 years,Southampton,2014,https://www.transfermarkt.com/dominic-gape/profil/spieler/226964
57423,Florin Gardoș,https://fbref.com/en/players/70eb7e9d/Florin-Gardos,Success,Not found,29-Oct-88,Not found,194,Romania,DF-MF (CB-DM),Right,2010-2011,21 years,Steaua,2010,https://www.transfermarkt.com/florin-gardo/profil/spieler/57423
127987,Carles Gil,https://fbref.com/en/players/11c30a46/Carles-Gil,Success,Not found,"November 22, 1992 (Age: 33-003d)","Valencia, Spain",170,Spain,FW-MF (AM-WM),Left,2012-2013,19 years,Elche,2012,https://www.transfermarkt.com/carles-gil/profil/spieler/127987
22388,Bafétimbi Gomis,https://fbref.com/en/players/3d6686f9/Bafetimbi-Gomis,Success,Not found,6-Aug-85,Not found,185,France,FW,Right,2004-2005,18 years,Saint-Étienne,2004,https://www.transfermarkt.com/baftimbi-gomis/profil/spieler/22388
374889,Kenji Gorré,https://fbref.com/en/players/52d1a4c6/Kenji-Gorre,Success,Not found,"September 29, 1994 (Age: 31-057d)","Gemeente Spijkenisse, Netherlands",178,Curaçao cw  Other: Netherlands,FW-MF,Right,2014-2015,19 years,Swansea City,2014,https://www.transfermarkt.com/kenji-gorr/profil/spieler/374889
264199,Reece Grego-Cox,https://fbref.com/en/players/16f65d25/Reece-Grego-Cox,Success,Not found,"November 12, 1996 (Age: 29-013d)","Hammersmith, England, United Kingdom",170,Republic of Ireland ie  Other: England,FW-MF,Right,2014-2015,17 years,QPR,2014,https://www.transfermarkt.com/reece-grego-cox/profil/spieler/264199
265471,Matt Grimes,https://fbref.com/en/players/81a487b9/Matt-Grimes,Success,Not found,"July 15, 1995 (Age: 30-133d)","Exeter, England, United Kingdom",178,England eng,MF (CM-DM),Left,2013-2014,18 years,Exeter City,2013,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471
67283,Ben Hamer,https://fbref.com/en/players/d822a850/Ben-Hamer,Success,Not found,"November 20, 1987 (Age: 38-005d)","Chard, England, United Kingdom",180,Not found,GK,Right,2006-2007,18 years,Crawley Town,2006,https://www.transfermarkt.com/ben-hamer/profil/spieler/67283
33065,Dean Hammond,https://fbref.com/en/players/577c12e5/Dean-Hammond,Success,Not found,7-Mar-83,Not found,183,Not found,MF,Right,2002-2003,19 years,Brighton,2002,https://www.transfermarkt.com/dean-hammond/profil/spieler/33065
34130,Tom Heaton,https://fbref.com/en/players/a6de6361/Tom-Heaton,Success,Not found,"April 15, 1986 (Age: 39-224d)","Chester, England, United Kingdom",187,England eng,GK,Right,2005-2006,19 years,Swindon Town,2005,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130
314237,Rushian Hepburn-Murphy,https://fbref.com/en/players/1e2012a6/Rushian-Hepburn-Murphy,Success,Not found,"September 19, 1998 (Age: 27-067d)","Birmingham, England, United Kingdom",187,England eng,FW,Right,2014-2015,15 years,Aston Villa,2014,https://www.transfermarkt.com/rushian-hepburn-murphy/profil/spieler/314237
76608,Abel Hernández,https://fbref.com/en/players/a36da810/Abel-Hernandez,Success,Not found,"August 8, 1990 (Age: 35-109d)","Pando, Uruguay",185,Uruguay,FW,Left,2008-2009,17 years,Palermo,2008,https://www.transfermarkt.com/abel-hernndez/profil/spieler/76608
99343,Ander Herrera,https://fbref.com/en/players/436a9dd0/Ander-Herrera,Success,Not found,"August 14, 1989 (Age: 36-103d)","Zaragoza, Spain",181,Spain,"MF (AM-CM-DM-WM, right)",Right,2008-2009,18 years,Zaragoza,2008,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343
315185,Jake Hesketh,https://fbref.com/en/players/4c83c9f8/Jake-Hesketh,Success,Not found,27-Mar-96,Not found,168,Not found,FW-MF,Right,2014-2015,18 years,Southampton,2014,https://www.transfermarkt.com/jake-hesketh/profil/spieler/315185
64308,Brown Ideye,https://fbref.com/en/players/f519b556/Brown-Ideye,Success,Not found,"October 10, 1988 (Age: 37-046d)","Lagos, Nigeria",180,Nigeria,FW,Right,2007-2008,18 years,Xamax,2007,https://www.transfermarkt.com/brown-ideye/profil/spieler/64308
134294,Danny Ings,https://fbref.com/en/players/07802f7f/Danny-Ings,Success,Not found,"July 23, 1992 (Age: 33-125d)","Winchester, England, United Kingdom",178,England eng,FW,Right,2010-2011,18 years,Bournemouth,2010,https://www.transfermarkt.com/danny-ings/profil/spieler/134294
226965,Lloyd Isgrove,https://fbref.com/en/players/430696d5/Lloyd-Isgrove,Success,Not found,12-Jan-93,Not found,178,Wales wls  Other: England,"MF (WM, right)",Right,2013-2014,20 years,P'borough Utd,2013,https://www.transfermarkt.com/lloyd-isgrove/profil/spieler/226965
43722,Mauricio Isla,https://fbref.com/en/players/de4517dd/Mauricio-Isla,Success,Not found,"June 12, 1988 (Age: 37-166d)","Buin, Chile",176,Chile,"DF-MF (FB-WM, right)",Right,2007-2008,19 years,Udinese,2007,https://www.transfermarkt.com/mauricio-isla/profil/spieler/43722
73522,Matty James,https://fbref.com/en/players/ebd0a048/Matty-James,Success,Not found,"July 22, 1991 (Age: 34-126d)","Bacup, England, United Kingdom",178,England eng,MF (CM-DM),Right,2009-2010,18 years,Preston,2009,https://www.transfermarkt.com/matty-james/profil/spieler/73522
60744,Daryl Janmaat,https://fbref.com/en/players/45da6694/Daryl-Janmaat,Success,Not found,22-Jul-89,Not found,185,Netherlands,"DF (CB-FB, right)",Right,2007-2008,18 years,ADO Den Haag,2007,https://www.transfermarkt.com/daryl-janmaat/profil/spieler/60744
45509,Siem de Jong,https://fbref.com/en/players/cf2a6ace/Siem-de-Jong,Success,Not found,28-Jan-89,Not found,185,Netherlands nl  Other: Switzerland,FW-MF (AM),Right,2007-2008,18 years,Ajax,2007,https://www.transfermarkt.com/siem-de-jong/profil/spieler/45509
33507,Lukas Jutkiewicz,https://fbref.com/en/players/3943a06f/Lukas-Jutkiewicz,Success,Not found,28-Mar-89,Not found,185,Not found,FW,Left,2005-2006,16 years,Swindon Town,2005,https://www.transfermarkt.com/lukas-jutkiewicz/profil/spieler/33507
118534,Michael Keane,https://fbref.com/en/players/c5b7c315/Michael-Keane,Success,Not found,"January 11, 1993 (Age: 32-318d)","Stockport, England, United Kingdom",191,England eng,DF (CB),Right,2012-2013,19 years,Leicester City,2012,https://www.transfermarkt.com/michael-keane/profil/spieler/118534
56872,Andy King,https://fbref.com/en/players/d790907f/Andy-King,Success,Not found,29-Oct-88,Not found,183,Wales wls  Other: England,MF (CM),Right,2007-2008,18 years,Leicester City,2007,https://www.transfermarkt.com/andy-king/profil/spieler/56872
149237,Anthony Knockaert,https://fbref.com/en/players/6c679c6d/Anthony-Knockaert,Success,Not found,"November 20, 1991 (Age: 34-005d)","Roubaix, France",172,France,"FW-MF (AM-WM, right)",Left,2011-2012,19 years,Guingamp,2011,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237
66934,Cheikhou Kouyaté,https://fbref.com/en/players/8d3c902d/Cheikhou-Kouyate,Success,Not found,"December 21, 1989 (Age: 35-339d)",Senegal,193,Senegal,DF-MF (CB-CM-DM),Right,2007-2008,17 years,Brussels,2007,https://www.transfermarkt.com/cheikhou-kouyat/profil/spieler/66934
347895,Cole Kpekawa,https://fbref.com/en/players/ee15cb07/Cole-Kpekawa,Success,Not found,20-May-96,Not found,176,England eng,DF,Right,2014-2015,18 years,Portsmouth,2014,https://www.transfermarkt.com/cole-kpekawa/profil/spieler/347895
46580,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,Success,Not found,"June 19, 1991 (Age: 34-159d)","Zagreb, Croatia",180,Croatia,FW-MF (AM-CM),Right,2008-2009,17 years,Dinamo Zagreb,2008,https://www.transfermarkt.com/andrej-kramari/profil/spieler/46580
44675,Bojan Krkić,https://fbref.com/en/players/9fa0a0b8/Bojan-Krkic,Success,Not found,28-Aug-90,Not found,170,Spain,FW-MF (AM-WM),Right,2007-2008,16 years,Barcelona,2007,https://www.transfermarkt.com/bojan-krki/profil/spieler/44675
85928,Daniel Lafferty,https://fbref.com/en/players/cfc41f7a/Daniel-Lafferty,Success,Not found,"April 1, 1989 (Age: 36-238d)","Derry, Northern Ireland, United Kingdom",185,Northern Ireland nir,"DF (FB, left)",Left,2009-2010,20 years,Ayr United,2009,https://www.transfermarkt.com/daniel-lafferty/profil/spieler/85928
141660,Jesse Lingard,https://fbref.com/en/players/810e3c74/Jesse-Lingard,Success,Not found,"December 15, 1992 (Age: 32-345d)","Warrington, England, United Kingdom",174,England eng,FW-MF (AM),Right,2012-2013,19 years,Leicester City,2012,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660
202886,Ruben Loftus-Cheek,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek,Success,Not found,"January 23, 1996 (Age: 29-306d)","Lewisham, England, United Kingdom",191,England eng,MF (AM-WM),Right,2014-2015,18 years,Chelsea,2014,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886
111114,Kevin Long,https://fbref.com/en/players/27465a11/Kevin-Cheung-a-Long,Success,Not found,10-Jan-88,Not found,Not found,Not found,DF,Not found,2019-2020,31 years,CSC Cayenne,2019,https://www.transfermarkt.com/kevin-long/profil/spieler/111114
21725,Filipe Luís,https://fbref.com/en/players/e4ed2628/Filipe-Luis,Success,Not found,9-Aug-85,Not found,182,Brazil,"DF (CB-FB, left)",Left,2005-2006,19 years,Real Madrid B,2005,https://www.transfermarkt.com/filipe-lus/profil/spieler/21725
177907,Harry Maguire,https://fbref.com/en/players/d8931174/Harry-Maguire,Success,Not found,"March 5, 1993 (Age: 32-265d)","Sheffield, England, United Kingdom",188,England eng,DF (CB),Right,2010-2011,17 years,Sheffield Utd,2010,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907
