player_name,transfermarkt_id
Fredrik Ulvestad,158022
Víctor Valdés,7589
Enner Valencia,139503
Jamie Vardy,197838
Silvestre Varela,31316
Eduardo Vargas,89718
Ross Wallace,9509
Marcin Wasilewski,16947
Philipp Wollscheid,53173
DeAndre Yedlin,255916
Mauro Zárate,26456
Kurt Zouma,157509
Filip Đuričić,94307
Almen Abdi,9966
Tammy Abraham,331726
Ibrahim Afellay,15760
Benik Afobe,110858
Dele Alli,207929
Ryan Allsop,111073
Daniel Amartey,214056
Jordan Amavi,241229
Nordin Amrabat,55619
José Ángel Crespo,37397
Michail Antonio,104124
Ikechi Anya,107427
Giedrius Arlauskis,69001
Harry Arter,55742
André Ayew,45403
Jordan Ayew,108354
Patrick Bamford,183334
Yohan Benalouane,50477
Steven Berghuis,129554
Hiram Boateng,244125
Cameron Borthwick-Jackson,258879
Cameron Brannagan,261357
Miguel Britos,76799
Sam Byram,236953
Sergi Canós,251845
Juan Carlos Paredes,100507
Bersant Celina,229695
Pedro Chirivella,242273
Jake Clarke-Salter,316551
Jordy Clasie,104223
Callum Connolly,308632
Steve Cook,90836
Josh Cullen,242606
Charlie Daniels,61819
Karl Darlow,99397
Matteo Darmian,54906
Tom Davies,314210
Troy Deeney,65477
Joe Dodoo,261738
Seydou Doumbia,75287
Kieran Dowell,258916
Éder,369081
Mohamed Elneny,160438
Tommy Elphick,37152
Emmanuel Emenike,120630
Sam Field,387331
Roberto Firmino,131789
Timothy Fosu-Mensah,315131
Simon Francis,13573
Christian Fuchs,6636
Ramiro Funes Mori,11111
Idrissa Gana Gueye,126665
Manu García,277118
Joe Gomez,256178
Lewis Grabban,35413
Max Gradel,28140
Demarai Gray,292417
André Green,309841
Rees Greenwood,320213
Jakob Haugaard,138335
Son Heung-min,91845
José Holebas,41112
George Honeyman,218140
Víctor Ibarbo,92141
Odion Ighalo,62121
Kelechi Iheanacho,295330
Giannelli Imbula,130756
Gökhan Inler,19041
Juan Iturbe,81455
Alex Iwobi,242631
Joselu,81999
Juanmi,126737
Sullay Kaikai,244130
N'Golo Kanté,225083
Kenedy,281404
Jonjoe Kenny,258883
Yann Kermorgant,57410
Wahbi Khazri,103565
Joshua King,91059
Stephen Kingsley,184398
Jan Kirchhoff,49734
Timm Klose,65255
Lamine Koné,57420
Kyle Lafferty,36884
Manuel Lanzini,135853
Jamaal Lascelles,183318
Miguel Layún,58576
Jonathan Leko,314266
Jeremain Lens,38497
Donald Love,179451
Jordan Lyden,251289
Yann M'Vila,60573
Shaun MacDonald,10375
José Manuel Jurado,28261
Anthony Martial,182877
Cuco Martina,91251
Adam Matthews,108878
Kevin Mbabu,183321
Chancel Mbemba,203348
Dieumerci Mbokani,44624
Memphis,167850
Matt Miazga,245893
Tyrone Mings,253677
Aleksandar Mitrović,51152
Clinton N'Jie,241119
Oumar Niasse,209781
Kristoffer Nordfeldt,75890
Allan Nyom,111508
Eunan O'Kane,61583
Pedro Obiang,101213
Vadis Odjidja-Ofoe,38388
Angelo Ogbonna,48002
Sheyi Ojo,236510
Shinji Okazaki,79642
Josh Onomah,243589
Divock Origi,148368
Nicolás Otamendi,54781
Obbi Oulare,314959
Reece Oxford,314295
Alberto Paloschi,68306
Alexandre Pato,37579
Dimitri Payet,37647
Pedro,65278
Matthew Pennington,220755
Jordan Pickford,130164
Ivo Pinto,82281
Sebastian Prödl,37981
Marc Pugh,36939
Baba Rahman,224884
Connor Randall,262545
Darren Randolph,51321
Tokelo Rantie,198495
Marcus Rashford,258923
Matt Ritchie,92469
Tyler Roberts,296986
Thomas Robson,257968
Sergio Romero,30690
Salomón Rondón,80197
Jordan Rossiter,258924
Henri Saivet,51540
Bakary Sako,46791
Bastian Schweinsteiger,2514
Xherdan Shaqiri,86792
Cédric Soares,112988
Jamie Sterry,250431
Kevin Stewart,200782
Mario Suárez,37337
Florian Thauvin,184892
Ola Toivonen,36500
Lee Tomlin,104586
Fikayo Tomori,303254
Kevin Toner,265132
Ivan Toney,251664
Adama Traoré,204103
Bertrand Traoré,131996
Virgil van Dijk,139208
Guillermo Varela,188862
Jordan Veretout,164771
Danny Ward,203026
Duncan Watmore,248045
James Weir,251058
Georginio Wijnaldum,49499
Callum Wilson,123682
Kevin Wimmer,122675
