player_name,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury,player_url
Imanol Agirretxe,16/17,Muscle injury,27/04/2017,27/05/2017,31,31 days,4,4,N/A,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Imanol Agirretxe,15/16,Knee injury,27/02/2016,26/04/2017,425,425 days,51,51,N/A,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Imanol Agirretxe,15/16,Knee injury,31/12/2015,23/02/2016,55,55 days,8,8,N/A,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Imanol Agirretxe,14/15,Hamstring strain,01/12/2014,08/01/2015,39,39 days,6,6,N/A,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Imanol Agirretxe,13/14,Hamstring injury,01/05/2014,08/05/2014,8,8 days,0,-,N/A,https://www.transfermarkt.com/imanol-agirretxe/profil/spieler/37501
Ion Ansotegi,16/17,unknown injury,16/01/2017,03/03/2017,47,47 days,6,6,N/A,https://www.transfermarkt.com/ion-ansotegi/profil/spieler/37892
Ion Ansotegi,14/15,Broken nose bone,13/08/2014,08/11/2014,88,88 days,7,7,N/A,https://www.transfermarkt.com/ion-ansotegi/profil/spieler/37892
Ion Echaide,11/12,Cruciate ligament tear,24/08/2011,01/03/2012,191,191 days,27,27,N/A,https://www.transfermarkt.com/jon-echaide/profil/spieler/59527
Ion Vélez,11/12,Knee surgery,03/10/2011,01/06/2012,243,243 days,35,35,N/A,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Ion Vélez,11/12,Cruciate ligament tear,03/10/2011,01/04/2012,182,182 days,25,25,N/A,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Ion Vélez,10/11,Thigh problems,14/12/2010,28/12/2010,15,15 days,2,2,N/A,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Ion Vélez,10/11,Torn muscle fiber,10/08/2010,10/09/2010,32,32 days,1,1,N/A,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Ion Vélez,09/10,Adductor injury,30/11/2009,05/02/2010,68,68 days,10,10,N/A,https://www.transfermarkt.com/ion-velez/profil/spieler/54789
Iriney,12/13,Torn muscle fiber,18/03/2013,18/04/2013,32,32 days,1,1,N/A,https://www.transfermarkt.com/iriney/profil/spieler/35515
Isaías Sánchez,24/25,Hamstring injury,25/02/2025,13/03/2025,17,17 days,2,2,N/A,https://www.transfermarkt.com/isaias-sanchez/profil/spieler/73037
Isaac Cuenca,20/21,Knee problems,18/02/2021,,1823,1823 days,11,11,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,19/20,Knee surgery,10/02/2020,28/09/2020,232,232 days,20,20,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,16/17,Muscle injury,13/04/2017,20/04/2017,8,8 days,1,1,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,16/17,Hamstring injury,18/12/2016,19/01/2017,33,33 days,3,3,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,15/16,unknown injury,21/01/2016,25/01/2016,5,5 days,1,1,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,12/13,Knee surgery,07/06/2013,22/09/2013,108,108 days,8,8,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,12/13,Knee problems,25/02/2013,22/04/2013,57,57 days,8,8,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Cuenca,12/13,Meniscus injury,31/05/2012,22/01/2013,237,237 days,33,33,N/A,https://www.transfermarkt.com/isaac-cuenca/profil/spieler/176285
Isaac Gómez,24/25,unknown injury,01/08/2024,01/02/2025,185,185 days,0,-,N/A,https://www.transfermarkt.com/isi-gomez/profil/spieler/263214
Isaac Success,23/24,unknown injury,22/05/2024,29/05/2024,8,8 days,1,1,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,23/24,bruise,03/12/2023,11/12/2023,9,9 days,1,1,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,22/23,Hamstring injury,23/04/2023,31/05/2023,39,39 days,6,6,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,22/23,Fever,01/04/2023,04/04/2023,4,4 days,1,1,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,21/22,inflammation,01/05/2022,25/05/2022,25,25 days,3,3,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,21/22,muscular problems,04/03/2022,20/03/2022,17,17 days,3,3,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,21/22,Stomach flu,11/09/2021,23/10/2021,43,43 days,6,6,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,19/20,Achilles tendon rupture,08/06/2020,19/03/2021,285,285 days,45,45,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,19/20,Groin strain,16/09/2019,01/11/2019,47,47 days,7,7,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,18/19,Knee injury,31/03/2019,14/04/2019,15,15 days,2,2,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,18/19,Hamstring injury,01/02/2019,26/02/2019,26,26 days,4,4,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,17/18,Knee injury,09/10/2017,23/12/2017,76,76 days,11,11,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,16/17,Hamstring injury,23/12/2016,04/02/2017,44,44 days,7,7,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,16/17,Hamstring injury,16/10/2016,03/12/2016,49,49 days,5,5,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isaac Success,15/16,Facial fracture,22/04/2016,26/08/2016,127,127 days,7,7,N/A,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
Isco,25/26,Ankle injury,27/11/2025,,80,80 days,17,17,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,25/26,Broken fibula,10/08/2025,23/11/2025,106,106 days,17,17,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,24/25,Broken fibula,06/09/2024,06/12/2024,92,92 days,23,23,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,23/24,Broken fibula,17/05/2024,05/09/2024,112,112 days,16,16,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,23/24,Torn muscle bundle,04/02/2024,24/03/2024,50,50 days,8,8,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,21/22,influenza,02/05/2022,19/05/2022,18,18 days,4,4,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,21/22,Ill,11/04/2022,14/04/2022,4,4 days,1,1,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,21/22,Back problems,31/03/2022,07/04/2022,8,8 days,2,2,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,21/22,Corona virus,16/12/2021,30/12/2021,15,15 days,2,2,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,21/22,Back problems,04/10/2021,28/10/2021,25,25 days,5,5,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,20/21,minor knock,04/02/2021,08/02/2021,5,5 days,1,1,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,20/21,Ankle sprain,07/09/2020,24/09/2020,18,18 days,1,1,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,19/20,Muscle injury,18/06/2020,22/06/2020,5,5 days,2,2,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,19/20,Lumbago,09/03/2020,12/03/2020,4,4 days,0,-,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isco,19/20,Hamstring muscle injury,29/08/2019,30/09/2019,33,33 days,8,8,N/A,https://www.transfermarkt.com/isco/profil/spieler/85288
Isma López,21/22,muscular problems,02/06/2022,04/06/2022,3,3 days,1,1,N/A,https://www.transfermarkt.com/isma-lopez/profil/spieler/54231
Isma López,21/22,Corona virus,15/12/2021,22/12/2021,8,8 days,1,1,N/A,https://www.transfermarkt.com/isma-lopez/profil/spieler/54231
Isma López,21/22,Muscle injury,02/12/2021,08/12/2021,7,7 days,1,1,N/A,https://www.transfermarkt.com/isma-lopez/profil/spieler/54231
Isma López,19/20,Appendicitis,26/01/2020,29/02/2020,35,35 days,5,5,N/A,https://www.transfermarkt.com/isma-lopez/profil/spieler/54231
Israel Puerto,21/22,Acromioclavicular joint dislocation,19/01/2022,28/02/2022,41,41 days,4,4,N/A,https://www.transfermarkt.com/israel-puerto/profil/spieler/126748
Israel Puerto,21/22,Cruciate ligament strain,07/08/2021,20/08/2021,14,14 days,1,1,N/A,https://www.transfermarkt.com/israel-puerto/profil/spieler/126748
Israel Puerto,10/11,heart problems,13/05/2011,01/07/2011,50,50 days,5,5,N/A,https://www.transfermarkt.com/israel-puerto/profil/spieler/126748
Issam El Adoua,14/15,Hamstring injury,09/09/2014,22/09/2014,14,14 days,2,2,N/A,https://www.transfermarkt.com/issam-el-adoua/profil/spieler/64992
Iván Alonso,15/16,Calf injury,21/11/2015,14/12/2015,24,24 days,2,2,N/A,https://www.transfermarkt.com/ivan-alonso/profil/spieler/51583
Iván Alonso,10/11,Syndesmosis ligament tear,19/09/2010,19/10/2010,31,31 days,4,4,N/A,https://www.transfermarkt.com/ivan-alonso/profil/spieler/51583
Iván Bolado,11/12,Torn lateral knee ligament,04/03/2012,30/09/2012,211,211 days,18,18,N/A,https://www.transfermarkt.com/ivan-bolado/profil/spieler/57675
Iván Bolado,09/10,Cruciate ligament tear,26/07/2009,01/03/2010,219,219 days,32,32,N/A,https://www.transfermarkt.com/ivan-bolado/profil/spieler/57675
Iván Cuéllar,21/22,Muscle fiber tear,24/11/2021,04/02/2022,73,73 days,12,12,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,19/20,Muscle injury,12/02/2020,04/03/2020,22,22 days,2,2,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,19/20,Injury to abdominal muscles,01/09/2019,17/10/2019,47,47 days,5,5,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,19/20,Injury to abdominal muscles,22/08/2019,29/08/2019,8,8 days,1,1,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,18/19,Muscle injury,11/11/2018,29/11/2018,19,19 days,1,1,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,16/17,muscular problems,24/11/2016,02/12/2016,9,9 days,2,2,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,15/16,Knee injury,20/09/2015,29/10/2015,40,40 days,5,5,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,14/15,Torn muscle fiber,15/02/2015,30/03/2015,44,44 days,6,6,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,10/11,Torn muscle fiber,13/03/2011,01/04/2011,20,20 days,1,1,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,09/10,Cruciate ligament tear,13/11/2009,29/04/2010,168,168 days,24,24,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,08/09,Ankle injury,14/12/2008,06/03/2009,83,83 days,14,14,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván Cuéllar,08/09,Ankle injury,29/08/2008,20/09/2008,23,23 days,1,1,N/A,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
Iván de la Peña,09/10,unknown injury,08/02/2010,01/06/2010,114,114 days,17,17,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván de la Peña,08/09,unknown injury,10/12/2008,20/01/2009,42,42 days,7,7,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván de la Peña,08/09,Adductor injury,03/11/2008,08/12/2008,36,36 days,5,5,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván de la Peña,07/08,muscle stiffness,03/03/2008,30/06/2008,120,120 days,12,12,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván de la Peña,06/07,Muscle injury,10/06/2007,07/10/2007,120,120 days,8,8,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván de la Peña,06/07,muscular problems,01/05/2007,13/05/2007,13,13 days,3,3,N/A,https://www.transfermarkt.com/ivan-de-la-pena/profil/spieler/8037
Iván González,18/19,Achilles tendon rupture,20/06/2019,01/07/2020,378,378 days,31,31,N/A,https://www.transfermarkt.com/ivan-gonzalez/profil/spieler/131942
Iván González,17/18,Knee surgery,30/10/2017,12/05/2018,195,195 days,21,21,N/A,https://www.transfermarkt.com/ivan-gonzalez/profil/spieler/131942
Iván González,13/14,Knee injury,09/05/2014,12/05/2014,4,4 days,1,1,N/A,https://www.transfermarkt.com/ivan-gonzalez/profil/spieler/131942
Iván González,13/14,Torn ankle ligaments,21/09/2013,27/10/2013,37,37 days,3,3,N/A,https://www.transfermarkt.com/ivan-gonzalez/profil/spieler/131942
Iván Hernández,11/12,Adductor injury,17/04/2012,09/05/2012,23,23 days,4,4,N/A,https://www.transfermarkt.com/ivan-hernandez/profil/spieler/29066
Iván López,18/19,Meniscus injury,04/10/2018,04/05/2019,213,213 days,29,29,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,17/18,Cruciate ligament tear,09/10/2017,18/05/2018,222,222 days,0,-,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,17/18,Torn muscle fiber,11/09/2017,12/10/2017,32,32 days,0,-,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,16/17,Bone edema,27/10/2016,16/02/2017,113,113 days,0,-,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,16/17,Muscle injury,18/07/2016,22/08/2016,36,36 days,0,-,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,15/16,Hamstring strain,15/02/2016,29/02/2016,15,15 days,2,2,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,15/16,Broken collarbone,05/10/2015,10/12/2015,67,67 days,8,8,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,14/15,Groin problems,02/03/2015,12/03/2015,11,11 days,1,1,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,14/15,muscular problems,08/09/2014,25/09/2014,18,18 days,3,3,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,13/14,Hamstring injury,23/09/2013,21/11/2013,60,60 days,9,9,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván López,13/14,Muscle injury,01/07/2013,22/08/2013,53,53 days,1,1,N/A,https://www.transfermarkt.com/ivan-lopez/profil/spieler/203778
Iván Marcano,23/24,Cruciate ligament tear,16/09/2023,08/02/2025,512,512 days,80,80,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,21/22,Foot injury,05/02/2022,15/05/2022,100,100 days,15,15,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,21/22,Foot surgery,31/10/2021,29/01/2022,91,91 days,16,16,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,20/21,Muscle injury,13/03/2021,13/05/2021,62,62 days,12,12,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,19/20,Cruciate ligament tear,21/05/2020,26/02/2021,282,282 days,46,46,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,17/18,Knock,25/01/2018,12/02/2018,19,19 days,4,4,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,15/16,Hamstring injury,07/04/2016,14/07/2016,99,99 days,4,4,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,15/16,Muscle injury,11/02/2016,22/02/2016,12,12 days,2,2,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,14/15,Acromioclavicular joint dislocation,04/05/2015,25/05/2015,22,22 days,3,3,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Marcano,09/10,Meniscus tear,20/08/2009,07/09/2009,19,19 days,3,3,N/A,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
Iván Ramis,19/20,Knee injury,11/12/2019,,2258,2258 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,19/20,Hamstring injury,15/10/2019,22/11/2019,39,39 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,18/19,Muscle injury,07/04/2019,27/04/2019,21,21 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,18/19,Muscle injury,11/02/2019,01/03/2019,19,19 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,18/19,Muscle injury,07/01/2019,19/01/2019,13,13 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,18/19,Hamstring injury,02/11/2018,23/11/2018,22,22 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,18/19,Calf injury,01/08/2018,14/09/2018,45,45 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Adductor pain,16/04/2018,03/05/2018,18,18 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Muscle injury,18/02/2018,28/02/2018,11,11 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Adductor injury,15/12/2017,12/01/2018,29,29 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Knee injury,16/10/2017,04/12/2017,50,50 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Calf injury,22/09/2017,13/10/2017,22,22 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,17/18,Foot bruise,10/09/2017,20/09/2017,11,11 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,16/17,Ankle injury,27/11/2016,02/02/2017,68,68 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Iván Ramis,16/17,Achilles tendon problems,28/08/2016,01/10/2016,35,35 days,0,-,N/A,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066
Ivan Cavaleiro,24/25,Hamstring strain,22/04/2025,04/05/2025,13,13 days,2,2,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,23/24,Pubalgia,18/01/2024,03/03/2024,46,46 days,8,8,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,23/24,Adductor pain,19/12/2023,12/01/2024,25,25 days,2,2,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,22/23,unknown injury,12/05/2023,19/05/2023,8,8 days,1,1,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,21/22,Fitness,19/12/2021,18/01/2022,31,31 days,4,4,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,21/22,Groin injury,16/10/2021,18/12/2021,64,64 days,10,10,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,20/21,Hamstring injury,18/12/2020,25/12/2020,8,8 days,1,1,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,20/21,Thigh problems,23/10/2020,30/10/2020,8,8 days,1,1,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,19/20,Thigh problems,15/07/2020,29/07/2020,15,15 days,3,3,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,18/19,Back injury,04/08/2018,16/09/2018,44,44 days,5,5,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,15/16,Back problems,11/01/2016,07/03/2016,57,57 days,11,11,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,15/16,Back problems,06/11/2015,20/12/2015,45,45 days,9,9,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Cavaleiro,14/15,Meniscus damage,17/06/2015,21/06/2015,5,5 days,0,-,N/A,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716
Ivan Obradović,21/22,Back problems,28/01/2022,01/05/2022,94,94 days,17,17,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,20/21,Hamstring strain,26/06/2021,09/08/2021,45,45 days,7,7,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,20/21,Metacarpal fracture,24/04/2021,30/06/2021,68,68 days,6,6,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,18/19,Partial muscle tear,11/02/2019,01/03/2019,19,19 days,2,2,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,17/18,Shin injury,08/01/2018,21/01/2018,14,14 days,0,-,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,17/18,Ill,20/11/2017,24/11/2017,5,5 days,1,1,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,15/16,Torn knee ligaments,01/11/2015,04/05/2016,186,186 days,33,33,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,12/13,Cruciate ligament tear,17/10/2012,01/08/2013,289,289 days,42,42,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,12/13,Knee injury,20/08/2012,21/09/2012,33,33 days,5,5,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Obradović,07/08,Back problems,02/09/2007,30/11/2007,90,90 days,9,9,N/A,https://www.transfermarkt.com/ivan-obradovic/profil/spieler/49802
Ivan Rakitić,22/23,flu,18/02/2023,23/02/2023,6,6 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,19/20,Achilles tendon problems,11/11/2019,21/11/2019,11,11 days,0,-,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,18/19,Fever,12/04/2019,15/04/2019,4,4 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,18/19,Hamstring strain,16/11/2018,26/11/2018,11,11 days,2,2,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,17/18,Broken finger,11/04/2018,21/04/2018,11,11 days,2,2,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,17/18,Hamstring strain,04/09/2017,09/09/2017,6,6 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,16/17,Achilles tendon problems,03/10/2016,12/10/2016,10,10 days,2,2,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,15/16,Calf injury,20/03/2016,02/04/2016,14,14 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,15/16,Calf problems,05/11/2015,17/11/2015,13,13 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,14/15,Knee injury,26/01/2015,26/01/2015,1,1 days,0,-,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,12/13,Ankle injury,17/12/2012,03/01/2013,18,18 days,1,1,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,10/11,Broken foot,02/05/2011,22/08/2011,113,113 days,7,7,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,09/10,Outer ligament problems,20/07/2009,28/07/2009,9,9 days,0,-,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivan Rakitić,07/08,Ankle injury,20/03/2008,17/04/2008,29,29 days,8,8,N/A,https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467
Ivi,24/25,Edema in the knee,26/06/2025,15/08/2025,51,51 days,7,7,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,22/23,Cruciate ligament tear,27/06/2023,25/03/2024,273,273 days,43,43,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,18/19,Muscle injury,02/01/2019,09/01/2019,8,8 days,1,1,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,18/19,Achilles tendon irritation,14/08/2018,28/08/2018,15,15 days,2,2,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,17/18,Foot bruise,12/02/2018,26/02/2018,15,15 days,1,1,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,17/18,muscular problems,26/11/2017,01/12/2017,6,6 days,1,1,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,17/18,Adductor pain,26/09/2017,10/10/2017,15,15 days,1,1,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,16/17,Ankle sprain,25/09/2016,03/10/2016,9,9 days,1,1,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivi,15/16,Ankle injury,24/04/2016,13/05/2016,20,20 days,2,2,N/A,https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
Ivica Dragutinović,09/10,Achilles tendon rupture,22/04/2010,20/08/2010,121,121 days,0,-,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
Ivica Dragutinović,09/10,Rib fracture,27/01/2010,18/02/2010,23,23 days,0,-,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
Ivica Dragutinović,03/04,unknown injury,27/04/2004,31/05/2004,35,35 days,3,3,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
Ivica Dragutinović,02/03,Adductor injury,06/04/2003,26/05/2003,51,51 days,8,8,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
Ivica Dragutinović,02/03,unknown injury,06/02/2003,24/02/2003,19,19 days,4,4,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
Ivica Dragutinović,02/03,Adductor pain,06/02/2003,24/02/2003,19,19 days,4,4,N/A,https://www.transfermarkt.com/ivica-dragutinovic/profil/spieler/13453
