player_name,transfermarkt_id,transfermarkt_url,player_url
Fabricio Coloccini,6150,https://www.transfermarkt.com/fabricio-coloccini/profil/spieler/6150,https://fbref.com/en/players/78b3399f/Fabricio-Coloccini
Jordan Cook,61646,https://www.transfermarkt.com/jordan-cook/profil/spieler/61646,https://fbref.com/en/players/28a7e81c/Jordan-Cook
Vedran Ćorluka,34393,https://www.transfermarkt.com/vedran-orluka/profil/spieler/34393,https://fbref.com/en/players/6ceef869/Vedran-Corluka
Manuel da Costa,37398,https://www.transfermarkt.com/manuel-da-costa/profil/spieler/37398,https://fbref.com/en/players/50e14b3c/Manuel-da-Costa
Simon Cox,37150,https://www.transfermarkt.com/simon-cox/profil/spieler/37150,https://fbref.com/en/players/6124c209/Simon-Cox
Jody Craddock,4129,https://www.transfermarkt.com/jody-craddock/profil/spieler/4129,https://fbref.com/en/players/573e5dd2/Jody-Craddock
Stephen Crainey,9499,https://www.transfermarkt.com/stephen-crainey/profil/spieler/9499,https://fbref.com/en/players/2f6dd6a3/Stephen-Crainey
Peter Crouch,4072,https://www.transfermarkt.com/peter-crouch/profil/spieler/4072,https://fbref.com/en/players/73d9bdc7/Peter-Crouch
Carlo Cudicini,3151,https://www.transfermarkt.com/carlo-cudicini/profil/spieler/3151,https://fbref.com/en/players/df77463a/Carlo-Cudicini
Carlos Cuéllar,16576,https://www.transfermarkt.com/carlos-cullar/profil/spieler/16576,https://fbref.com/en/players/1222ab35/Carlos-Cuellar
Scott Dann,62688,https://www.transfermarkt.com/scott-dann/profil/spieler/62688,https://fbref.com/en/players/52105203/Scott-Dann
Curtis Davies,18227,https://www.transfermarkt.com/curtis-davies/profil/spieler/18227,https://fbref.com/en/players/607fb965/Curtis-Davies
Kevin Davies,4114,https://www.transfermarkt.com/kevin-davies/profil/spieler/4114,https://fbref.com/en/players/2f726a89/Kevin-Davies
Mark Davies,36917,https://www.transfermarkt.com/mark-davies/profil/spieler/36917,https://fbref.com/en/players/3de91e73/Mark-Davies
Simon Davies,4056,https://www.transfermarkt.com/simon-davies/profil/spieler/4056,https://fbref.com/en/players/522b6d6c/Simon-Davies
Michael Dawson,9988,https://www.transfermarkt.com/michael-dawson/profil/spieler/9988,https://fbref.com/en/players/4771114f/Michael-Dawson
Jermain Defoe,3875,https://www.transfermarkt.com/jermain-defoe/profil/spieler/3875,https://fbref.com/en/players/f1e8372d/Jermain-Defoe
Rory Delap,610849,https://www.transfermarkt.com/rory-delap/profil/spieler/610849,https://fbref.com/en/players/9b0dac73/Rory-Delap
Nathan Delfouneso,62642,https://www.transfermarkt.com/nathan-delfouneso/profil/spieler/62642,https://fbref.com/en/players/49ae4072/Nathan-Delfouneso
Fabian Delph,50362,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362,https://fbref.com/en/players/111c3236/Fabian-Delph
Mousa Dembélé,19368,https://www.transfermarkt.com/mousa-dembl/profil/spieler/19368,https://fbref.com/en/players/f7ee69fb/Mousa-Dembele
Ishmel Demontagnac,42188,https://www.transfermarkt.com/ishmel-demontagnac/profil/spieler/42188,https://fbref.com/en/players/81c7d697/Ishmel-Demontagnac
Clint Dempsey,27577,https://www.transfermarkt.com/clint-dempsey/profil/spieler/27577,https://fbref.com/en/players/523d9de6/Clint-Dempsey
Denílson,7660,https://www.transfermarkt.com/denlson/profil/spieler/7660,https://fbref.com/en/players/87582241/Denilson
Edwin van der Sar,3516,https://www.transfermarkt.com/edwin-van-der-sar/profil/spieler/3516,https://fbref.com/en/players/98ee8a67/Edwin-van-der-Sar
Rafael van der Vaart,4192,https://www.transfermarkt.com/rafael-van-der-vaart/profil/spieler/4192,https://fbref.com/en/players/41473b67/Rafael-van-der-Vaart
Matt Derbyshire,15175,https://www.transfermarkt.com/matt-derbyshire/profil/spieler/15175,https://fbref.com/en/players/193ed0c0/Matt-Derbyshire
Franco Di Santo,59783,https://www.transfermarkt.com/franco-di-santo/profil/spieler/59783,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo
Abou Diaby,26763,https://www.transfermarkt.com/abou-diaby/profil/spieler/26763,https://fbref.com/en/players/8c8b5071/Abou-Diaby
Alessandro Diamanti,23197,https://www.transfermarkt.com/alessandro-diamanti/profil/spieler/23197,https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti
Mohamed Diamé,70950,https://www.transfermarkt.com/mohamed-diam/profil/spieler/70950,https://fbref.com/en/players/b7d082af/Mohamed-Diame
Salif Diao,3600,https://www.transfermarkt.com/salif-diao/profil/spieler/3600,https://fbref.com/en/players/acc326da/Salif-Diao
Kagisho Dikgacoi,63285,https://www.transfermarkt.com/kagisho-dikgacoi/profil/spieler/63285,https://fbref.com/en/players/701d7cac/Kagisho-Dikgacoi
Sylvain Distin,3356,https://www.transfermarkt.com/sylvain-distin/profil/spieler/3356,https://fbref.com/en/players/002d06bb/Sylvain-Distin
Johan Djourou,34561,https://www.transfermarkt.com/johan-djourou/profil/spieler/34561,https://fbref.com/en/players/b8673e18/Johan-Djourou
