fbref_url,transfermarkt_id,player_name,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,explanation
https://fbref.com/en/players/046f30a8/Michael-Tonge,13544,Michael Tonge,Not found,7-Apr-83,Not found,183,England eng,MF,Left,2001-2002,18 years,Sheffield Utd,2001,first scrap players fbref
https://fbref.com/en/players/e5a2dfc2/Tim-Cahill,13556,Tim Cahill,Not found,6-Dec-79,Not found,178,Australia,FW-MF (AM),Right,2001-2002,21 years,Millwall,2001,first scrap players fbref
https://fbref.com/en/players/d0b3ceb9/Ben-Foster,13572,Ben Foster,Not found,3-Apr-83,Not found,194,England eng,GK,Left,2004-2005,21 years,Harriers,2004,first scrap players fbref
https://fbref.com/en/players/1e0b6a73/Simon-Francis,13573,Simon Francis,Not found,16-Feb-85,Not found,191,Not found,"DF (CB-FB, right)",Right,2002-2003,17 years,Bradford City,2002,first scrap players fbref
https://fbref.com/en/players/5eac3bb7/Karl-Henry,13582,Karl Henry,Not found,26-Nov-82,Not found,183,Not found,"DF-MF (DM-FB, right)",Right,2002-2003,19 years,Stoke City,2002,first scrap players fbref
https://fbref.com/en/players/c0936ded/Clint-Hill,13583,Clint Hill,Not found,19-Oct-78,Not found,183,Not found,DF (CB),Left,2002-2003,23 years,Oldham Athletic,2002,first scrap players fbref
https://fbref.com/en/players/9aca56d3/Andy-Wilkinson,13616,Andy Wilkinson,Not found,6-Aug-84,Not found,180,Not found,"DF (FB, right)",Right,2003-2004,18 years,Stoke City,2003,first scrap players fbref
https://fbref.com/en/players/33b6ee02/Kelvin-Davis,13640,Kelvin Davis,Not found,29-Sep-76,Not found,185,England eng,GK,Right,2001-2002,24 years,Wimbledon,2001,first scrap players fbref
https://fbref.com/en/players/a32204c9/Dean-Whitehead,13683,Dean Whitehead,Not found,21-Jan-82,Not found,180,Not found,"DF-MF (CM-FB, right)",Right,2002-2003,20 years,Oxford United,2002,players corrected fbref
https://fbref.com/en/players/303ad7c3/Diego-Lugano,13829,Diego Lugano,Not found,2-Nov-80,Not found,188,Uruguay,DF (CB),Right,2006-2007,25 years,Fenerbahçe,2006,first scrap players fbref
https://fbref.com/en/players/3fe9ae90/Akos-Buzsaky,13878,Ákos Buzsáky,Not found,7-May-82,Not found,180,Hungary,MF (AM),Not found,2002-2003,20 years,Porto,2002,first scrap players fbref
https://fbref.com/en/players/0fbcbed1/Henrique-Hilario,13886,Henrique Hilário,Not found,21-Oct-75,Not found,189,Portugal,GK,Right,2001-2002,25 years,Varzim,2001,first scrap players fbref
https://fbref.com/en/players/5171db60/Ashkan-Dejagah,13979,Ashkan Dejagah,Not found,5-Jul-86,Not found,181,Iran ir  Other: Germany,FW-MF (AM-WM),Right,2004-2005,18 years,Hertha BSC,2004,first scrap players fbref
https://fbref.com/en/players/5ba16a76/Andrew-Crofts,14003,Andrew Crofts,Not found,29-May-84,Not found,175,Wales wls  Other: England,MF,Right,2003-2004,19 years,Gillingham,2003,first scrap players fbref
https://fbref.com/en/players/e3606bf2/Shaun-Derry,14007,Shaun Derry,Not found,6-Dec-77,Not found,183,Not found,MF,Not found,2001-2002,23 years,Portsmouth,2001,first scrap players fbref
https://fbref.com/en/players/0f04d7b6/Dickson-Etuhu,14011,Dickson Etuhu,Not found,8-Jun-82,Not found,188,Nigeria,MF (DM),Right,2001-2002,19 years,Manchester City,2001,first scrap players fbref
https://fbref.com/en/players/4980fb08/Matty-Fryatt,14013,Matty Fryatt,Not found,5-Mar-86,Not found,178,England eng,FW,Both,2003-2004,17 years,Carlisle United,2003,first scrap players fbref
https://fbref.com/en/players/c764fa54/Ricardo-Fuller,14014,Ricardo Fuller,Not found,31-Oct-79,Not found,191,Jamaica,FW,Right,2001-2002,21 years,Hearts,2001,first scrap players fbref
https://fbref.com/en/players/facd1b3e/Andrew-Johnson,14031,Andrew Johnson,Not found,10-Feb-81,Not found,170,England eng,FW,Right,2001-2002,20 years,Birmingham City,2001,first scrap players fbref
https://fbref.com/en/players/3cd9228b/Mikele-Leigertwood,14041,Mikele Leigertwood,Not found,12-Nov-82,Not found,188,Antigua and Barbuda ag  Other: England,DF-MF (DM),Not found,2002-2003,19 years,Wimbledon,2002,first scrap players fbref
https://fbref.com/en/players/0f602616/Jobi-McAnuff,14047,Jobi McAnuff,Not found,9-Nov-81,Not found,180,Jamaica jm  Other: England,MF (CM),Right,2001-2002,19 years,Wimbledon,2001,first scrap players fbref
https://fbref.com/en/players/6f34d0b5/Tyrone-Mears,14050,Tyrone Mears,Not found,18-Feb-83,Not found,181,Jamaica jm  Other: England,"DF (FB, right)",Right,2001-2002,18 years,Manchester City,2001,first scrap players fbref
https://fbref.com/en/players/110d0643/Nigel-Reo-Coker,14060,Nigel Reo-Coker,Not found,14-May-84,Not found,172,England eng,MF,Right,2001-2002,17 years,Wimbledon,2001,first scrap players fbref
https://fbref.com/en/players/80cdbbe1/Paul-Robinson,14063,Paul Robinson,Not found,14-Dec-78,Not found,178,England eng,"DF (CB-FB, left)",Left,1999-2000,20 years,Watford,1999,players corrected fbref
https://fbref.com/en/players/1d387eee/Wayne-Routledge,14066,Wayne Routledge,Not found,7-Jan-85,Not found,169,England eng,FW-MF (WM),Right,2001-2002,16 years,Crystal Palace,2001,first scrap players fbref
https://fbref.com/en/players/c4fe1d3a/Mamady-Sidibe,14069,Mamady Sidibé,Not found,18-Dec-79,Not found,194,Mali,FW,Not found,2002-2003,22 years,Gillingham,2002,first scrap players fbref
https://fbref.com/en/players/df540668/Ben-Watson,14081,Ben Watson,Not found,9-Jul-85,Not found,178,England eng,MF (CM-DM),Both,2002-2003,17 years,Crystal Palace,2002,first scrap players fbref
https://fbref.com/en/players/be927d03/Ashley-Young,14086,Ashley Young,Not found,"July 9, 1985 (Age: 40-139d)","Stevenage, England, United Kingdom",175,England eng,"DF-FW-MF (FB-WM, left)",Right,2003-2004,18 years,Watford,2003,first scrap players fbref
https://fbref.com/en/players/1757d8ed/Luke-Varney,14177,Luke Varney,Not found,28-Sep-82,Not found,180,Not found,FW-MF (WM),Right,2003-2004,20 years,Crewe Alexandra,2003,first scrap players fbref
https://fbref.com/en/players/b950cb68/David-Vaughan,14178,David Vaughan,Not found,18-Feb-83,Not found,170,Wales wls,MF (CM-DM),Left,2001-2002,18 years,Crewe Alexandra,2001,first scrap players fbref
https://fbref.com/en/players/2ff964a0/Aaron-Lennon,14221,Aaron Lennon,Not found,16-Apr-87,Not found,165,England eng,"FW-MF (AM-WM, right)",Right,2003-2004,16 years,Leeds United,2003,first scrap players fbref
https://fbref.com/en/players/cee38e27/Antolin-Alcaraz,14259,Antolín Alcaraz,Not found,30-Jul-82,Not found,185,Paraguay,"DF (CB, left)",Right,2002-2003,20 years,Beira-Mar,2002,first scrap players fbref
https://fbref.com/en/players/3e1550ee/Scott-Carson,14555,Scott Carson,Not found,3-Sep-85,Not found,192,England eng,GK,Right,2003-2004,17 years,Leeds United,2003,first scrap players fbref
https://fbref.com/en/players/c06e8b72/Don-Cowie,14746,Don Cowie,Not found,15-Feb-83,Not found,180,Scotland sct,MF,Right,2007-2008,24 years,Inverness CT,2007,first scrap players fbref
https://fbref.com/en/players/a985ccde/Simon-Lappin,14792,Simon Lappin,Not found,25-Jan-83,Not found,180,Scotland sct,"DF-MF (FB-WM, left)",Not found,2006-2007,23 years,St Mirren,2006,first scrap players fbref
https://fbref.com/en/players/bd89b75e/Milan-Jovanovic,14933,Milan Jovanović,Not found,18-Apr-81,Not found,183,Serbia,"FW-MF (WM, left)",Not found,2004,22 years,Loko Moscow,Not found,first scrap players fbref
https://fbref.com/en/players/0a0ee36e/Razvan-Rat,14940,Răzvan Raț,Not found,26-May-81,Not found,178,Romania,"DF (FB, left)",Left,2003-2004,22 years,Shakhtar,2003,first scrap players fbref
https://fbref.com/en/players/fd7afe52/Roman-Pavlyuchenko,15072,Roman Pavlyuchenko,Not found,15-Dec-81,Not found,188,Russia,FW,Both,2001,19 years,Rotor Volgograd,Not found,first scrap players fbref
https://fbref.com/en/players/f1085969/Pavel-Pogrebnyak,15074,Pavel Pogrebnyak,Not found,8-Nov-83,Not found,187,Russia,FW,Left,2002,18 years,Spartak Moscow,Not found,first scrap players fbref
https://fbref.com/en/players/674ef042/Keiren-Westwood,15164,Keiren Westwood,Not found,23-Oct-84,Not found,188,Republic of Ireland ie  Other: England,GK,Left,2005-2006,20 years,Carlisle United,2005,first scrap players fbref
https://fbref.com/en/players/8b0d6fe9/Liam-Rosenior,15166,Liam Rosenior,Not found,9-Jul-84,Not found,178,England eng,DF,Right,2002-2003,18 years,Bristol City,2002,first scrap players fbref
https://fbref.com/en/players/193ed0c0/Matt-Derbyshire,15175,Matt Derbyshire,Not found,14-Apr-86,Not found,185,England eng,FW,Right,2004-2005,18 years,Blackburn,2004,first scrap players fbref
https://fbref.com/en/players/88f0a9a0/Lukas-Podolski,15185,Lukas Podolski,Not found,"June 4, 1985 (Age: 40-174d)","Gliwice, Poland",181,Germany de  Other: Poland,FW-MF (AM),Left,2003-2004,18 years,Köln,2003,first scrap players fbref
https://fbref.com/en/players/34ccf6fa/Artur-Boruc,15220,Artur Boruc,Not found,20-Feb-80,Not found,193,Poland,GK,Right,2002-2003,22 years,Legia Warsaw,2002,first scrap players fbref
https://fbref.com/en/players/8fd1ea1f/Andrey-Arshavin,15378,Andrey Arshavin,Not found,29-May-81,Not found,172,Russia,"FW-MF (AM-WM, left)",Not found,2001,19 years,Zenit,Not found,first scrap players fbref
https://fbref.com/en/players/d2790f7a/Xisco,15465,Xisco,Not found,26-Jun-86,Not found,188,Spain,FW,Right,2004-2005,18 years,La Coruña,2004,first scrap players fbref
https://fbref.com/en/players/07fffbc5/Garry-OConnor,15708,Garry O'Connor,Not found,7-May-83,Not found,185,Scotland sct,FW,Not found,2000-2001,17 years,Hibernian,2000,first scrap players fbref
https://fbref.com/en/players/9a8c6673/Ibrahim-Afellay,15760,Ibrahim Afellay,Not found,2-Apr-86,Not found,180,Netherlands,FW-MF (AM-WM),Right,2004-2005,18 years,PSV Eindhoven,2004,first scrap players fbref
https://fbref.com/en/players/1ae30132/Phil-Bardsley,15773,Phil Bardsley,Not found,28-Jun-85,Not found,180,Scotland sct  Other: England,"DF (FB, right)",Right,2003-2004,18 years,Antwerp,2003,first scrap players fbref
https://fbref.com/en/players/e2e9c250/Santi-Cazorla,15799,Santi Cazorla,Not found,"December 13, 1984 (Age: 40-347d)","Lugo de Llanera, Spain",165,Spain,MF (AM-WM),Right,2003-2004,18 years,Villarreal,2003,first scrap players fbref
https://fbref.com/en/players/58e98028/Elliott-Ward,15838,Elliott Ward,Not found,19-Jan-85,Not found,185,Not found,DF (CB),Right,2004-2005,19 years,Bristol Rovers,2004,first scrap players fbref
https://fbref.com/en/players/be1797d6/Sergei-Kornilenko,15881,Sergei Kornilenko,Not found,14-Jun-83,Not found,186,Belarus,FW,Right,2003-2004,20 years,Dynamo Kyiv,2003,first scrap players fbref
https://fbref.com/en/players/d0d79694/Thomas-Vermaelen,15904,Thomas Vermaelen,Not found,14-Nov-85,Not found,183,Belgium,"DF (CB, left)",Left,2003-2004,17 years,Ajax,2003,first scrap players fbref
https://fbref.com/en/players/02d6d2b4/Matthew-Jarvis,15921,Matthew Jarvis,Not found,22-May-86,Not found,170,England eng,"MF (WM, left)",Both,2003-2004,17 years,Gillingham,2003,first scrap players fbref
https://fbref.com/en/players/d0de6b37/Jamie-Mackie,15929,Jamie Mackie,Not found,22-Sep-85,Not found,173,Scotland sct  Other: England,FW-MF (WM),Right,2003-2004,17 years,Wimbledon,2003,first scrap players fbref
https://fbref.com/en/players/3f10bd22/Jesus-Navas,15956,Jesús Navas,Not found,21-Nov-85,Not found,172,Spain,"DF-FW-MF (AM-FB-WM, right)",Right,2003-2004,17 years,Sevilla,2003,first scrap players fbref
https://fbref.com/en/players/78142987/Bradley-Orr,16091,Bradley Orr,Not found,1-Nov-82,Not found,183,Not found,"DF (FB, right)",Right,2003-2004,20 years,Burnley,2003,first scrap players fbref
https://fbref.com/en/players/6438d426/Ryan-Babel,16135,Ryan Babel,Not found,19-Dec-86,Not found,185,Netherlands,"FW-MF (AM-WM, left)",Right,2003-2004,16 years,Ajax,2003,first scrap players fbref
https://fbref.com/en/players/1222ab35/Carlos-Cuellar,16576,Carlos Cuéllar,Not found,23-Aug-81,Not found,190,Not found,DF (CB),Right,2001-2002,19 years,Numancia,2001,first scrap players fbref
https://fbref.com/en/players/9f6b2f8c/Manuel-Almunia,16621,Manuel Almunia,Not found,19-May-77,Not found,191,Not found,GK,Not found,2001-2002,24 years,Eibar,2001,first scrap players fbref
https://fbref.com/en/players/7b72f0b6/Alex-Baptiste,16660,Alex Baptiste,Not found,31-Jan-86,Not found,180,Not found,"DF (CB-FB, right)",Right,2002-2003,16 years,Mansfield Town,2002,first scrap players fbref
https://fbref.com/en/players/7e8050c6/Diniyar-Bilyaletdinov,16690,Diniyar Bilyaletdinov,Not found,27-Feb-85,Not found,186,Russia,MF,Left,2004,18 years,Loko Moscow,Not found,first scrap players fbref
https://fbref.com/en/players/fff10a46/Danny-Guthrie,16716,Danny Guthrie,Not found,18-Apr-87,Not found,170,England eng,MF (CM-WM),Right,2006-2007,19 years,Southampton,2006,first scrap players fbref
https://fbref.com/en/players/403d2184/Niko-Kranjcar,16746,Niko Kranjčar,Not found,13-Aug-84,Not found,186,Croatia,MF (AM),Both,2006-2007,21 years,Portsmouth,2006,first scrap players fbref
https://fbref.com/en/players/ed2b33cb/Yuri-Zhirkov,16760,Yuri Zhirkov,Not found,20-Aug-83,Not found,180,Russia,"DF-MF (FB-WM, left)",Left,2004,20 years,CSKA Moscow,Not found,first scrap players fbref
https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,16911,Kasper Schmeichel,Not found,"November 5, 1986 (Age: 39-020d)","Copenhagen, Denmark",189,Denmark,GK,Right,2005-2006,18 years,Darlington,2005,first scrap players fbref
https://fbref.com/en/players/24249219/Marcin-Wasilewski,16947,Marcin Wasilewski,Not found,9-Jun-80,Not found,186,Poland,DF (CB-FB),Right,2002-2003,22 years,Wisła Płock,2002,first scrap players fbref
https://fbref.com/en/players/e185aa52/Sulley-Muntari,17129,Sulley Muntari,Not found,27-Aug-84,Not found,179,Ghana,MF (CB-DM),Left,2002-2003,17 years,Udinese,2002,first scrap players fbref
https://fbref.com/en/players/9f9ba8ca/Steven-Taylor,17273,Steven Taylor,Not found,23-Jan-86,Not found,188,England eng,DF (CB),Right,2003-2004,17 years,Wycombe,2003,first scrap players fbref
https://fbref.com/en/players/148d4105/Mathieu-Flamini,17396,Mathieu Flamini,Not found,7-Mar-84,Not found,178,France,MF (DM),Both,2003-2004,19 years,Marseille,2003,first scrap players fbref
https://fbref.com/en/players/1550f0e0/Herita-Ilunga,17432,Hérita Ilunga,Not found,25-Feb-82,Not found,180,Congo DR,"DF (FB, left)",Not found,2004-2005,22 years,Saint-Étienne,2004,first scrap players fbref
https://fbref.com/en/players/cc41eec1/Sebastien-Pocognoli,17804,Sébastien Pocognoli,Not found,1-Aug-87,Not found,182,Belgium,"DF-MF (FB-WM, left)",Left,2003-2004,15 years,Genk,2003,first scrap players fbref
https://fbref.com/en/players/3267fa3b/Marton-Fulop,17879,Márton Fülöp,Not found,3-May-83,Not found,198,Hungary,GK,Not found,2004-2005,21 years,Chesterfield,2004,first scrap players fbref
https://fbref.com/en/players/8f62b6ee/Hugo-Lloris,17965,Hugo Lloris,Not found,"December 26, 1986 (Age: 38-334d)","Nice, France",188,France,GK,Left,2005-2006,18 years,Nice,2005,first scrap players fbref
https://fbref.com/en/players/e9ef3a0d/Derek-Boateng,18091,Derek Boateng,Not found,2-May-83,Not found,183,Ghana,MF (DM),Right,2000-2001,17 years,Kalamata,2000,first scrap players fbref
https://fbref.com/en/players/525642e0/Julien-Faubert,18093,Julien Faubert,Not found,1-Aug-83,Not found,180,France fr  Other: Martinique,"DF-FW-MF (FB-WM, right)",Right,2004-2005,20 years,Bordeaux,2004,first scrap players fbref
https://fbref.com/en/players/607fb965/Curtis-Davies,18227,Curtis Davies,Not found,15-Mar-85,Not found,188,Sierra Leone sl  Other: England,DF (CB),Right,2003-2004,18 years,Luton Town,2003,first scrap players fbref
https://fbref.com/en/players/fbc5d136/Maicon-Sisenando,18301,Maicon Sisenando,Not found,26-Jul-81,Not found,184,Brazil,"DF (FB, right)",Right,2004-2005,23 years,Monaco,2004,first scrap players fbref
https://fbref.com/en/players/a557e6b0/Benoit-Assou-Ekotto,18310,Benoît Assou-Ekotto,Not found,24-Mar-84,Not found,178,Cameroon cm  Other: France,"DF (FB, left)",Left,2003-2004,19 years,Lens,2003,first scrap players fbref
https://fbref.com/en/players/08bd23a0/Zoltan-Gera,18324,Zoltán Gera,Not found,22-Apr-79,Not found,183,Hungary,MF (AM),Right,2004-2005,25 years,West Brom,2004,first scrap players fbref
https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,18644,Álvaro Negredo,Not found,20-Aug-85,Not found,186,Spain,FW,Left,2005-2006,19 years,Real Madrid B,2005,first scrap players fbref
https://fbref.com/en/players/c8404849/Jean-Beausejour,18871,Jean Beausejour,Not found,1-Jun-84,Not found,178,Chile,"DF-FW-MF (FB-WM, left)",Left,2004-2005,20 years,Servette,2004,first scrap players fbref
https://fbref.com/en/players/5cbb464e/Pascal-Chimbonda,18875,Pascal Chimbonda,Not found,21-Feb-79,Not found,180,France fr  Other: Guadeloupe,DF,Not found,1999-2000,20 years,Le Havre,1999,first scrap players fbref
https://fbref.com/en/players/74dc806c/Hatem-Ben-Arfa,18900,Hatem Ben Arfa,Not found,7-Mar-87,Not found,178,France,FW-MF (AM-WM),Left,2004-2005,17 years,Lyon,2004,first scrap players fbref
https://fbref.com/en/players/165bed61/Samir-Nasri,18935,Samir Nasri,Not found,26-Jun-87,Not found,175,France,FW-MF (AM),Right,2004-2005,17 years,Marseille,2004,first scrap players fbref
https://fbref.com/en/players/3200c583/Gokhan-Inler,19041,Gökhan Inler,Not found,27-Jun-84,Not found,183,Switzerland,MF (CM-DM),Both,2004-2005,20 years,Aarau,2004,first scrap players fbref
https://fbref.com/en/players/d596e193/Heurelho-Gomes,19059,Heurelho Gomes,Not found,15-Feb-81,Not found,191,Brazil,GK,Right,2004-2005,23 years,PSV Eindhoven,2004,first scrap players fbref
https://fbref.com/en/players/790ca5f3/Marouane-Chamakh,19085,Marouane Chamakh,Not found,10-Jan-84,Not found,188,Morocco ma  Other: France,FW,Right,2002-2003,18 years,Bordeaux,2002,first scrap players fbref
https://fbref.com/en/players/f7ee69fb/Mousa-Dembele,19368,Mousa Dembélé,Not found,16-Jul-87,Not found,185,Belgium,MF (DM),Left,2003-2004,16 years,Beerschot,2003,first scrap players fbref
https://fbref.com/en/players/84bfbd38/Emmerson-Boyce,19641,Emmerson Boyce,Not found,24-Sep-79,Not found,184,Barbados bb  Other: England,DF (CB),Right,2002-2003,22 years,Luton Town,2002,first scrap players fbref
https://fbref.com/en/players/4b7fd1e2/Goran-Popov,19721,Goran Popov,Not found,2-Oct-84,Not found,189,North Macedonia,"DF-MF (FB-WM, left)",Left,2003-2004,18 years,AEK Athens,2003,first scrap players fbref
https://fbref.com/en/players/4b30b37e/Nemanja-Vidic,19726,Nemanja Vidić,Not found,21-Oct-81,Not found,190,Serbia,DF (CB),Right,2004,22 years,Spartak Moscow,Not found,first scrap players fbref
https://fbref.com/en/players/aad584e0/Nikola-Zigic,19729,Nikola Žigić,Not found,25-Sep-80,Not found,202,Serbia,FW,Right,2006-2007,25 years,Racing Sant,2006,first scrap players fbref
https://fbref.com/en/players/0d058ab8/Steve-Gohouri,19857,Steve Gohouri,Not found,8-Feb-81,Not found,189,Côte d'Ivoire,DF (CB-FB),Not found,2005-2006,24 years,Young Boys,2005,first scrap players fbref
https://fbref.com/en/players/a179d516/Willy-Caballero,19948,Willy Caballero,Not found,28-Sep-81,Not found,185,Argentina,GK,Right,2004-2005,22 years,Elche,2004,first scrap players fbref
https://fbref.com/en/players/5070881b/Javier-Mascherano,19981,Javier Mascherano,Not found,8-Jun-84,Not found,174,Argentina,DF-MF (CB-DM),Right,2006-2007,22 years,West Ham,2006,first scrap players fbref
https://fbref.com/en/players/6813ac34/Pablo-Zabaleta,20007,Pablo Zabaleta,Not found,16-Jan-85,Not found,176,Argentina,"DF-MF (FB, right)",Right,2005-2006,20 years,Espanyol,2005,first scrap players fbref
https://fbref.com/en/players/66e83563/Urby-Emanuelson,20586,Urby Emanuelson,Not found,16-Jun-86,Not found,176,Netherlands,"DF-FW-MF (FB-WM, left)",Left,2004-2005,18 years,Ajax,2004,first scrap players fbref
https://fbref.com/en/players/2277a390/Tal-Ben-Haim,20714,Tal Ben Haim,Not found,31-Mar-82,Not found,183,Israel,"DF (CB-FB, right)",Right,2004-2005,22 years,Bolton,2004,players corrected fbref
https://fbref.com/en/players/238f467d/Leroy-Lita,20975,Leroy Lita,Not found,28-Dec-84,Not found,175,England eng,FW,Right,2002-2003,17 years,Bristol City,2002,first scrap players fbref
https://fbref.com/en/players/190c0bb8/Radek-Cerny,21010,Radek Černý,Not found,18-Feb-74,Not found,187,Czech Republic,GK,Not found,2004-2005,30 years,Tottenham,2004,first scrap players fbref
https://fbref.com/en/players/c7df693b/Aiden-McGeady,21333,Aiden McGeady,Not found,4-Apr-86,Not found,180,Republic of Ireland ie  Other: Scotland,FW-MF (AM-WM),Both,2003-2004,17 years,Celtic,2003,first scrap players fbref
https://fbref.com/en/players/4261b6d5/Marek-Cech,21354,Marek Čech,Not found,26-Jan-83,Not found,183,Slovakia,"DF (FB, left)",Not found,2005-2006,22 years,Porto,2005,players corrected fbref
https://fbref.com/en/players/4f0d1bbe/Brett-Holman,21496,Brett Holman,Not found,27-Mar-84,Not found,177,Australia,FW-MF (AM-WM),Right,2002-2003,18 years,Excelsior,2002,first scrap players fbref
https://fbref.com/en/players/e4ed2628/Filipe-Luis,21725,Filipe Luís,Not found,9-Aug-85,Not found,182,Brazil,"DF (CB-FB, left)",Left,2005-2006,19 years,Real Madrid B,2005,first scrap players fbref
https://fbref.com/en/players/3ae59b9c/Andrea-Dossena,21863,Andrea Dossena,Not found,11-Sep-81,Not found,180,Italy,"DF-MF (FB-WM, left)",Left,2001-2002,19 years,Hellas Verona,2001,first scrap players fbref
https://fbref.com/en/players/d3d758d8/Valon-Behrami,21905,Valon Behrami,Not found,19-Apr-85,Not found,184,Switzerland ch  Other: Kosovo,DF-MF (CM),Right,2003-2004,18 years,Genoa,2003,first scrap players fbref
https://fbref.com/en/players/4e31f3e2/Charles-NZogbia,22165,Charles N'Zogbia,Not found,28-May-86,Not found,170,France,"DF-FW-MF (FB-WM, left)",Left,2004-2005,18 years,Newcastle Utd,2004,first scrap players fbref
https://fbref.com/en/players/07cf67f3/Antonio-Nocerino,22203,Antonio Nocerino,Not found,9-Apr-85,Not found,175,Italy,MF,Right,2003-2004,18 years,Avellino,2003,first scrap players fbref
https://fbref.com/en/players/846e7a85/Zak-Whitbread,22230,Zak Whitbread,Not found,4-Mar-84,Not found,188,United States,DF (CB),Left,2005-2006,21 years,Millwall,2005,players corrected fbref
https://fbref.com/en/players/3d6686f9/Bafetimbi-Gomis,22388,Bafétimbi Gomis,Not found,6-Aug-85,Not found,185,France,FW,Right,2004-2005,18 years,Saint-Étienne,2004,first scrap players fbref
https://fbref.com/en/players/f619413f/Julio-Cesar,22412,Júlio César,Not found,3-Sep-79,Not found,186,Brazil,GK,Left,2005-2006,25 years,Inter,2005,players corrected fbref
https://fbref.com/en/players/636f1a28/Anders-Lindegaard,22491,Anders Lindegaard,Not found,13-Apr-84,Not found,193,Denmark,GK,Right,2006-2007,22 years,Odense,2006,first scrap players fbref
https://fbref.com/en/players/9f4647e9/Robert-Snodgrass,22614,Robert Snodgrass,Not found,7-Sep-87,Not found,182,Scotland sct,FW-MF (AM-DM-WM),Left,2004-2005,16 years,Livingston,2004,first scrap players fbref
https://fbref.com/en/players/57935ba0/Ronald-Zubar,22645,Ronald Zubar,Not found,20-Sep-85,Not found,186,France fr  Other: Guadeloupe,DF,Right,2004-2005,18 years,Caen,2004,first scrap players fbref
https://fbref.com/en/players/c75d2fba/Morten-Gamst-Pedersen,22741,Morten Gamst Pedersen,Not found,8-Sep-81,Not found,180,Norway,FW-MF (AM-WM),Left,2000,18 years,Tromsø,Not found,first scrap players fbref
https://fbref.com/en/players/3ed6e788/Guly-do-Prado,22801,Guly do Prado,Not found,31-Dec-81,Not found,190,Not found,FW-MF (AM-CM),Right,2002-2003,20 years,Catania,2002,first scrap players fbref
https://fbref.com/en/players/f1ea4af0/Daniel-Agger,22832,Daniel Agger,Not found,12-Dec-84,Not found,191,Denmark,DF (CB),Left,2004-2005,19 years,Brøndby,2004,first scrap players fbref
https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti,23197,Alessandro Diamanti,Not found,2-May-83,Not found,180,Italy,FW-MF (AM),Left,2004-2005,21 years,AlbinoLeffe,2004,first scrap players fbref
https://fbref.com/en/players/a28d181a/Yoan-Gouffran,23825,Yoan Gouffran,Not found,25-May-86,Not found,176,France,FW-MF (WM),Right,2004-2005,18 years,Caen,2004,first scrap players fbref
https://fbref.com/en/players/defb905a/Martin-Skrtel,24180,Martin Škrtel,Not found,15-Dec-84,Not found,191,Slovakia,DF (CB),Right,2004,19 years,Zenit,Not found,first scrap players fbref
https://fbref.com/en/players/d1b983de/Tamir-Cohen,24209,Tamir Cohen,Not found,4-Mar-84,Not found,181,Israel,MF (AM),Not found,2007-2008,23 years,Bolton,2007,first scrap players fbref
https://fbref.com/en/players/8e3c9fb3/Dekel-Keinan,24476,Dekel Keinan,Not found,15-Sep-84,Not found,184,Israel,DF (CB),Not found,2010-2011,25 years,Blackpool,2010,first scrap players fbref
https://fbref.com/en/players/5236a502/Wes-Hoolahan,24589,Wes Hoolahan,Not found,20-May-82,Not found,168,Republic of Ireland,MF (AM),Left,2005-2006,23 years,Livingston,2005,first scrap players fbref
https://fbref.com/en/players/2f0edbe7/David-Jones,24634,David Jones,Not found,4-Nov-84,Not found,180,England eng,MF (CM),Left,2005-2006,20 years,NEC Nijmegen,2005,first scrap players fbref
https://fbref.com/en/players/92aadee9/Chris-Eagles,24635,Chris Eagles,Not found,19-Nov-85,Not found,178,Not found,"MF (WM, right)",Right,2004-2005,18 years,Watford,2004,first scrap players fbref
https://fbref.com/en/players/5785993d/Paul-McShane,24636,Paul McShane,Not found,6-Jan-86,Not found,183,Republic of Ireland,DF (CB),Right,2004-2005,18 years,Walsall,2004,first scrap players fbref
https://fbref.com/en/players/3670bd5c/Jonathan-Spector,24637,Jonathan Spector,Not found,1-Mar-86,Not found,182,United States,DF-MF (CB),Right,2004-2005,18 years,Manchester Utd,2004,first scrap players fbref
https://fbref.com/en/players/027a5151/Kemy-Agustien,24862,Kemy Agustien,Not found,20-Aug-86,Not found,178,Curaçao cw  Other: Netherlands,DF-MF (CB-CM),Right,2004-2005,17 years,Willem II,2004,first scrap players fbref
https://fbref.com/en/players/eb383c11/Ronnie-Stam,24877,Ronnie Stam,Not found,18-Jun-84,Not found,175,Not found,"DF-MF (CB-FB, right)",Right,2002-2003,18 years,NAC Breda,2002,first scrap players fbref
https://fbref.com/en/players/48844a9b/Jonas-Olsson,25248,Jonas Olsson,Not found,10-Mar-83,Not found,193,Sweden,DF (CB),Left,2003,19 years,Landskrona,Not found,first scrap players fbref
https://fbref.com/en/players/26e5c484/Michael-Kightly,25366,Michael Kightly,Not found,24-Jan-86,Not found,175,England eng,"FW-MF (WM, left)",Right,2002-2003,16 years,Southend United,2002,first scrap players fbref
