player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Richard Chaplow,9975,https://www.transfermarkt.com/richard-chaplow/profil/spieler/9975,https://fbref.com/en/players/66835431/Richard-Chaplow,19/03/2005,20 years 01 month 17 days,20,Premier League,37959,18,18,First Division (until 03/04),18,first scrap players,Richard Chaplow,Success,9975,spieler,Richard Chaplow,31080,Accrington,"1,75",England,Midfield - Central Midfield,right,Not found,Orange County,43112,-,Not found,1,60,10,Yes,43112,Not found,1,first scrap players transfer,9975,Richard Chaplow,Not found,31080,Not found,175,England eng,MF,Right,2002-2003,17 years,Burnley,2002,first scrap players fbref,NA,NA,NA,NA,NA,366,23732,32,17,8,Richard Chaplow,No,Not found,NA,366,23732,32,Midfield - Central Midfield,Midfield,31080,40,43435,33,15
Nathaniel Clyne,85177,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,19/08/2012,21 years 04 months 14 days,21,Premier League,18/10/2008,17,17,Championship,17,first scrap players,Nathaniel Clyne,Success,85177,spieler,Nathaniel Clyne,33362,London,"1,75",England  Grenada,Defender - Right-Back,right,Not found,Crystal Palace,14/10/2020,30/06/2026,Not found,7,682,114,No,Not found,17,6,first scrap players transfer,85177,Nathaniel Clyne,Not found,"April 5, 1991 (Age: 34-234d)","Stockwell, England, United Kingdom",175,England eng,"DF (FB, right)",Right,2008-2009,17 years,Crystal Palace,2008,first scrap players fbref,Nathaniel Clyne,14,1052,0,5,449,36739,7,17,4,Nathaniel Clyne,No,Not found,NA,463,37791,7,Defender - Right-Back,Defender,33333,34,NA,NA,17
Conor Coady,128901,https://www.transfermarkt.com/conor-coady/profil/spieler/128901,https://fbref.com/en/players/2928dca2/Conor-Coady,41613,20 years 02 months 17 days,20,Premier League,41890,21,21,Championship,20,first scrap players,Conor Coady,Success,128901,spieler,Conor Coady,25/02/1993,Liverpool,"1,85",England,Defender - Centre-Back,right,Not found,Wrexham,45665,30/06/2027,adidas,1,19,4,No,Not found,6,1,first scrap players transfer,128901,Conor Coady,Not found,"February 25, 1993 (Age: 32-273d)","Liverpool, England, United Kingdom",185,England eng,DF-MF (CB-DM-WM),Right,2012-2013,19 years,Liverpool,2012,first scrap players fbref,Conor Coady,10,888,1,5,473,39958,19,14,7,Conor Coady,No,Not found,NA,483,40846,20,Defender - Centre-Back,Defender,34025,32,NA,NA,12
Jack Cork,40613,https://www.transfermarkt.com/jack-cork/profil/spieler/40613,https://fbref.com/en/players/74e12f1e/Jack-Cork,40423,20 years 07 months 15 days,20,Premier League,25/08/2007,18,18,Championship,18,first scrap players,Jack Cork,Success,40613,spieler,Jack Cork,25/06/1989,London,"1,85",England,Midfield - Defensive Midfield,right,Not found,Burnley U21,45361,-,Not found,8,365,75,No,Not found,Not found,5,first scrap players transfer,40613,Jack Cork,Not found,32684,Not found,185,England eng,DF-MF (CM-DM),Right,2006-2007,17 years,Bournemouth,2006,first scrap players fbref,Jack Cork,1,5,0,1,560,43681,16,18,7,Jack Cork,No,Not found,NA,561,43686,16,Midfield - Defensive Midfield,Midfield,32684,36,NA,NA,18
Philippe Coutinho,80444,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,40426,17 years 10 months 27 days,17,Campeonato Brasileiro Série A,19/06/2009,17,17,Campeonato Brasileiro Série B,17,first scrap players,Philippe Coutinho,Success,80444,spieler,Philippe Coutinho,33944,Rio de Janeiro,"1,72",Brazil  Portugal,Midfield - Attacking Midfield,right,Not found,Vasco da Gama,45754,30/06/2026,Nike,28,992,202,No,Not found,10,16,first scrap players transfer,80444,Philippe Coutinho,Not found,"June 12, 1992 (Age: 33-166d)","Rio de Janeiro, Brazil",172,Brazil,FW-MF (AM-WM),Right,2010-2011,18 years,Inter,2010,first scrap players fbref,Philippe Coutinho,53,3324,16,7,493,31947,114,16,7,Philippe Coutinho,No,Not found,NA,546,35271,130,Midfield - Attacking Midfield,Attack,33767,33,NA,NA,16
Shaun Cummings,40614,https://www.transfermarkt.com/shaun-cummings/profil/spieler/40614,https://fbref.com/en/players/6bfe339f/Shaun-Cummings,29/09/2012,23 years 07 months 04 days,23,Premier League,18/08/2009,20,20,Championship,20,first scrap players,Shaun Cummings,Success,40614,spieler,Shaun Cummings,25/02/1989,London,"1,83",Jamaica  England,Defender - Right-Back,right,Not found,Doncaster,43837,-,Not found,0,0,0,Yes,43837,Not found,0,first scrap players transfer,40614,Shaun Cummings,Not found,32564,Not found,183,Jamaica jm  Other: England,DF,Right,2008-2009,19 years,MK Dons,2008,first scrap players fbref,Shaun Cummings,3,270,0,2,181,14845,4,11,6,Shaun Cummings,No,Not found,NA,184,15115,4,Defender - Right-Back,Defender,32564,36,44013,31,11
Ben Davies,192765,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,https://fbref.com/en/players/44781702/Ben-Davies,25/08/2012,19 years 04 months 01 day,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Ben Davies,Success,192765,spieler,Ben Davies,24/04/1993,Neath,"1,81",Wales,Defender - Centre-Back,left,Not found,Tottenham,23/07/2014,30/06/2026,adidas,20,620,114,No,Not found,33,13,first scrap players transfer,192765,Ben Davies,Not found,"April 24, 1993 (Age: 32-226d)","Neath, Wales, United Kingdom",181,Wales wls,"DF-MF (CB-FB, left)",Left,2012-2013,19 years,Swansea City,2012,players corrected fbref,Ben Davies,95,7941,3,17,427,33376,12,14,2,Ben Davies,No,Not found,NA,522,41317,15,Defender - Centre-Back,Defender,34083,32,NA,NA,13
Kelvin Davis,13640,https://www.transfermarkt.com/kelvin-davis/profil/spieler/13640,https://fbref.com/en/players/33b6ee02/Kelvin-Davis,13/08/2005,28 years 10 months 15 days,28,Premier League,13/08/1995,18,18,,18,first scrap players,Kelvin Davis,Success,13640,spieler,Kelvin Davis,29/09/1976,Leighton Buzzard,"1,85",England,Goalkeeper,right,Not found,Southampton,42376,-,Not found,1,34,6,Yes,42376,Not found,1,first scrap players transfer,13640,Kelvin Davis,Not found,28032,Not found,185,England eng,GK,Right,2001-2002,24 years,Wimbledon,2001,first scrap players fbref,NA,NA,NA,NA,NA,473,42359,0,15,4,Kelvin Davis,No,Not found,NA,473,42359,0,Goalkeeper,Goalkeeper,28032,49,42552,39,21
Steven Davis,28973,https://www.transfermarkt.com/steven-davis/profil/spieler/28973,https://fbref.com/en/players/cf15bbb1/Steven-Davis,18/09/2004,19 years 08 months 17 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Steven Davis,Success,28973,spieler,Steven Davis,31048,Ballymena,"1,72",Northern Ireland,Midfield - Central Midfield,right,Not found,Rangers,25/01/2024,-,Nike,6,501,83,Yes,25/01/2024,Not found,5,first scrap players transfer,28973,Steven Davis,Not found,31048,Not found,170,Northern Ireland nir,MF (CM-DM),Right,2004-2005,19 years,Aston Villa,2004,first scrap players fbref,Steven Davis,117,9860,13,15,634,48752,38,19,4,Steven Davis,No,Not found,NA,751,58612,51,Midfield - Central Midfield,Midfield,31048,40,45316,39,20
Simon Dawkins,57488,https://www.transfermarkt.com/simon-dawkins/profil/spieler/57488,https://fbref.com/en/players/9db762f1/Simon-Dawkins,20/03/2011,23 years 03 months 17 days,23,Major League Soccer,19/10/2013,25,25,Championship,23,first scrap players,Simon Dawkins,Success,57488,spieler,Simon Dawkins,31789,Edgware,"1,77",Jamaica  England,Attack - Left Winger,right,Not found,Monterey Bay,45299,-,Not found,4,110,23,Yes,45299,Not found,3,first scrap players transfer,57488,Simon Dawkins,Not found,32112,Not found,178,Jamaica jm  Other: England,FW-MF,Right,2008-2009,20 years,Leyton Orient,2008,first scrap players fbref,Simon Dawkins,15,1036,2,3,223,12688,30,12,6,Simon Dawkins,No,Not found,NA,238,13724,32,Attack - Left Winger,Attack,32112,38,45505,36,13
Steve De Ridder,41818,https://www.transfermarkt.com/steve-de-ridder/profil/spieler/41818,https://fbref.com/en/players/7561b81d/Steve-De-Ridder,20/08/2006,19 years 05 months 26 days,19,Jupiler Pro League,21/01/2007,19,19,Challenger Pro League,19,first scrap players,Steve De Ridder,Success,41818,spieler,Steve De Ridder,25/02/1987,Gent,"1,78",Belgium,Midfield - Central Midfield,right,Not found,Without Club,18/12/2024,-,Not found,4,371,27,No,Not found,Not found,3,first scrap players transfer,41818,Steve De Ridder,Not found,31833,Not found,179,Belgium,FW-MF (AM-WM),Right,2006-2007,19 years,Gent,2006,first scrap players fbref,NA,NA,NA,NA,NA,408,27141,42,17,10,Steve De Ridder,No,Not found,NA,408,27141,42,Midfield - Central Midfield,Midfield,31833,38,NA,NA,19
Mathieu Debuchy,27306,https://www.transfermarkt.com/mathieu-debuchy/profil/spieler/27306,https://fbref.com/en/players/92232aad/Mathieu-Debuchy,31/01/2004,18 years 06 months 03 days,18,Ligue 1,21/08/2021,36,36,Ligue 2,18,first scrap players,Mathieu Debuchy,Success,27306,spieler,Mathieu Debuchy,28/07/1985,Fretin,"1,77",France,Defender - Right-Back,right,Not found,Valenciennes FC,44933,-,adidas,22,762,131,Yes,44933,Not found,11,first scrap players transfer,27306,Mathieu Debuchy,Not found,31256,Not found,177,France,"DF (FB, right)",Right,2003-2004,18 years,Lille,2003,first scrap players fbref,Mathieu Debuchy,18,1486,0,3,498,39162,35,20,6,Mathieu Debuchy,No,Not found,NA,516,40648,35,Defender - Right-Back,Defender,31256,40,45108,37,19
Ashkan Dejagah,13979,https://www.transfermarkt.com/ashkan-dejagah/profil/spieler/13979,https://fbref.com/en/players/5171db60/Ashkan-Dejagah,38176,18 years 01 month 02 days,18,Bundesliga,43161,31,31,Championship,18,first scrap players,Ashkan Dejagah,Success,13979,spieler,Ashkan Dejagah,31539,Tehran,"1,81",Iran  Germany,Attack - Right Winger,right,Not found,Foolad,17/05/2024,-,Nike,10,419,84,Yes,17/05/2024,Not found,7,first scrap players transfer,13979,Ashkan Dejagah,Not found,31598,Not found,181,Iran ir  Other: Germany,FW-MF (AM-WM),Right,2004-2005,18 years,Hertha BSC,2004,first scrap players fbref,Ashkan Dejagah,57,3724,11,7,304,17722,35,15,6,Ashkan Dejagah,No,Not found,NA,361,21446,46,Attack - Right Winger,Attack,31598,39,45429,37,19
Guy Demel,1368,https://www.transfermarkt.com/guy-demel/profil/spieler/1368,https://fbref.com/en/players/605bba68/Guy-Demel,37624,21 years 08 months 16 days,21,1.Bundesliga,36833,18,18,Ligue 2,18,first scrap players,Guy Demel,Success,1368,spieler,Guy Demel,13/06/1981,Orsay,"1,88",Cote d'Ivoire  France,Defender - Right-Back,right,Not found,Red Star FC,42742,-,Not found,10,239,40,Yes,42742,Not found,7,first scrap players transfer,1368,Guy Demel,Not found,29750,Not found,189,Côte d'Ivoire ci  Other: France,"DF-MF (FB, right)",Right,2002-2003,21 years,Dortmund,2002,first scrap players fbref,Guy Demel,4,331,0,2,299,22480,4,15,5,Guy Demel,No,Not found,NA,303,22811,4,Defender - Right-Back,Defender,29750,44,42917,36,18
Alou Diarra,1327,https://www.transfermarkt.com/alou-diarra/profil/spieler/1327,https://fbref.com/en/players/9b74ce00/Alou-Diarra,17/08/2002,21 years 01 month 02 days,21,Ligue 1,15/04/2000,18,18,Ligue 2,18,first scrap players,Alou Diarra,Success,1327,spieler,Alou Diarra,15/07/1981,Villepinte,"1,89",France  Mali,Midfield - Defensive Midfield,right,Not found,AS Nancy,42742,-,Not found,2,160,23,Yes,42742,Not found,2,first scrap players transfer,1327,Alou Diarra,Not found,29782,Not found,190,France,MF (DM),Right,2002-2003,21 years,Le Havre,2002,first scrap players fbref,Alou Diarra,23,1566,0,4,429,33471,27,15,10,Alou Diarra,No,Not found,NA,452,35037,27,Midfield - Defensive Midfield,Midfield,29782,44,42917,35,17
Maurice Edu,50987,https://www.transfermarkt.com/maurice-edu/profil/spieler/50987,https://fbref.com/en/players/748dbb80/Maurice-Edu,25/04/2007,21 years 07 days,21,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players,Maurice Edu,Success,50987,spieler,Maurice Edu,18/04/1986,"Fontana, California","1,83",United States  Nigeria,Midfield - Defensive Midfield,right,Not found,Philadelphia,43101,-,Not found,7,783,84,Yes,43101,Not found,4,first scrap players transfer,50987,Maurice Edu,Not found,31520,Not found,183,United States,DF-MF (CM-DM),Right,2007,20 years,Toronto FC,Not found,first scrap players fbref,Maurice Edu,16,828,0,2,213,17290,21,11,6,Maurice Edu,No,Not found,NA,229,18118,21,Midfield - Defensive Midfield,Midfield,31520,39,43101,31,10
Rob Elliot,39037,https://www.transfermarkt.com/rob-elliot/profil/spieler/39037,https://fbref.com/en/players/b1b25949/Rob-Elliot,24/02/2013,26 years 09 months 25 days,26,Premier League,39572,21,21,Championship,21,first scrap players,Rob Elliot,Success,39037,spieler,Rob Elliot,30/04/1986,London,"1,90",Ireland  England,Goalkeeper,left,Not found,Gateshead,45301,-,Not found,6,501,67,Yes,45301,Not found,5,first scrap players transfer,39037,Rob Elliot,Not found,31532,Not found,190,Republic of Ireland ie  Other: England,GK,Left,2004-2005,18 years,Notts County,2004,players corrected fbref,Rob Elliot,4,157,0,3,171,15031,0,14,5,Rob Elliot,No,Not found,NA,175,15188,0,Goalkeeper,Goalkeeper,31532,39,45566,38,17
Urby Emanuelson,20586,https://www.transfermarkt.com/urby-emanuelson/profil/spieler/20586,https://fbref.com/en/players/66e83563/Urby-Emanuelson,38629,18 years 09 months 25 days,18,Eredivisie,42921,30,30,Championship,18,first scrap players,Urby Emanuelson,Success,20586,spieler,Urby Emanuelson,16/06/1986,Amsterdam,"1,76",Netherlands  Suriname,Midfield - Central Midfield,left,Not found,Ajax Amateurs,44933,-,adidas,8,118,22,Yes,44933,Not found,6,first scrap players transfer,20586,Urby Emanuelson,Not found,31579,Not found,176,Netherlands,"DF-FW-MF (FB-WM, left)",Left,2004-2005,18 years,Ajax,2004,first scrap players fbref,Urby Emanuelson,10,347,0,3,417,28410,27,17,8,Urby Emanuelson,No,Not found,NA,427,28757,27,Midfield - Central Midfield,Midfield,31579,39,45108,37,19
Eyong Enoh,47344,https://www.transfermarkt.com/eyong-enoh/profil/spieler/47344,https://fbref.com/en/players/d3dcab48/Eyong-Enoh,15/08/2007,21 years 04 months 23 days,21,DStv Premiership,15/09/2013,27,27,Keuken Kampioen Divisie,21,first scrap players,Eyong Enoh,Success,47344,spieler,Eyong Enoh,23/03/1986,Kumba,"1,73",Cameroon,Midfield - Defensive Midfield,both,Not found,Ajax Amateurs,44568,-,Not found,7,475,60,Yes,44568,Not found,4,first scrap players transfer,47344,Eyong Enoh,Not found,31494,Not found,180,Cameroon,MF (DM),Right,2008-2009,22 years,Ajax,2008,first scrap players fbref,Eyong Enoh,25,2006,0,5,220,16006,5,10,6,Eyong Enoh,No,Not found,NA,245,18012,5,Midfield - Defensive Midfield,Midfield,31494,39,44743,36,15
Roger Espinoza,71096,https://www.transfermarkt.com/roger-espinoza/profil/spieler/71096,https://fbref.com/en/players/60b7c195/Roger-Espinoza,39695,21 years 05 months 15 days,21,Major League Soccer,25/08/2013,26,26,Championship,21,first scrap players,Roger Espinoza,Success,71096,spieler,Róger Espinoza,25/10/1986,Puerto Cortés,"1,78",Honduras  United States,Midfield - Central Midfield,left,Not found,Des Moines,26/06/2024,-,Not found,5,350,52,Yes,26/06/2024,Not found,5,first scrap players transfer,71096,Roger Espinoza,Not found,31710,Not found,181,Honduras,"DF-MF (CM-DM-FB-WM, right)",Left,2008,21 years,KC Wizards,Not found,first scrap players fbref,Roger Espinoza,25,2109,0,4,394,27504,14,18,5,Roger Espinoza,No,Not found,NA,419,29613,14,Midfield - Central Midfield,Midfield,31710,39,45469,37,16
Iago Falque,59340,https://www.transfermarkt.com/iago-falque/profil/spieler/59340,https://fbref.com/en/players/440c84ed/Iago-Falque,31/08/2014,24 years 07 months 27 days,24,Serie A,27/08/2010,20,20,Segunda División,20,first scrap players,Iago Falque,Success,59340,spieler,Iago Falque,32964,Vigo,"1,74",Spain,Attack - Right Winger,left,Not found,LD Alajuelense,45935,-,Nike,24,659,112,Yes,45935,Not found,11,first scrap players transfer,59340,Iago Falque,Not found,32877,Not found,174,Spain,FW-MF (AM-WM),Left,2010-2011,20 years,Villarreal B,2010,first scrap players fbref,NA,NA,NA,NA,NA,312,20560,73,13,10,Iago Falque,No,Not found,NA,312,20560,73,Attack - Right Winger,Attack,32877,35,45787,35,15
Adam Federici,4233,https://www.transfermarkt.com/adam-federici/profil/spieler/4233,https://fbref.com/en/players/e5ea8be7/Adam-Federici,39086,22 years 02 months 01 day,22,Premier League,39703,23,23,Championship,22,first scrap players,Adam Federici,Success,4233,spieler,Adam Federici,31/01/1985,Nowra,"1,88",Australia  Italy,Goalkeeper,right,Not found,Macarthur,23/10/2021,-,Not found,3,272,34,Yes,23/10/2021,Not found,3,first scrap players transfer,4233,Adam Federici,Not found,31078,Not found,188,Australia,GK,Right,2006-2007,21 years,Reading,2006,first scrap players fbref,Adam Federici,8,646,0,6,283,25400,0,13,5,Adam Federici,No,Not found,NA,291,26046,0,Goalkeeper,Goalkeeper,31078,40,44492,36,14
Chico Flores,51681,https://www.transfermarkt.com/chico-flores/profil/spieler/51681,https://fbref.com/en/players/95825cf2/Chico-Flores,31/08/2008,21 years 05 months 25 days,21,LaLiga,14/10/2017,30,30,Segunda División,21,first scrap players,Chico Flores,Success,51681,spieler,Chico Flores,31931,Cádiz,"1,87",Spain,Defender - Centre-Back,right,Not found,CF Fuenlabrada,24/08/2020,-,Not found,7,226,37,Yes,24/08/2020,Not found,5,first scrap players transfer,51681,Chico Flores,Not found,31842,Not found,187,Spain,DF (CB),Right,2006-2007,19 years,Cádiz,2006,first scrap players fbref,NA,NA,NA,NA,NA,218,17515,4,10,8,Chico Flores,No,Not found,NA,218,17515,4,Defender - Centre-Back,Defender,31842,38,44067,33,12
José Fonte,33829,https://www.transfermarkt.com/jos-fonte/profil/spieler/33829,https://fbref.com/en/players/90f87966/Jose-Fonte,20/08/2005,21 years 07 months 29 days,21,Liga Portugal,38330,20,20,Ledman Liga Pro,20,first scrap players,José Fonte,Success,33829,spieler,José Fonte,22/12/1983,Penafiel,"1,91",Portugal,Defender - Centre-Back,right,Not found,Casa Pia,45572,30/06/2026,Not found,3,148,32,No,Not found,6,3,first scrap players transfer,33829,José Fonte,Not found,"December 22, 1983 (Age: 41-338d)","Penafiel, Portugal",187,Portugal,"DF (CB, right)",Right,2005-2006,21 years,Paços de Ferreira,2005,first scrap players fbref,José Fonte,50,4069,1,10,692,60142,32,22,10,José Fonte,No,Not found,NA,742,64211,33,Defender - Centre-Back,Defender,30672,41,NA,NA,21
Danny Fox,31553,https://www.transfermarkt.com/danny-fox/profil/spieler/31553,https://fbref.com/en/players/857ec97f/Danny-Fox,15/08/2009,23 years 02 months 17 days,23,Scottish Premiership,29/01/2008,21,21,Championship,21,first scrap players,Danny Fox,Success,31553,spieler,Danny Fox,29/05/1986,Winsford,"1,83",Scotland  England,Defender - Left-Back,left,Not found,Winsford,44933,-,Not found,4,91,15,No,Not found,Not found,3,first scrap players transfer,31553,Danny Fox,Not found,31561,Not found,183,Scotland sct  Other: England,"DF-MF (CB-FB-WM, left)",Left,2005-2006,19 years,Walsall,2005,first scrap players fbref,Danny Fox,2,180,0,1,454,38040,15,16,8,Danny Fox,No,Not found,NA,456,38220,15,Defender - Left-Back,Defender,31561,39,NA,NA,18
Fraser Fyvie,107350,https://www.transfermarkt.com/fraser-fyvie/profil/spieler/107350,https://fbref.com/en/players/c9c0913c/Fraser-Fyvie,22/08/2009,16 years 04 months 26 days,16,Scottish Premiership,19/10/2013,20,20,Championship,16,first scrap players,Fraser Fyvie,Success,107350,spieler,Fraser Fyvie,27/03/1993,Aberdeen,"1,72",Scotland,Midfield - Central Midfield,right,Not found,Cove Rangers,17/08/2019,31/05/2026,Not found,7,892,157,No,Not found,24,7,first scrap players transfer,107350,Fraser Fyvie,Not found,"March 27, 1993 (Age: 32-243d)","Aberdeen, Scotland, United Kingdom",172,Scotland sct,MF,Not found,2009-2010,16 years,Aberdeen,2009,first scrap players fbref,NA,NA,NA,NA,NA,172,12509,8,13,7,Fraser Fyvie,No,Not found,NA,172,12509,8,Midfield - Central Midfield,Midfield,34055,32,NA,NA,16
